No.,Players,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS
38,Keith Benson,OU,35,1133.0,231,422,.547,9,23,.391,157,244,.643,66,108,93,261,354,38,28,125,628
39,Mike Smith,ETSU,35,1194.0,222,473,.469,47,128,.367,135,171,.789,81,114,60,179,239,66,29,15,626
40,Jacob Pullen,KSU,31,1012.0,191,448,.426,74,194,.381,170,220,.773,95,55,20,70,90,115,49,4,626
41,Ben Hansbrough,ND,34,1202.0,194,405,.479,87,200,.435,150,184,.815,81,88,25,106,131,145,41,4,625
42,Kyle Singler,DUKE,37,1286.0,219,509,.430,62,193,.321,125,155,.806,70,98,88,165,253,60,34,12,625
43,John Jenkins,VU,32,1105.0,190,411,.462,100,245,.408,144,161,.894,52,44,17,78,95,39,24,11,624
44,Jon Leuer,UW,34,1139.0,227,483,.470,54,146,.370,113,134,.843,54,75,57,189,246,56,17,30,621
45,Reggie Jackson,BC,34,1161.0,219,435,.503,71,169,.420,109,137,.796,81,58,35,111,146,152,36,18,618
46,Anatoly Bose,NSU,28,955.0,178,452,.394,67,206,.325,195,246,.793,95,67,34,130,164,62,38,5,618
47,Jordan Taylor,UW,34,1241.0,194,448,.433,75,175,.429,154,185,.832,43,80,32,107,139,161,25,5,617
48,Reggie Hamilton,OU,35,1008.0,207,423,.489,82,221,.371,120,143,.839,127,83,27,59,86,187,46,7,616
49,E'Twaun Moore,PU,34,1152.0,221,494,.447,70,175,.400,100,141,.709,61,71,51,124,175,108,41,18,612
50,Jamie Skeen,VCU,39,1245.0,198,380,.521,36,86,.419,179,249,.719,66,77,92,193,285,62,23,40,611
51,Vlad Moldoveanu,AU,30,1011.0,196,449,.437,60,163,.368,159,193,.824,57,69,49,144,193,59,11,14,611
52,Kevin Anderson,RICH,37,1338.0,210,494,.425,71,174,.408,120,160,.750,72,55,15,87,102,120,53,4,611
53,Cory Higgins,CU,38,1222.0,200,461,.434,36,106,.340,174,201,.866,80,82,31,93,124,94,37,14,610
54,Shelvin Mack,BU,38,1219.0,201,493,.408,87,246,.354,120,156,.769,93,66,27,143,170,131,30,3,609
55,Matt Howard,BU,37,1148.0,188,399,.471,53,133,.398,179,226,.792,62,108,98,189,287,53,42,23,608
56,Ken Horton,CCSU,31,1096.0,214,435,.492,59,157,.376,119,137,.869,51,74,92,183,275,60,44,50,606
57,Kenneth Faried,MSU,35,1216.0,233,374,.623,0,0,.000,139,241,.577,92,108,200,308,508,37,67,82,605
58,Nate Wolters,SDSU,31,1029.0,201,450,.447,42,104,.404,160,201,.796,68,63,32,111,143,186,41,7,604
59,Dominique Morrison,ORU,31,1083.0,207,403,.514,40,99,.404,149,191,.780,51,84,41,114,155,66,20,15,603
60,Gilberto Clavell,SHSU,31,934.0,213,381,.559,2,7,.286,175,247,.709,97,107,100,125,225,28,20,4,603
61,Dwight Hardy,STJ,33,1129.0,194,433,.448,62,175,.354,153,181,.845,73,59,26,71,97,62,42,3,603
62,Andrew Warren,BU,32,1173.0,196,473,.414,76,195,.390,134,156,.859,58,90,38,137,175,59,53,10,602
63,Brandon Bowdry,EMU,30,970.0,205,460,.446,28,81,.346,160,235,.681,97,74,71,213,284,55,32,9,598
64,Terrence Jones,UK,38,1196.0,206,466,.442,26,79,.329,157,243,.646,75,91,92,244,336,60,43,72,595
65,Delroy James,URI,34,1161.0,213,487,.437,32,127,.252,137,186,.737,115,98,92,175,267,91,54,39,595
66,Solomon Bozeman,UALR,36,1100.0,152,352,.432,65,142,.458,226,280,.807,91,82,16,60,76,98,25,2,595
67,Vaughn Duggins,WRST,33,1160.0,202,452,.447,37,119,.311,152,185,.822,54,55,33,94,127,72,50,3,593
68,Tristan Thompson,UNT,33,1056.0,158,344,.459,66,158,.418,211,253,.834,74,62,16,89,105,59,24,4,593
69,Joevan Catron,UO,37,1023.0,195,416,.469,20,69,.290,178,248,.718,88,95,88,159,247,56,42,12,588
70,Isaiah Thomas,UW,35,1115.0,188,422,.445,60,172,.349,151,210,.719,104,75,26,97,123,213,47,2,587
71,LeRoy Nobles,IUPUI,32,1144.0,180,380,.474,65,175,.371,161,196,.821,66,64,40,88,128,41,27,2,586
72,Casper Ware,LBSU,34,1187.0,172,408,.422,75,197,.381,166,205,.810,103,88,16,68,84,150,56,6,585
73,Darius Johnson-Odom,MU,37,1109.0,196,453,.433,71,195,.364,121,171,.708,75,92,18,94,112,88,31,7,584
74,Nikola Vucevic,USC,34,1187.0,215,426,.505,29,83,.349,123,163,.755,58,96,97,253,350,54,18,47,582
75,Jimmy Butler,MU,37,1282.0,187,382,.490,20,58,.345,188,240,.783,54,49,90,135,225,86,53,13,582
76,Gary Flowers,USM,31,965.0,219,460,.476,50,123,.407,94,130,.723,75,83,78,162,240,33,33,43,582
77,Ryan Rossiter,SC,31,1158.0,206,440,.468,3,20,.150,166,211,.787,72,79,121,287,408,47,27,42,581
78,Denzel Bowles,JMU,33,1067.0,226,389,.581,0,0,.000,129,181,.713,110,87,83,207,290,71,20,53,581
79,Tyler Zeller,UNC,37,1041.0,211,384,.549,0,0,.000,159,210,.757,50,100,107,164,271,23,27,45,581
80,Doug McDermott,CU,39,1134.0,220,419,.525,47,116,.405,94,126,.746,88,81,82,199,281,45,11,4,581
81,Harrison Barnes,UNC,37,1087.0,209,497,.421,67,195,.344,95,126,.754,72,72,75,141,216,53,27,16,580
82,Xavier Silas,NIU,26,831.0,178,388,.459,52,126,.413,171,201,.851,103,70,21,98,119,48,31,7,579
83,Kalin Lucas,MSU,34,1135.0,194,453,.428,53,136,.390,137,167,.820,87,72,16,57,73,114,35,2,578
84,Devin Gibson,UTSA,34,1190.0,159,376,.423,27,89,.303,232,297,.781,113,86,46,132,178,183,91,5,577
85,Marcus Denmon,MU,34,1036.0,199,398,.500,82,183,.448,94,124,.758,32,55,33,86,119,61,61,4,574
86,Bradford Burgess,VCU,40,1379.0,193,396,.487,72,166,.434,113,150,.753,61,86,85,166,251,66,43,30,571
87,Justin Greene,KSU,37,1208.0,222,454,.489,0,1,.000,127,179,.709,109,105,99,209,308,59,39,53,571
88,Will Pratt,NSU,32,799.0,193,380,.508,21,68,.309,161,241,.668,109,113,51,91,142,39,42,9,568
89,Antwan Carter,LONG,31,1007.0,237,414,.572,9,37,.243,82,120,.683,66,106,72,221,293,50,28,23,565
90,Tony Mitchell,UA,37,1167.0,228,437,.522,31,98,.316,77,117,.658,64,89,97,166,263,49,59,41,564
91,Austin Freeman,GU,32,1082.0,204,429,.476,62,173,.358,94,108,.870,54,58,21,97,118,78,23,5,564
92,Jamarco Warren,CSU,32,1068.0,180,410,.439,80,217,.369,123,142,.866,100,70,16,79,95,90,44,2,563
93,Markeith Cummings,KENN,31,1099.0,197,432,.456,12,57,.211,157,233,.674,91,73,62,93,155,56,46,4,563
94,Kyle Weems,MSU,35,1087.0,204,428,.477,66,167,.395,87,110,.791,50,93,57,183,240,49,48,33,561
95,TyShwan Edmondson,APSU,33,1057.0,205,486,.422,72,195,.369,79,106,.745,67,78,53,94,147,66,60,15,561
96,Landon Clement,NCCU,30,1081.0,183,424,.432,109,268,.407,86,107,.804,43,43,16,96,112,32,34,1,561
97,Kevin Murphy,TTU,33,966.0,202,423,.478,37,111,.333,119,162,.735,107,72,18,130,148,58,34,6,560
98,Anthony Gurley,UMass,30,920.0,193,461,.419,60,171,.351,114,156,.731,83,57,24,107,131,42,29,2,560
99,Darrion Pellum,HU,32,1172.0,188,484,.388,73,217,.336,110,154,.714,92,70,23,115,138,63,53,10,559
100,Kawhi Leonard,SDSU,36,1172.0,211,475,.444,25,86,.291,110,145,.759,76,89,111,273,384,91,51,21,557
101,Jordan Williams,UMD,33,1073.0,213,396,.538,0,0,.000,131,228,.575,53,80,121,267,388,21,23,45,557
102,Mickey McConnell,SMC,34,1255.0,177,351,.504,77,169,.456,126,143,.881,79,61,16,70,86,206,42,7,557
103,Diante Garrett,ISU,32,1175.0,214,518,.413,59,185,.319,66,80,.825,106,55,12,107,119,195,55,7,553
104,D.J. Cooper,OU,35,1248.0,180,471,.382,58,194,.299,134,179,.749,123,74,43,133,176,263,81,9,552
105,Cameron Wells,CIT,32,1145.0,197,450,.438,19,76,.250,139,168,.827,77,63,18,145,163,138,46,11,552
106,Michael Thompson,NU,34,1267.0,189,417,.453,94,238,.395,80,98,.816,65,75,12,64,76,145,48,2,552
107,Brandon Wood,VAL,33,1053.0,207,447,.463,61,168,.363,77,116,.664,72,51,32,110,142,103,55,6,552
108,Jamarr Sanders,UAB,31,1079.0,197,461,.427,90,232,.388,67,83,.807,91,60,29,113,142,58,27,10,551
109,C.J. Wilkerson,NCCU,29,1077.0,160,343,.466,44,112,.393,187,251,.745,94,73,17,81,98,53,30,2,551
110,Andy Ogide,CSU,32,944.0,215,366,.587,9,24,.375,110,169,.651,75,90,76,170,246,21,26,18,549
111,Chad Tomko,UNCW,31,1132.0,190,459,.414,80,216,.370,87,107,.813,100,60,18,164,182,132,58,8,547
112,Carl Montgomery,CSU,32,869.0,205,397,.516,3,16,.188,134,212,.632,71,99,95,152,247,34,22,30,547
113,LaceDarius Dunn,BU,28,987.0,169,425,.398,89,249,.357,119,144,.826,100,67,22,80,102,60,39,1,546
114,Carl Jones,SJU,32,1086.0,163,396,.412,54,146,.370,165,221,.747,78,57,13,71,84,110,36,2,545
115,Darren Moore,UCI,32,979.0,169,337,.501,42,118,.356,164,223,.735,81,101,52,137,189,55,58,5,544
116,Jovonni Shuler,SST,30,1041.0,173,433,.400,77,220,.350,120,163,.736,80,74,38,115,153,59,40,11,543
117,Scotty Hopson,UT,32,937.0,188,416,.452,53,141,.376,114,155,.735,89,63,28,79,107,41,26,5,543
118,Demonte Harper,MSU,35,1180.0,198,459,.431,56,150,.373,88,133,.662,136,99,45,129,174,120,54,10,541
119,Erving Walker,UF,37,1212.0,153,371,.412,79,204,.387,154,199,.774,87,56,18,91,109,125,41,0,539
120,Iman Shumpert,GT,31,992.0,177,436,.406,42,151,.278,141,176,.801,71,86,53,130,183,108,85,6,537
121,Brian Mills,MER,33,1011.0,195,428,.456,19,69,.275,127,176,.722,75,107,69,130,199,41,31,16,536
122,Matthew Bryan-Amaning,UW,35,986.0,215,394,.546,0,1,.000,104,168,.619,57,99,105,176,281,24,37,54,534
123,Matt Dickey,UNCA,34,1163.0,169,389,.434,65,176,.369,131,154,.851,97,89,19,107,126,110,64,1,534
124,Adnan Hodzic,LIP,30,949.0,206,366,.563,1,8,.125,119,164,.726,66,73,68,156,224,30,8,2,532
125,Malcolm Grant,UM,36,1165.0,158,378,.418,94,222,.423,122,143,.853,92,49,12,54,66,115,31,1,532
126,John Shurna,NU,32,1088.0,176,365,.482,75,171,.439,104,147,.707,58,57,32,126,158,82,36,31,531
127,Tim Ambrose,ALB,32,1086.0,192,421,.456,62,144,.431,85,122,.697,96,89,40,126,166,116,43,5,531
128,Kwame Morgan II,HU,33,1098.0,167,450,.371,100,273,.366,96,120,.800,43,52,40,107,147,44,48,4,530
129,Jontae Sherrod,ECU,34,1016.0,153,360,.425,73,187,.390,150,189,.794,81,94,26,99,125,63,37,3,529
130,Thomas Coleman,NC A&T,31,989.0,200,323,.619,0,1,.000,127,199,.638,79,76,116,209,325,44,36,83,527
131,JaMychal Green,UA,34,948.0,190,374,.508,1,1,1.000,146,198,.737,95,111,106,151,257,49,49,70,527
132,La'Shard Anderson,BSU,35,1128.0,176,404,.436,33,108,.306,142,181,.785,109,111,29,84,113,165,76,13,527
133,Kyle O'Quinn,NSU,32,1050.0,198,356,.556,15,63,.238,115,151,.762,68,116,107,248,355,32,18,110,526
134,Darius Morris,UM,35,1218.0,201,411,.489,16,64,.250,108,151,.715,103,74,31,108,139,235,36,1,526
135,Tim Abromaitis,ND,34,1162.0,169,371,.456,78,182,.429,109,139,.784,52,66,45,161,206,61,26,15,525
136,Kenny Boynton,UF,37,1218.0,169,439,.385,80,242,.331,107,130,.823,50,49,14,40,54,98,32,9,525
137,Lenny Daniel,CSUN,32,911.0,185,328,.564,0,0,.000,153,265,.577,85,93,114,187,301,22,13,38,523
138,Stan Okoye,VMI,31,901.0,193,376,.513,34,96,.354,102,143,.713,70,78,85,164,249,52,35,24,522
139,Ashton Gibbs,PITT,31,1016.0,170,363,.468,102,208,.490,80,90,.889,51,41,11,62,73,86,13,0,522
140,Hillary Haley,UMES,31,924.0,171,415,.412,50,160,.312,130,179,.726,51,67,58,122,180,22,22,6,522
141,Tobias Harris,UT,34,993.0,185,402,.460,23,76,.303,128,170,.753,62,70,67,178,245,44,24,29,521
142,Bill Clark,DUQ,32,993.0,162,350,.463,75,198,.379,121,162,.747,63,100,67,132,199,80,47,16,520
143,William Buford,OSU,36,1167.0,200,433,.462,61,138,.442,59,70,.843,66,78,35,106,141,106,29,11,520
144,James Nunnally,UCSB,32,1055.0,167,358,.466,62,168,.369,124,150,.827,68,59,22,161,183,57,14,8,520
145,Jeremy Green,SU,31,1011.0,173,409,.423,88,205,.429,85,107,.794,66,73,18,87,105,30,16,4,519
146,Isiah Williams,UVU,30,921.0,168,424,.396,82,218,.376,101,119,.849,56,69,11,70,81,56,13,3,519
147,Markieff Morris,KU,38,926.0,195,331,.589,25,59,.424,103,151,.682,78,108,103,213,316,52,30,43,518
148,Ramone Moore,TEM,34,1151.0,178,398,.447,41,107,.383,120,151,.795,82,65,25,118,143,105,40,8,517
149,Justin Robinson,RU,34,1141.0,164,386,.425,88,206,.427,100,110,.909,89,69,13,86,99,130,35,4,516
150,Frank Hassell,ODU,34,997.0,196,350,.560,0,1,.000,123,167,.737,70,62,127,197,324,38,30,43,515
151,James Johnson,QU,32,1086.0,176,442,.398,84,218,.385,79,97,.814,48,69,29,104,133,112,51,2,515
152,Amu Saaka,FU,33,1043.0,167,362,.461,50,139,.360,130,149,.872,58,84,68,145,213,35,24,10,514
153,Will Clyburn,U of U,30,1040.0,163,362,.450,62,154,.403,126,166,.759,75,68,51,182,233,31,34,7,514
154,Corey Fisher,VILL,33,1100.0,165,394,.419,52,159,.327,132,168,.786,75,78,19,72,91,159,49,2,514
155,Austin Kenon,VMI,28,840.0,151,345,.438,93,222,.419,119,141,.844,55,61,27,70,97,91,27,1,514
156,Nick Barbour,HP,29,865.0,160,395,.405,68,188,.362,126,160,.787,68,84,15,71,86,30,28,3,514
157,Cam Long,GMU,34,1121.0,181,378,.479,60,139,.432,91,121,.752,67,56,40,119,159,97,47,8,513
158,DeAndre Kane,MU,34,1076.0,170,397,.428,49,154,.318,124,196,.633,115,99,40,149,189,117,32,3,513
159,Zach Filzen,UB,34,1150.0,178,426,.418,110,267,.412,46,54,.852,57,40,9,91,100,39,26,0,512
160,Antoine Young,CU,39,1393.0,172,434,.396,39,122,.320,128,171,.749,82,51,16,84,100,195,37,3,511
161,Troy Gillenwater,NMSU,27,818.0,173,377,.459,37,102,.363,128,171,.749,61,60,40,130,170,16,12,26,511
162,Jay Couisnard,UMKC,29,971.0,171,350,.489,45,123,.366,123,193,.637,92,90,53,108,161,47,37,18,510
163,Kendall Timmons,TU,30,1082.0,176,396,.444,22,56,.393,135,210,.643,88,80,62,185,247,97,58,17,509
164,Matt Lander,WIU,30,1085.0,152,372,.409,41,123,.333,164,215,.763,93,66,8,62,70,80,27,7,509
165,Jared Mintz,LC,32,971.0,168,331,.508,3,13,.231,169,207,.816,62,83,67,119,186,69,20,7,508
166,Tyler Murray,WC,30,1113.0,157,358,.439,59,142,.415,135,163,.828,96,51,26,112,138,107,38,8,508
167,Mike Williams,WCU,33,1041.0,190,480,.396,55,161,.342,73,92,.793,93,103,32,83,115,127,67,6,508
168,Mike Muscala,BU,34,944.0,187,362,.517,4,11,.364,129,158,.816,58,90,57,190,247,47,14,67,507
169,Melvin Johnson III,UTSA,34,914.0,171,410,.417,80,216,.370,85,99,.859,57,59,17,101,118,21,30,5,507
170,Trey Zeigler,CMU,31,1066.0,191,483,.395,26,79,.329,98,173,.566,102,83,41,127,168,67,42,29,506
171,Omar Carter,ASU,31,1042.0,184,395,.466,38,95,.400,99,131,.756,52,57,51,129,180,40,26,7,505
172,George Beamon,MAN,31,1141.0,180,412,.437,6,40,.150,139,188,.739,64,90,73,116,189,41,45,15,505
173,Ben Drayton III,GSU,32,1184.0,185,387,.478,20,76,.263,114,159,.717,113,74,35,80,115,145,60,1,504
174,Colt Ryan,UE,32,1039.0,153,368,.416,65,160,.406,132,151,.874,74,82,16,89,105,75,40,7,503
175,Tai Wesley,USU,34,993.0,176,294,.599,5,8,.625,145,204,.711,76,108,96,175,271,73,27,36,502
176,Joe Trapani,BC,34,1017.0,173,407,.425,50,140,.357,106,150,.707,64,86,61,176,237,61,23,27,502
177,Warren Niles,ORU,35,1087.0,167,428,.390,76,207,.367,92,113,.814,68,84,24,104,128,63,36,5,502
178,Darryl Partin,BU,35,1117.0,170,420,.405,64,179,.358,98,129,.760,100,89,29,89,118,49,35,9,502
179,Jeffery Taylor,VU,34,1078.0,171,381,.449,39,113,.345,120,167,.719,87,83,57,131,188,80,35,19,501
180,Robert Nyakundi,SMU,35,1071.0,166,338,.491,97,195,.497,72,80,.900,83,108,35,116,151,67,36,6,501
181,Rahmon Fletcher,UWGB,32,1007.0,187,405,.462,51,138,.370,76,108,.704,67,79,17,61,78,98,47,3,501
182,Marcus Jordan,UCF,33,1039.0,145,357,.406,45,135,.333,165,213,.775,95,54,16,76,92,110,28,2,500
183,Mike Williams,USF,34,1104.0,173,403,.429,74,189,.392,80,112,.714,68,67,14,123,137,59,21,2,500
184,Patrick Richard,MSU,31,1019.0,163,343,.475,34,94,.362,139,182,.764,70,71,56,143,199,80,42,13,499
185,Sergio Kerusch,WKU,32,993.0,193,388,.497,46,150,.307,67,104,.644,45,89,101,152,253,15,13,12,499
186,Demetri McCamey,U of I,34,1137.0,166,367,.452,74,164,.451,92,127,.724,100,67,17,98,115,208,35,6,498
187,Shane Gibson,SHU,29,945.0,173,393,.440,75,193,.389,77,92,.837,77,68,32,86,118,45,40,18,498
188,Preston Knowles,U of L,34,1024.0,169,446,.379,100,261,.383,59,73,.808,69,91,23,111,134,106,63,8,497
189,Josh Slater,LIP,30,933.0,151,352,.429,34,118,.288,160,222,.721,92,86,56,127,183,136,92,6,496
190,Quinn McDowell,W&M,32,1078.0,155,326,.475,70,154,.455,116,134,.866,47,65,25,149,174,67,16,4,496
191,J.P. Primm,UNCA,34,1125.0,146,366,.399,55,162,.340,149,189,.788,104,97,28,98,126,154,71,6,496
192,Jawan Carter,UD,31,1105.0,134,351,.382,84,221,.380,144,170,.847,65,75,19,95,114,74,27,1,496
193,Devon Baker,NSU,32,875.0,145,358,.405,67,162,.414,139,178,.781,70,75,24,53,77,65,47,0,496
194,Chad Gray,CCU,34,983.0,200,403,.496,18,59,.305,77,119,.647,67,75,87,128,215,47,34,42,495
195,Micah Williams,ETSU,35,1208.0,166,399,.416,59,161,.366,104,140,.743,63,67,39,104,143,44,33,8,495
196,Trey Thompkins,UGA,30,937.0,194,403,.481,23,74,.311,82,119,.689,76,67,56,173,229,43,33,50,493
197,Ravern Johnson,MSU,28,978.0,162,377,.430,83,206,.403,85,109,.780,36,29,22,78,100,21,12,15,492
198,Mike Moore,HOF,33,1106.0,157,386,.407,62,175,.354,115,135,.852,56,76,38,141,179,73,32,6,491
199,Anthony Hill,UWM,32,900.0,172,325,.529,1,4,.250,145,205,.707,77,108,90,122,212,46,14,19,490
200,Durand Scott,UM,36,1182.0,162,364,.445,27,69,.391,139,166,.837,100,93,42,112,154,112,43,4,490
201,Zane Johnson,UH,31,1059.0,157,359,.437,98,241,.407,77,95,.811,66,83,7,90,97,58,17,4,489
202,Scott Machado,IC,37,1264.0,167,407,.410,40,125,.320,114,169,.675,130,89,32,111,143,281,50,6,488
203,Louie Krogman,USD,33,1043.0,175,411,.426,78,217,.359,60,84,.714,37,46,15,101,116,76,28,1,488
204,Arsalan Kazemi,RU,32,954.0,146,278,.525,0,0,.000,195,271,.720,57,85,120,231,351,43,38,26,487
205,Robo Kreps,UIC,31,1190.0,166,399,.416,71,197,.360,84,106,.792,76,51,16,115,131,90,42,2,487
206,Aaric Murray,LU,32,899.0,186,384,.484,20,57,.351,93,123,.756,75,99,89,156,245,41,31,72,485
207,Kris Joseph,SU,34,1101.0,156,341,.457,45,123,.366,128,180,.711,73,63,38,142,180,74,51,22,485
208,Tim Hardaway Jr.,UM,35,1074.0,159,379,.420,76,207,.367,91,119,.765,45,68,27,106,133,59,34,5,485
209,Charlie Westbrook,USD,30,855.0,187,390,.479,20,70,.286,91,134,.679,69,74,31,110,141,36,34,18,485
210,Ricky Cadell,SFC,30,939.0,154,398,.387,65,201,.323,112,143,.783,74,69,23,88,111,54,33,0,485
211,Chaisson Allen,NU,29,1077.0,156,374,.417,62,163,.380,110,157,.701,55,56,40,135,175,106,60,2,484
212,Jorge Gutierrez,Cal,33,1104.0,143,348,.411,36,109,.330,161,201,.801,100,89,20,104,124,148,53,8,483
213,Zach Graham,UM,34,1037.0,164,384,.427,47,142,.331,108,124,.871,51,48,46,107,153,51,27,17,483
214,Ryan Pearson,GMU,34,1030.0,163,319,.511,18,45,.400,138,195,.708,53,88,64,165,229,40,32,20,482
215,Desmond Holloway,CCU,26,832.0,163,324,.503,24,68,.353,132,173,.763,63,57,41,138,179,45,34,9,482
216,Mychel Thompson,PU,33,1061.0,167,462,.361,53,176,.301,95,123,.772,58,64,54,140,194,62,36,33,482
217,Cory Johnson,VAL,34,894.0,182,374,.487,19,86,.221,97,137,.708,80,110,57,91,148,50,17,16,480
218,Marshall Moses,OSU,34,1007.0,182,327,.557,2,4,.500,113,155,.729,75,107,94,153,247,34,19,14,479
219,Kwadzo Ahelegbe,UNI,34,1067.0,151,359,.421,41,128,.320,136,173,.786,72,70,16,92,108,102,19,5,479
220,Brian Qvale,UM,32,989.0,189,302,.626,0,0,.000,100,155,.645,65,96,98,183,281,22,21,95,478
221,Travis Leslie,UGA,33,1062.0,177,360,.492,13,43,.302,109,136,.801,71,63,106,131,237,97,40,20,476
222,Diego Kapelan,MSU,32,931.0,149,381,.391,86,239,.360,92,104,.885,59,51,22,56,78,36,22,2,476
223,Reeves Nelson,UCLA,34,1066.0,177,312,.567,4,21,.190,116,187,.620,83,77,80,227,307,54,14,14,474
224,Steven Gray,GU,34,1075.0,159,388,.410,71,191,.372,85,112,.759,73,82,21,111,132,136,57,3,474
225,Cameron Rundles,WC,34,1124.0,155,355,.437,75,188,.399,89,134,.664,51,75,12,117,129,85,38,3,474
226,Trevon Harmon,CSU,36,1195.0,161,367,.439,61,181,.337,91,115,.791,46,72,45,99,144,46,55,0,474
227,Umar Shannon,SFU,30,958.0,146,356,.410,68,179,.380,114,142,.803,66,57,26,64,90,59,14,0,474
228,Julian Mavunga,MU,32,1163.0,142,315,.451,29,87,.333,160,227,.705,121,77,64,197,261,96,20,17,473
229,Chris Wright,DAY,36,1037.0,178,389,.458,5,22,.227,111,185,.600,102,101,82,218,300,66,28,50,472
230,Marc Trasolini,SCU,37,977.0,170,325,.523,27,87,.310,105,141,.745,55,107,83,143,226,29,17,35,472
