No.,Players,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS
578,Evan Gordon,LIB,31,941.0,129,279,.462,42,118,.356,72,100,.720,86,59,21,108,129,57,34,5,372
579,Calvin Thompson,HU,31,944.0,118,319,.370,24,86,.279,112,155,.723,79,56,44,113,157,62,21,1,372
580,Mike Ringgold,RU,33,1078.0,163,333,.489,0,0,.000,45,131,.344,78,91,123,107,230,82,30,29,371
581,Justin Harper,RICH,35,874.0,140,290,.483,42,122,.344,49,72,.681,48,81,56,132,188,35,27,31,371
582,Ivan Aska,MSU,36,818.0,151,257,.588,0,0,.000,69,110,.627,66,76,58,114,172,23,27,12,371
583,DeAndre Brown,LTU,35,1142.0,144,340,.424,41,139,.295,42,61,.689,94,37,21,81,102,119,33,0,371
584,Christian Watford,IU,31,884.0,120,320,.375,15,47,.319,116,145,.800,72,67,60,127,187,18,16,19,371
585,Kwadzo Ahelegbe,UNI,35,1031.0,117,307,.381,24,69,.348,113,153,.739,104,68,15,94,109,97,27,5,371
586,Malcolm Thomas,SDSU,34,1063.0,140,258,.543,2,5,.400,88,167,.527,66,73,90,170,260,77,29,52,370
587,Manny Adako,NU,33,976.0,168,316,.532,0,4,.000,36,50,.720,47,79,41,108,149,21,24,12,370
588,Lance Feurtado,GSU,28,780.0,126,328,.384,34,93,.366,83,108,.769,62,79,34,122,156,34,25,9,369
589,E.J. Kusnyer,MER,33,915.0,117,308,.380,107,274,.391,28,37,.757,26,90,22,66,88,13,21,3,369
590,Robert Covington,TSU,32,873.0,134,313,.428,37,96,.385,63,79,.797,71,89,75,133,208,37,34,35,368
591,Jarred DuBois,LMU,30,963.0,119,306,.389,59,146,.404,71,87,.816,52,87,23,66,89,75,45,3,368
592,Will Harris,ALB,29,769.0,136,295,.461,47,118,.398,47,62,.758,54,56,39,86,125,30,19,4,368
593,Tajuan Porter,UO,28,844.0,123,338,.364,66,183,.361,56,61,.918,71,57,13,58,71,54,26,0,368
594,Herb Pope,SHU,32,960.0,150,327,.459,9,21,.429,58,117,.496,72,104,126,217,343,63,25,59,367
595,Jared Stohl,UP,32,905.0,118,255,.463,98,205,.478,33,36,.917,37,28,9,62,71,54,28,0,367
596,Shawn Lewis,POLY,31,852.0,117,290,.403,32,88,.364,101,139,.727,77,82,33,116,149,75,24,16,367
597,Morris Smith IV,UTSA,29,884.0,134,323,.415,63,167,.377,36,47,.766,35,34,12,118,130,21,25,6,367
598,Zavion Neely,UIC,30,810.0,131,318,.412,13,43,.302,92,126,.730,55,77,17,50,67,47,54,6,367
599,Draymond Green,MSU,37,945.0,139,265,.525,2,16,.125,86,128,.672,62,111,81,205,286,111,45,34,366
600,Eli Holman,UDM,31,867.0,145,236,.614,0,0,.000,76,120,.633,69,101,95,182,277,23,17,77,366
601,Storm Warren,LSU,31,827.0,141,263,.536,0,0,.000,84,123,.683,46,104,101,122,223,13,33,44,366
602,Aaric Murray,LU,30,824.0,148,331,.447,31,86,.360,39,60,.650,63,91,65,134,199,34,22,70,366
603,Shannon Behling,MVSU,32,1032.0,140,354,.395,34,117,.291,52,74,.703,62,101,73,135,208,37,53,20,366
604,Lasan Kromah,GW,31,761.0,138,302,.457,48,135,.356,42,82,.512,60,60,34,70,104,59,62,10,366
605,Jarrod Jones,BSU,30,867.0,144,326,.442,0,4,.000,78,118,.661,59,78,53,170,223,22,18,34,366
606,Jacques Streeter,CSUF,31,1081.0,115,309,.372,49,165,.297,87,126,.690,72,63,17,77,94,147,26,2,366
607,Cleveland Richard,USMA,29,935.0,129,333,.387,37,117,.316,71,96,.740,61,69,35,87,122,85,50,10,366
608,Ryan Wedel,DU,33,1000.0,123,301,.409,66,179,.369,54,64,.844,40,46,16,62,78,51,51,2,366
609,Glen Dean,EWU,30,909.0,116,256,.453,48,112,.429,86,107,.804,100,79,10,69,79,133,26,0,366
610,Tyrone Hanson,JSU,32,896.0,122,321,.380,48,120,.400,74,105,.705,58,65,43,111,154,39,21,16,366
611,Desmar Jackson,UW,31,642.0,134,264,.508,9,43,.209,89,129,.690,86,87,28,43,71,58,44,10,366
612,Danero Thomas,MSU,36,963.0,141,335,.421,38,117,.325,45,75,.600,54,72,54,101,155,90,60,25,365
613,Kevin Young,LMU,34,1021.0,146,277,.527,22,71,.310,51,81,.630,48,80,67,114,181,36,38,29,365
614,Chace Stanback,UNLV,34,898.0,139,319,.436,34,110,.309,53,66,.803,58,89,58,140,198,49,54,28,365
615,J.P. Prince,UT,37,922.0,132,249,.530,11,34,.324,90,143,.629,89,98,45,93,138,113,57,18,365
616,Robert Arnold,BSU,31,882.0,133,297,.448,35,115,.304,64,95,.674,61,67,63,71,134,69,27,22,365
617,Taylor Brown,BU,27,815.0,133,282,.472,15,51,.294,84,102,.824,60,68,48,137,185,30,25,12,365
618,Mychel Thompson,PU,31,976.0,126,356,.354,48,147,.327,65,87,.747,48,68,34,120,154,60,29,19,365
619,Desmond Yates,MTSU,26,741.0,145,286,.507,31,71,.437,44,54,.815,24,86,37,66,103,12,11,6,365
620,Ben Allen,SMC,34,937.0,136,277,.491,46,118,.390,46,56,.821,56,93,57,201,258,74,19,23,364
621,Alphonso Dawson,UD,30,1022.0,143,399,.358,49,176,.278,29,44,.659,55,71,74,106,180,54,33,7,364
622,Charles Carmouche,UNO,29,972.0,120,302,.397,36,97,.371,92,150,.613,81,90,29,110,139,60,42,14,364
623,Marquis Hall,LU,33,1044.0,118,316,.373,55,148,.372,72,99,.727,72,75,17,97,114,187,39,3,363
624,Jack Eggleston,PENN,28,1011.0,135,297,.455,20,61,.328,73,94,.777,54,71,48,132,180,56,20,21,363
625,Patrick Richard,MSU,30,880.0,134,291,.460,22,71,.310,73,96,.760,67,83,51,97,148,78,30,21,363
626,DeVaughn Washington,OU,32,823.0,121,240,.504,0,2,.000,121,176,.688,59,94,84,88,172,20,33,13,363
627,Phillip McDonald,UNM,35,962.0,122,284,.430,72,182,.396,47,68,.691,40,68,40,70,110,25,16,6,363
628,Nick Okorie,TTU,34,879.0,120,291,.412,36,96,.375,87,116,.750,68,95,17,74,91,68,47,4,363
629,Devon Baker,NSU,26,693.0,101,258,.391,40,122,.328,121,166,.729,64,46,25,39,64,43,27,1,363
630,Jonathan Tavernari,BYU,36,849.0,132,318,.415,63,163,.387,35,43,.814,44,64,15,142,157,54,50,7,362
631,Papa Oppong,EKU,33,847.0,136,282,.482,61,136,.449,29,43,.674,27,76,32,78,110,48,45,10,362
632,Willie Veasley,BU,37,1161.0,130,270,.481,45,130,.346,57,87,.655,65,92,57,101,158,36,43,9,362
633,Michael Washington,U of A,29,735.0,126,254,.496,6,26,.231,104,160,.650,52,103,59,118,177,22,19,37,362
634,Rodriquez Sherman,KSU,34,1009.0,131,326,.402,17,69,.246,83,130,.638,92,84,29,108,137,101,53,6,362
635,Tim Burns,UMES,32,1059.0,133,296,.449,31,92,.337,65,86,.756,68,44,26,57,83,57,29,1,362
636,Gavin Edwards,UConn,34,1025.0,132,223,.592,0,1,.000,97,124,.782,62,86,85,134,219,26,27,68,361
637,Yancy Gates,UC,35,892.0,154,296,.520,0,2,.000,53,90,.589,48,85,86,121,207,30,20,30,361
638,Chris Singletary,KSU,30,762.0,121,271,.446,13,38,.342,106,179,.592,68,108,46,97,143,127,52,5,361
639,Nick Schneiders,USCU,29,782.0,131,283,.463,0,1,.000,99,172,.576,74,75,76,122,198,22,14,87,361
640,Mick Hedgepeth,BEL,31,759.0,120,212,.566,1,3,.333,120,179,.670,66,99,73,127,200,18,12,28,361
641,Eric Tramiel,UNT,28,773.0,133,244,.545,10,36,.278,85,142,.599,53,88,52,117,169,17,16,21,361
642,Nikola Dragovic,UCLA,30,967.0,115,309,.372,47,167,.281,84,108,.778,57,62,28,104,132,40,23,17,361
643,Mike Freeman,HU,31,937.0,126,234,.538,0,4,.000,108,158,.684,79,79,79,151,230,23,45,36,360
644,Darrion Pellum,HU,31,915.0,134,340,.394,43,145,.297,49,74,.662,62,58,30,81,111,48,38,4,360
645,Tony Easley,MSU,36,784.0,140,216,.648,0,0,.000,79,114,.693,60,88,92,117,209,33,24,95,359
646,Jonathan Hall,STBN,28,874.0,143,274,.522,7,18,.389,66,104,.635,66,69,60,102,162,102,41,20,359
647,Vernon Macklin,UF,34,859.0,156,257,.607,0,0,.000,47,80,.588,46,81,91,97,188,26,20,29,359
648,Jordan Swarbrick,UVU,29,830.0,114,264,.432,37,94,.394,94,117,.803,51,55,36,107,143,66,41,13,359
649,Ty Patterson,UTC,25,823.0,124,294,.422,74,200,.370,37,62,.597,35,33,32,85,117,55,35,5,359
650,Martavius Adams,ASU,31,789.0,149,262,.569,0,0,.000,61,100,.610,67,101,53,178,231,20,13,18,359
651,Carlton Fay,SIU,30,819.0,129,263,.490,43,113,.381,58,68,.853,39,87,27,74,101,29,12,3,359
652,Darren Moore,UCI,32,1006.0,112,253,.443,43,109,.394,91,120,.758,45,102,49,98,147,62,33,14,358
653,Matt Dickey,UNCA,31,927.0,114,284,.401,24,103,.233,106,131,.809,80,82,26,85,111,116,36,2,358
654,Mark Yelovich,SIUE,21,656.0,118,282,.418,29,89,.326,93,118,.788,33,42,23,104,127,27,24,16,358
655,Garrett Callahan,SDSU,30,781.0,109,261,.418,56,151,.371,84,96,.875,37,48,11,51,62,38,21,6,358
656,Jacquan Nobles,TSU,32,776.0,126,284,.444,68,155,.439,38,44,.864,44,67,21,39,60,25,30,1,358
657,Novar Gadson,RU,32,880.0,131,303,.432,33,113,.292,62,85,.729,79,78,53,186,239,51,29,28,357
658,Kevin Dillard,SIU,29,837.0,112,265,.423,31,97,.320,102,132,.773,72,73,21,70,91,146,33,4,357
659,Ryan Pearson,GMU,30,851.0,128,280,.457,14,49,.286,87,133,.654,59,86,57,134,191,36,34,15,357
660,Dan Mavraides,PRIN,31,959.0,113,283,.399,57,160,.356,74,94,.787,49,76,23,110,133,44,36,2,357
661,Roburt Sallie,UM,34,1046.0,110,248,.444,64,155,.413,72,105,.686,43,80,36,100,136,63,58,19,356
662,Jason Clark,GU,34,1137.0,121,255,.475,67,158,.424,47,62,.758,67,90,38,93,131,67,49,6,356
663,D.J. Gay,SDSU,34,1175.0,108,292,.370,61,160,.381,79,110,.718,60,51,17,59,76,108,37,3,356
664,Dexter Pittman,UT,34,648.0,140,214,.654,0,0,.000,75,135,.556,60,90,101,98,199,17,12,63,355
665,Kyle Johnson,LIU,31,941.0,119,321,.371,66,190,.347,51,68,.750,40,61,64,140,204,34,31,8,355
666,Marcus Denmon,MU,34,714.0,117,273,.429,68,167,.407,53,76,.697,31,48,30,70,100,48,29,4,355
667,Jamarr Sanders,UAB,34,1163.0,120,306,.392,70,187,.374,44,58,.759,63,52,35,130,165,88,45,8,354
668,Darrius Morrow,ECU,28,896.0,119,204,.583,0,0,.000,116,177,.655,57,78,76,103,179,25,32,25,354
669,Billy White,SDSU,32,883.0,137,235,.583,6,21,.286,74,117,.632,67,79,65,71,136,44,33,24,354
670,Cervante Burrell,SEA,31,886.0,133,270,.493,5,11,.455,83,136,.610,97,61,28,93,121,108,42,1,354
671,Keiton Page,OSU,33,1094.0,108,267,.404,74,193,.383,64,73,.877,45,90,6,46,52,90,35,1,354
672,Doneal Mack,UM,34,964.0,124,282,.440,63,164,.384,43,59,.729,28,82,14,52,66,55,26,16,354
673,Marshall Henderson,U of U,30,823.0,114,305,.374,65,194,.335,61,74,.824,37,63,7,69,76,26,22,3,354
674,Jimmy Conyers,AKR,35,940.0,118,230,.513,18,56,.321,99,133,.744,66,90,89,144,233,50,39,7,353
675,Jeremy Buttell,UIC,29,963.0,126,276,.457,45,122,.369,56,85,.659,40,86,79,139,218,16,26,8,353
676,Joey Shaw,UNR,34,961.0,122,257,.475,37,107,.346,72,89,.809,47,97,54,119,173,51,23,11,353
677,Will Graves,UNC,36,873.0,115,314,.366,73,197,.371,50,62,.806,33,62,55,112,167,32,23,7,353
678,Blake Hoffarber,U of M,35,972.0,119,240,.496,85,182,.467,28,33,.848,30,36,32,93,125,63,21,2,351
679,Ryan Anderson,UNL,31,865.0,117,258,.453,54,126,.429,63,84,.750,58,79,36,128,164,68,53,6,351
680,Morgan Sabia,UHA,30,1065.0,123,321,.383,69,182,.379,36,51,.706,43,80,42,142,184,30,35,31,351
681,Chris De La Rosa,UMBC,30,1007.0,124,298,.416,13,46,.283,90,116,.776,70,57,14,65,79,153,34,0,351
682,Lazar Trifunovic,RU,27,832.0,147,328,.448,9,25,.360,48,77,.623,94,46,62,158,220,65,18,5,351
683,Michael Sparks,VMI,29,809.0,113,282,.401,75,191,.393,50,74,.676,30,35,38,56,94,27,28,10,351
684,Robert Sacre,GU,34,859.0,121,230,.526,1,1,1.000,107,170,.629,68,98,63,120,183,20,23,66,350
685,Jer'Vaughn Johnson,CSUF,31,920.0,131,275,.476,11,41,.268,77,117,.658,66,123,62,139,201,29,27,12,350
686,Dwane Joshua,NC A&T,28,778.0,111,302,.368,61,175,.349,67,100,.670,74,72,36,78,114,34,32,1,350
687,Chris Martin,WC,29,811.0,117,316,.370,67,195,.344,49,63,.778,67,65,6,57,63,43,35,2,350
688,Tadre Sheppard,UCA,30,879.0,119,212,.561,6,13,.462,105,172,.610,43,72,100,117,217,14,38,51,349
689,Mike Cavataio,HC,31,895.0,131,278,.471,9,32,.281,78,95,.821,59,66,48,121,169,69,17,18,349
690,Trey Montgomery,SU,31,1009.0,116,243,.477,31,93,.333,86,126,.683,76,49,18,100,118,92,39,5,349
691,Bobby Maze,UT,37,922.0,122,302,.404,27,107,.252,78,94,.830,52,59,18,71,89,116,27,4,349
692,Danny Sumner,W&M,33,951.0,123,308,.399,48,152,.316,55,97,.567,34,44,41,85,126,35,18,24,349
693,Terence Grier,FDU,32,1011.0,135,293,.461,12,42,.286,67,130,.515,63,79,35,68,103,51,37,2,349
694,C.J. Hailey,GWU,29,730.0,125,281,.445,26,66,.394,73,90,.811,69,90,27,49,76,36,15,3,349
695,Antonio Pena,VILL,33,823.0,127,220,.577,0,1,.000,94,135,.696,64,101,75,157,232,32,33,16,348
696,Isacc Miles,MSU,36,970.0,112,241,.465,46,124,.371,78,100,.780,76,59,23,81,104,132,41,4,348
697,Rob Hampton,NSU,28,902.0,111,258,.430,27,78,.346,99,142,.697,76,81,41,82,123,53,42,3,348
698,Dwayne Collins,UM,29,716.0,128,212,.604,0,0,.000,91,160,.569,71,68,85,140,225,34,17,32,347
699,Rob Garrison,NU,33,1064.0,112,299,.375,35,113,.310,88,108,.815,75,62,31,107,138,77,56,9,347
700,Ridge Graham,STET,29,804.0,145,311,.466,3,20,.150,55,115,.478,78,101,60,112,172,24,41,15,347
701,Jonathan Boyd,ASU,31,902.0,112,316,.354,73,199,.367,50,67,.746,71,56,11,66,77,41,51,3,347
702,Damian Johnson,U of M,35,892.0,133,250,.532,10,33,.303,70,98,.714,45,98,55,97,152,79,64,67,346
703,Jeremy Simmons,C of C,29,903.0,148,248,.597,0,0,.000,50,76,.658,38,81,80,151,231,34,15,56,346
704,John Williams,UNCA,30,872.0,143,246,.581,3,10,.300,57,106,.538,46,65,63,135,198,29,21,82,346
705,Laurence Bowers,MU,34,764.0,141,254,.555,10,25,.400,54,83,.651,37,84,87,106,193,41,38,48,346
706,Terrance Calvin,UAPB,34,1124.0,105,291,.361,4,22,.182,132,162,.815,106,99,55,117,172,132,44,0,346
707,Randell Daigle,LA,30,907.0,117,278,.421,68,176,.386,44,55,.800,53,61,15,71,86,69,39,2,346
708,Murphy Holloway,UM,34,874.0,150,268,.560,0,0,.000,45,108,.417,42,95,91,168,259,20,50,24,345
709,Kyle O'Quinn,NSU,30,849.0,145,264,.549,16,67,.239,39,74,.527,64,94,83,181,264,27,16,51,345
710,Aaron Thompson,CSUF,31,1001.0,117,239,.490,47,102,.461,64,91,.703,78,75,46,139,185,71,34,23,345
711,Daequon Montreal,BSU,32,799.0,132,270,.489,10,32,.312,70,106,.660,46,58,78,92,170,37,17,21,344
712,Jamar Abrams,ECU,31,948.0,123,277,.444,56,154,.364,42,62,.677,70,89,42,107,149,29,26,22,344
713,B.J. Monteiro,DUQ,31,868.0,134,288,.465,19,60,.317,57,113,.504,57,86,40,95,135,54,25,13,344
714,Cornelius Hester,AAMU,27,686.0,124,317,.391,44,143,.308,52,65,.800,38,33,30,57,87,38,32,7,344
715,Rick Jackson,SU,35,920.0,150,253,.593,0,0,.000,43,86,.500,68,69,95,152,247,60,36,69,343
716,Tony Crocker,OU,30,968.0,118,288,.410,40,122,.328,67,91,.736,38,70,51,134,185,51,32,15,343
717,Chris McKnight,AKR,35,742.0,119,231,.515,14,40,.350,91,137,.664,51,86,66,103,169,49,33,9,343
718,Frisco Sandidge,DESU,28,976.0,125,256,.488,2,14,.143,91,131,.695,54,64,71,92,163,43,41,18,343
719,Demontez Stitt,CLEM,30,863.0,119,262,.454,33,84,.393,72,92,.783,80,58,22,58,80,94,44,8,343
720,Edvinas Ruzgas,TCU,32,1004.0,118,237,.498,61,144,.424,46,63,.730,27,51,17,72,89,23,16,1,343
721,Kyle Fogg,U of A,31,893.0,106,257,.412,48,115,.417,83,110,.755,66,63,21,75,96,68,27,10,343
722,Angelo Johnson,USM,34,1110.0,103,288,.358,36,111,.324,101,124,.815,63,82,16,86,102,89,33,4,343
723,Kendrick Harris,LU,32,1021.0,109,287,.380,20,87,.230,105,152,.691,90,90,22,61,83,87,36,7,343
724,Harry Marshall,ISU,25,831.0,115,247,.466,25,73,.342,87,103,.845,57,62,21,76,97,84,29,1,342
725,Tony Freeman,SIU,29,872.0,120,280,.429,77,187,.412,25,34,.735,50,55,13,74,87,58,28,4,342
726,Chris Gweth,SEA,31,800.0,114,301,.379,37,114,.325,77,95,.811,66,93,42,96,138,70,42,4,342
727,Jeremy Evans,WKU,34,901.0,137,211,.649,3,12,.250,64,93,.688,36,98,100,135,235,25,28,61,341
728,Hamidu Rahman,NMSU,33,863.0,128,231,.554,0,0,.000,85,165,.515,63,96,118,146,264,12,14,42,341
729,Drew Crawford,NU,34,927.0,119,266,.447,51,149,.342,52,81,.642,51,104,60,87,147,62,19,25,341
730,Jordan Hamilton,UT,34,676.0,123,300,.410,58,159,.365,37,64,.578,47,43,34,91,125,50,27,12,341
731,Terrance Hill,L-IL,30,925.0,121,324,.373,45,120,.375,54,72,.750,77,77,36,99,135,58,27,14,341
732,Josh Thornton,TU,30,774.0,118,328,.360,77,197,.391,28,41,.683,41,34,15,45,60,36,19,2,341
733,Chris Howard,USF,33,1183.0,112,257,.436,25,90,.278,91,130,.700,56,74,38,91,129,121,22,9,340
734,LaTreze Mushatt,UMKC,30,904.0,135,284,.475,12,40,.300,58,105,.552,52,69,58,110,168,49,36,11,340
735,Vytas Sulskis,YSU,30,821.0,99,242,.409,41,108,.380,101,132,.765,40,83,31,102,133,53,19,20,340
736,Zach Urbanus,CIT,32,1153.0,111,284,.391,83,202,.411,35,45,.778,45,42,9,86,95,76,22,1,340
737,Walt Gibler,L-IL,30,668.0,104,223,.466,11,39,.282,121,156,.776,52,79,67,92,159,13,16,13,340
738,Daman Starring,CCL,29,959.0,112,276,.406,44,119,.370,72,92,.783,70,64,28,77,105,65,46,5,340
739,Ali Farokhmanesh,UNI,35,1062.0,107,280,.382,77,207,.372,49,59,.831,29,56,8,44,52,40,25,1,340
740,Nate Bendall,USU,33,853.0,132,235,.562,0,0,.000,75,92,.815,46,89,54,126,180,23,18,29,339
741,DeSuan Dixon,JSU,32,937.0,125,313,.399,25,90,.278,64,113,.566,54,83,71,144,215,42,49,16,339
742,Durand Scott,UM,33,917.0,126,277,.455,16,58,.276,71,106,.670,73,69,29,102,131,113,41,6,339
743,Brett McKnight,AKR,34,661.0,125,315,.397,24,87,.276,65,85,.765,43,80,58,96,154,43,21,11,339
744,Chris Fouch,DREX,30,639.0,105,259,.405,64,169,.379,65,82,.793,30,33,12,46,58,38,21,4,339
745,Tyrone Conley,UNH,29,880.0,106,301,.352,54,168,.321,73,109,.670,55,81,29,78,107,36,32,17,339
746,Tracy Rankins,SST,26,851.0,114,299,.381,41,134,.306,68,93,.731,52,39,20,50,70,39,19,2,339
747,Lenny Daniel,CSUN,29,762.0,122,254,.480,0,0,.000,94,159,.591,53,82,89,138,227,14,17,44,338
748,Lehmon Colbert,JAC,28,797.0,124,275,.451,15,53,.283,75,116,.647,69,83,68,123,191,43,17,14,338
749,Justin Eller,CSUS,30,788.0,119,240,.496,0,6,.000,100,142,.704,45,63,59,106,165,16,7,13,338
750,John Jenkins,VU,31,716.0,109,234,.466,72,149,.483,48,60,.800,23,36,8,61,69,30,14,5,338
751,Omar Johnson,UTSA,30,1031.0,110,265,.415,40,111,.360,78,101,.772,75,62,20,46,66,101,28,0,338
752,Walt Harris,SFA,30,932.0,113,278,.406,47,110,.427,65,77,.844,39,69,9,44,53,53,19,5,338
753,Tory Jackson,ND,35,1312.0,117,288,.406,42,121,.347,61,96,.635,69,57,20,75,95,185,51,4,337
754,Travis Franklin,CSU,32,825.0,102,197,.518,0,0,.000,133,244,.545,72,81,68,93,161,42,35,9,337
755,Demetrece Young,PAC,35,1041.0,101,272,.371,71,186,.382,64,85,.753,46,44,8,57,65,95,18,0,337
756,Julius Thomas,PSU,31,876.0,139,207,.671,0,1,.000,58,126,.460,43,80,60,123,183,58,46,22,336
757,Arinze Onuaku,SU,32,728.0,153,229,.668,0,0,.000,30,70,.429,43,85,67,97,164,20,29,35,336
758,Troy Smith,MSU,36,1014.0,115,290,.397,21,83,.253,85,116,.733,54,73,48,90,138,62,43,6,336
759,Alex Garcia-Mendoza,UALR,30,879.0,108,248,.435,18,48,.375,96,131,.733,47,97,52,92,144,30,18,3,336
760,Quincy Acy,BU,36,838.0,136,195,.697,0,0,.000,63,88,.716,45,84,65,120,185,11,17,28,335
761,Mike Scott,UVA,28,768.0,143,283,.505,3,7,.429,46,64,.719,46,54,64,137,201,35,17,8,335
762,Jarrid Famous,USF,32,948.0,128,243,.527,0,0,.000,78,123,.634,66,91,98,143,241,16,16,21,334
763,Michael Sands,YALE,31,807.0,110,223,.493,1,6,.167,113,153,.739,63,70,58,130,188,31,13,4,334
764,Flenard Whitfield,WMY,33,769.0,132,261,.506,2,16,.125,68,96,.708,58,86,77,93,170,18,20,15,334
765,Marcus Johnson,DAY,36,893.0,124,283,.438,25,95,.263,61,97,.629,57,83,18,101,119,69,32,7,334
766,Chris Martin,SB,31,711.0,104,243,.428,8,38,.211,118,166,.711,58,82,21,79,100,47,29,7,334
767,Tamir Jackson,RU,31,948.0,115,305,.377,13,71,.183,91,137,.664,100,82,7,62,69,94,53,0,334
768,Derek Glasser,ASU,33,1088.0,89,241,.369,42,110,.382,113,131,.863,73,33,7,75,82,158,39,5,333
769,William Archambault,DAV,31,804.0,116,270,.430,51,135,.378,50,74,.676,46,57,52,96,148,60,12,14,333
770,Reggie Middleton,WIN,33,863.0,118,297,.397,31,94,.330,66,104,.635,65,81,27,82,109,94,54,9,333
771,Shawn Atupem,MSMU,31,857.0,143,280,.511,0,1,.000,47,100,.470,66,92,46,61,107,44,26,14,333
772,Moussa Camara,BU,31,955.0,106,276,.384,48,146,.329,73,99,.737,48,54,26,63,89,21,23,2,333
773,Kai Williams,SDSU,30,839.0,116,222,.523,29,77,.377,71,97,.732,28,57,66,125,191,24,12,5,332
774,Corey Raji,BC,29,774.0,138,254,.543,0,3,.000,56,88,.636,30,55,90,78,168,30,22,2,332
775,Lebaron Weathers,UAPB,34,769.0,123,302,.407,29,94,.309,57,85,.671,56,91,60,169,229,18,8,46,332
776,Rob Robinson,RMU,34,890.0,144,285,.505,0,4,.000,44,113,.389,64,111,58,128,186,49,28,22,332
777,Javier Gonzalez,NCST,35,900.0,110,280,.393,47,127,.370,65,94,.691,109,71,23,91,114,129,42,3,332
778,Trent Hutchin,SELU,31,674.0,113,252,.448,76,171,.444,30,33,.909,25,27,6,31,37,16,15,3,332
779,Reed Baker,FGC,29,731.0,104,292,.356,49,146,.336,75,88,.852,58,38,12,37,49,55,25,1,332
780,Frank Hassell,ODU,36,865.0,134,248,.540,0,0,.000,63,96,.656,61,68,105,135,240,36,32,33,331
781,Kelly Beidler,MSMU,31,940.0,117,280,.418,37,104,.356,60,81,.741,60,79,47,172,219,47,53,42,331
782,Jordan Taylor,UW,33,974.0,111,280,.396,35,107,.327,74,103,.718,39,80,29,76,105,118,30,3,331
783,Jamar Diggs,WC,35,863.0,93,228,.408,23,60,.383,122,161,.758,72,84,14,89,103,90,37,18,331
784,Marcus Relphorde,CU,30,811.0,115,280,.411,34,99,.343,67,98,.684,65,88,28,94,122,61,35,6,331
785,Ben Botts,IPFW,30,890.0,108,260,.415,60,130,.462,55,66,.833,39,48,7,39,46,50,26,3,331
786,Malcolm Armstead,UO,32,1014.0,136,301,.452,21,63,.333,37,51,.725,81,66,19,63,82,138,65,3,330
787,Zahir Carrington,LU,30,841.0,132,256,.516,0,1,.000,66,133,.496,80,100,61,139,200,39,32,42,330
788,Mychal Ladd,CSUF,32,987.0,114,285,.400,66,169,.391,36,47,.766,42,45,43,69,112,47,29,8,330
789,Jeffrey Forbes,EWU,30,936.0,117,279,.419,47,129,.364,49,56,.875,46,53,13,65,78,59,41,1,330
790,Kristopher Richard,TU,28,792.0,120,291,.412,44,137,.321,46,65,.708,68,70,26,78,104,52,47,12,330
791,Isaac Sosa,UCF,32,776.0,114,270,.422,73,171,.427,29,43,.674,41,37,8,51,59,29,13,2,330
792,Lloyd Phillips,ISU,33,1091.0,102,281,.363,48,146,.329,77,99,.778,71,52,7,62,69,137,61,5,329
793,Jeremy Williams,UTEP,33,795.0,105,213,.493,25,68,.368,94,140,.671,43,102,47,108,155,28,23,16,329
794,Devoe Joseph,U of M,35,893.0,112,285,.393,50,129,.388,55,75,.733,66,49,28,72,100,104,29,3,329
795,Steve Panos,WSU,31,657.0,107,198,.540,0,0,.000,115,152,.757,47,91,62,100,162,18,7,6,329
796,Brandis Raley-Ross,USC,31,974.0,112,279,.401,62,171,.363,43,60,.717,47,59,35,78,113,43,33,4,329
797,A.J. Tyler,UCF,32,862.0,136,281,.484,3,26,.115,54,75,.720,51,76,53,108,161,24,21,10,329
798,Anthony Nelson,NU,33,1167.0,94,226,.416,20,68,.294,120,174,.690,86,88,52,105,157,165,46,3,328
799,Yamene Coleman,TU,33,820.0,141,245,.576,0,0,.000,46,75,.613,42,75,78,174,252,7,24,25,328
800,Calvin Lee,TU,31,930.0,133,296,.449,3,14,.214,59,83,.711,61,102,55,109,164,46,15,35,328
801,Trae Goldston,GSU,32,838.0,114,291,.392,59,152,.388,41,47,.872,39,51,11,46,57,30,22,3,328
802,Julian Simmons,USMA,29,580.0,109,271,.402,61,145,.421,49,63,.778,47,50,7,34,41,7,23,1,328
803,Bryan Davis,TAMU,34,867.0,110,228,.482,0,0,.000,107,187,.572,70,109,106,171,277,52,44,58,327
804,Arnett Moultrie,UTEP,33,955.0,132,277,.477,9,40,.225,54,83,.651,70,72,65,155,220,41,45,27,327
805,Darryl Bryant,WVU,35,849.0,89,257,.346,40,127,.315,109,144,.757,71,75,21,54,75,108,25,1,327
806,Trey McKinney Jones,UMKC,30,855.0,110,231,.476,18,52,.346,89,120,.742,69,94,22,92,114,60,19,3,327
807,Tyree Evans,KSU,34,923.0,115,331,.347,61,200,.305,36,51,.706,25,69,21,71,92,10,35,2,327
808,Chris Singleton,FSU,32,1005.0,117,284,.412,35,118,.297,57,115,.496,96,95,66,157,223,70,71,48,326
809,Aaron Johnson,UAB,34,1207.0,97,212,.458,28,75,.373,104,142,.732,92,102,8,78,86,164,54,0,326
810,David Hanson,POLY,31,848.0,118,279,.423,31,112,.277,59,90,.656,50,70,63,109,172,44,20,8,326
