No.,Players,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS
52,Jordan Caroline,UNR,37,1289.0,221,466,.474,36,111,.324,178,251,.709,71,87,98,221,319,82,26,6,656
53,Rob Gray,U of H,34,1083.0,218,488,.447,61,170,.359,158,197,.802,79,53,23,102,125,148,38,4,655
54,Marcus Foster,CU,33,1044.0,246,509,.483,95,230,.413,67,90,.744,71,56,22,107,129,89,34,4,654
55,Martaveous McKnight,UAPB,35,1194.0,217,480,.452,64,182,.352,152,210,.724,92,31,16,134,150,124,68,5,650
56,Reed Timmer,DU,34,1134.0,187,421,.444,93,225,.413,183,212,.863,65,57,18,103,121,79,21,3,650
57,Jermaine Marrow,HU,34,1175.0,228,573,.398,41,139,.295,153,192,.797,117,88,31,139,170,184,43,1,650
58,Shamorie Ponds,STJ,30,1110.0,225,536,.420,47,186,.253,150,175,.857,82,53,36,115,151,142,70,3,647
59,Jevon Carter,WVU,37,1283.0,215,509,.422,77,196,.393,133,155,.858,98,111,29,143,172,246,112,13,640
60,Matt Mooney,USD,34,1040.0,227,510,.445,76,216,.352,107,129,.829,82,67,22,116,138,105,67,4,637
61,Yante Maten,UGA,33,1131.0,207,446,.464,29,85,.341,193,241,.801,67,72,116,167,283,51,15,49,636
62,Elijah Bryant,BYU,35,1215.0,202,409,.494,85,205,.415,147,173,.850,80,83,16,206,222,81,44,19,636
63,Zane Martin,TU,32,966.0,226,493,.458,71,187,.380,112,161,.696,76,66,18,95,113,85,25,6,635
64,Gary Blackston,PVAMU,33,1065.0,217,494,.439,44,123,.358,156,217,.719,100,110,48,128,176,116,51,3,634
65,Keenan Evans,TTU,36,1063.0,194,412,.471,48,150,.320,197,241,.817,70,65,11,98,109,116,41,11,633
66,Brandon Goodwin,FGC,34,1135.0,223,474,.470,42,153,.275,144,192,.750,100,53,38,150,188,162,46,4,632
67,Collin Sexton,UA,33,987.0,196,438,.447,44,131,.336,196,252,.778,92,81,34,90,124,119,28,3,632
68,Matt Morgan,COR,28,969.0,204,415,.492,75,203,.369,147,180,.817,69,48,11,118,129,90,23,9,630
69,Roddy Peters,NSU,32,858.0,229,445,.515,11,38,.289,160,210,.762,121,79,28,160,188,135,44,6,629
70,Demontrae Jefferson,TSU,27,1016.0,207,493,.420,85,216,.394,130,158,.823,85,68,18,66,84,123,36,0,629
71,Jaylen Barford,U of A,35,1095.0,224,477,.470,87,202,.431,93,129,.721,67,88,35,102,137,89,35,10,628
72,Luke Maye,UNC,37,1193.0,251,516,.486,50,116,.431,73,117,.624,69,92,113,260,373,88,36,38,625
73,Justin Tillman,VCU,33,1009.0,248,445,.557,27,82,.329,102,156,.654,56,78,109,218,327,15,11,34,625
74,Yoeli Childs,BYU,35,1191.0,246,455,.541,15,48,.312,117,182,.643,76,79,70,231,301,77,30,63,624
75,"Kyle Allman, Jr.",CSUF,32,1053.0,198,405,.489,45,105,.429,182,244,.746,74,68,11,100,111,75,36,6,623
76,Cameron Young,QU,33,1124.0,187,442,.423,64,211,.303,184,244,.754,93,85,61,165,226,91,43,10,622
77,Chandler Hutchison,BSU,31,961.0,205,432,.475,46,128,.359,163,224,.728,104,74,27,211,238,107,46,8,619
78,Jordan Davis,UNC,38,1105.0,235,456,.515,16,67,.239,132,207,.638,118,104,39,143,182,121,36,15,618
79,Joel Berry,UNC,36,1193.0,208,525,.396,93,270,.344,108,121,.893,68,58,20,107,127,116,42,12,617
80,Desmond Williams,FAMU,34,1212.0,221,504,.438,11,41,.268,164,222,.739,100,78,60,148,208,64,40,25,617
81,Ky Bowman,BC,35,1337.0,220,521,.422,80,221,.362,96,119,.807,112,90,29,210,239,165,51,12,616
82,Matt Mobley,STBN,34,1277.0,187,447,.418,105,282,.372,137,159,.862,82,87,20,149,169,83,38,4,616
83,Grant Riller,C of C,33,1110.0,230,422,.545,56,142,.394,97,133,.729,64,69,13,78,91,67,42,14,613
84,Max Heidegger,UCSB,32,1053.0,195,451,.432,95,235,.404,127,166,.765,50,69,11,68,79,79,19,2,612
85,Joe Chealey,C of C,34,1203.0,169,430,.393,62,178,.348,211,246,.858,59,78,22,136,158,122,29,4,611
86,C.J. Massinburg,UB,36,1223.0,196,419,.468,89,220,.405,130,175,.743,58,75,80,184,264,87,40,16,609
87,Ronshad Shabazz,ASU,33,1078.0,206,515,.400,80,233,.343,117,170,.688,80,58,19,64,83,99,36,2,609
88,Tookie Brown,GSU,32,1035.0,190,356,.534,49,104,.471,177,235,.753,80,79,20,110,130,137,56,10,606
89,Justin James,UW,32,996.0,210,445,.472,40,130,.308,146,201,.726,81,81,19,172,191,98,36,16,606
90,Paul Miller,NDSU,31,1048.0,208,461,.451,67,197,.340,122,146,.836,95,50,15,165,180,105,31,10,605
91,Lamar Stevens,PSU,39,1290.0,231,497,.465,30,94,.319,112,161,.696,87,93,54,178,232,74,24,43,604
92,Raiquan Clark,LIU,35,1127.0,207,372,.556,7,29,.241,183,244,.750,143,111,74,171,245,53,40,14,604
93,Thomas Wilder,WMY,32,1050.0,191,443,.431,47,145,.324,174,207,.841,79,72,23,118,141,138,62,10,603
94,Khalil Small,UWGB,33,1130.0,201,454,.443,53,138,.384,147,177,.831,88,85,69,153,222,110,43,4,602
95,Tre'Shaun Fletcher,U of T,33,1087.0,205,443,.463,49,140,.350,139,195,.713,79,75,59,205,264,142,27,7,598
96,Allonzo Trier,U of A,33,1124.0,184,368,.500,70,184,.380,160,185,.865,70,57,11,89,100,107,21,11,598
97,Denzel Mahoney,SEMO,31,969.0,176,380,.463,64,155,.413,182,218,.835,51,91,45,113,158,39,28,5,598
98,Justin Johnson,WKU,38,1314.0,240,465,.516,47,113,.416,70,123,.569,57,69,84,275,359,48,27,28,597
99,Rodrick Sikes,USA,32,998.0,178,421,.423,88,238,.370,153,197,.777,60,60,13,86,99,27,30,7,597
100,Kellan Grady,DAV,33,1163.0,219,437,.501,73,196,.372,82,102,.804,32,68,23,85,108,64,27,3,593
101,Vasa Pusica,NU,33,1132.0,189,375,.504,76,178,.427,138,171,.807,113,74,9,111,120,168,36,4,592
102,Gabe Levin,LBSU,32,991.0,194,426,.455,23,61,.377,180,221,.814,93,85,68,164,232,52,32,22,591
103,Ethan Happ,UW,33,1017.0,242,458,.528,1,11,.091,105,191,.550,93,87,78,187,265,122,49,35,590
104,"Barry Brown, Jr.",KSU,37,1285.0,203,452,.449,42,132,.318,142,184,.772,95,81,22,95,117,120,67,5,590
105,Stuckey Mosley,JMU,32,1140.0,199,482,.413,85,231,.368,107,127,.843,63,80,24,119,143,68,46,7,590
106,Elijah Minnie,EMU,35,1098.0,210,464,.453,78,231,.338,91,108,.843,81,68,49,165,214,39,63,66,589
107,Victor Sanders,U of I,31,953.0,182,398,.457,81,209,.388,144,185,.778,97,78,18,89,107,102,32,15,589
108,Daryl Macon,U of A,35,1082.0,174,389,.447,85,202,.421,154,176,.875,63,62,13,88,101,138,36,2,587
109,Tramaine Isabell,DREX,28,963.0,202,426,.474,50,147,.340,132,173,.763,80,52,30,180,210,96,34,0,586
110,"Frank Bartley, IV",LA,33,1014.0,179,413,.433,87,227,.383,141,164,.860,63,65,21,97,118,65,45,3,586
111,Hayden Dalton,UW,33,1098.0,190,415,.458,85,211,.403,119,142,.838,82,90,46,213,259,86,31,16,584
112,Ahmaad Rorie,UM,34,1218.0,206,488,.422,59,174,.339,113,133,.850,67,64,32,101,133,125,42,5,584
113,Nick Perkins,UB,36,990.0,211,445,.474,36,113,.319,126,172,.733,72,85,80,137,217,28,11,23,584
114,Miles Bridges,MSU,34,1067.0,209,457,.457,71,195,.364,93,109,.853,67,53,43,194,237,92,21,26,582
115,Tra Holder,ASU,32,1124.0,177,435,.407,69,187,.369,159,190,.837,78,64,30,104,134,110,42,1,582
116,"Wesley Person, Jr.",TU,33,1123.0,174,416,.418,97,256,.379,137,167,.820,61,63,21,75,96,59,24,1,582
117,Tanner Leissner,UNH,31,1111.0,195,432,.451,38,115,.330,153,199,.769,50,65,81,133,214,62,15,10,581
118,Kevin Knox,UK,37,1198.0,196,440,.445,57,167,.341,127,164,.774,85,82,33,167,200,53,31,10,576
119,Nathan Knight,W&M,31,890.0,206,358,.575,11,36,.306,150,195,.769,83,103,58,168,226,69,18,61,573
120,Justin Strings,CSUS,32,1157.0,223,522,.427,30,106,.283,97,157,.618,73,77,46,179,225,75,19,30,573
121,Grayson Allen,DUKE,37,1319.0,181,433,.418,102,276,.370,108,127,.850,79,79,20,103,123,172,64,2,572
122,Jared Terrell,URI,34,1128.0,191,447,.427,75,181,.414,115,140,.821,59,78,32,87,119,80,50,7,572
123,Dylan Windler,BEL,33,1168.0,204,365,.559,69,162,.426,94,131,.718,78,86,57,250,307,90,34,31,571
124,Joe Cremo,ALB,32,1128.0,182,397,.458,76,166,.458,131,160,.819,68,70,20,112,132,120,27,9,571
125,Otis Livingston II,GMU,33,1198.0,193,443,.436,65,170,.382,120,140,.857,86,43,7,100,107,143,33,2,571
126,Moe Wagner,UM,39,1078.0,216,409,.528,63,160,.394,75,108,.694,56,120,57,221,278,33,38,20,570
127,Jahad Thomas,UML,27,979.0,211,410,.515,16,44,.364,132,189,.698,95,70,69,157,226,107,48,8,570
128,Svi Mykhailiuk,KU,39,1346.2,205,472,.434,115,259,.444,45,56,.804,65,97,44,109,153,107,46,12,570
129,MaCio Teague,UNCA,34,1200.0,181,433,.418,97,228,.425,110,127,.866,70,57,17,132,149,85,54,4,569
130,Deshon Taylor,CSUF,32,1083.0,155,353,.439,59,153,.386,200,240,.833,79,72,12,89,101,83,49,5,569
131,"James Palmer, Jr.",UNL,33,1024.0,181,408,.444,43,139,.309,163,221,.738,72,61,41,103,144,99,32,16,568
132,Brandon Tabb,BCU,30,938.0,172,433,.397,97,288,.337,126,138,.913,68,84,23,86,109,49,46,11,567
133,Cortez Edwards,USM,34,1224.0,221,449,.492,25,88,.284,99,128,.773,62,54,70,147,217,98,71,14,566
134,Devontae Cacok,UNCW,32,942.0,221,378,.585,0,0,.000,123,201,.612,72,124,162,269,431,28,33,18,565
135,"David Jenkins, Jr.",SDSU,35,1032.0,183,424,.432,84,220,.382,115,144,.799,58,68,10,103,113,57,13,0,565
136,Zach Johnson,FGC,35,1134.0,203,433,.469,69,176,.392,89,114,.781,79,72,15,100,115,104,70,5,564
137,Tres Tinkle,OSU,32,1164.0,192,407,.472,48,147,.327,131,156,.840,93,88,56,175,231,117,45,18,563
138,Jermaine Crumpton,CAN,33,1063.0,205,426,.481,47,147,.320,106,139,.763,59,60,66,111,177,50,23,17,563
139,Jamaal King,SFU,31,959.0,195,412,.473,53,156,.340,120,147,.816,96,70,12,84,96,108,37,1,563
140,"Dachon Burke, Jr.",RMU,32,1044.0,210,458,.459,44,130,.338,98,156,.628,86,81,59,125,184,80,67,16,562
141,B.J. Johnson,LU,27,951.0,194,435,.446,47,131,.359,126,145,.869,68,57,57,168,225,20,35,19,561
142,Brandon McCoy,UNLV,33,949.0,208,382,.545,3,9,.333,140,193,.725,87,87,103,238,341,17,15,60,559
143,David Efianayi,GWU,32,1042.0,183,419,.437,51,141,.362,142,176,.807,82,54,19,97,116,81,40,7,559
144,Shavar Newkirk,SJU,32,1092.0,172,443,.388,52,159,.327,162,212,.764,56,57,25,114,139,125,50,7,558
145,Isaiah Reese,CAN,33,1102.0,200,432,.463,83,231,.359,74,84,.881,87,71,18,172,190,154,73,5,557
146,Jeremy Harris,UB,36,1197.0,203,431,.471,92,220,.418,59,75,.787,46,76,48,164,212,77,36,26,557
147,Nick Mayo,EKU,31,1062.0,202,384,.526,33,74,.446,120,143,.839,98,88,47,161,208,67,24,46,557
148,Sam Merrill,USU,34,1202.0,192,381,.504,98,211,.464,73,86,.849,62,75,7,104,111,107,35,7,555
149,Matt Scott,NU,29,959.0,179,422,.424,48,152,.316,148,208,.712,63,59,69,144,213,75,33,14,554
150,Malik Newman,KU,39,1234.0,186,402,.463,85,205,.415,96,115,.835,57,61,20,176,196,82,42,6,553
151,OShae Brissett,SU,37,1411.0,162,458,.354,55,166,.331,174,221,.787,69,83,82,245,327,34,43,29,553
152,Amanze Egekeze,BEL,33,1139.0,184,364,.505,96,226,.425,89,111,.802,42,61,39,166,205,31,19,8,553
153,Jaelan Sanford,U of T,34,1175.0,186,412,.451,71,176,.403,110,130,.846,62,61,21,96,117,101,20,19,553
154,Blake Francis,WC,32,1046.0,182,423,.430,102,254,.402,87,108,.806,48,81,20,40,60,54,52,1,553
155,Erick Neal,UTA,33,1138.0,188,433,.434,93,242,.384,83,109,.761,122,79,24,114,138,222,65,3,552
156,T.J. Gibbs,ND,36,1348.0,171,416,.411,81,201,.403,129,154,.838,54,65,28,73,101,107,37,3,552
157,Marcquise Reed,CLEM,35,1221.0,182,425,.428,67,189,.354,120,142,.845,80,67,26,139,165,116,58,0,551
158,Kamar Baldwin,BU,35,1191.0,210,475,.442,49,148,.331,79,102,.775,75,89,13,159,172,111,54,15,548
159,Zach Jackson,UNO,31,986.0,192,366,.525,42,98,.429,121,147,.823,68,70,46,150,196,29,35,12,547
160,Francis Alonso,UNCG,35,1026.0,175,423,.414,111,275,.404,86,99,.869,87,82,16,67,83,103,36,2,547
161,Jalen Hayes,OU,29,1036.0,212,404,.525,5,23,.217,117,141,.830,70,93,68,167,235,57,29,25,546
162,Jaylen Nowell,UW,34,1106.0,203,450,.451,39,111,.351,100,125,.800,85,96,33,102,135,92,36,9,545
163,Drew McDonald,NKU,32,980.0,196,420,.467,55,161,.342,97,121,.802,70,74,62,246,308,72,16,16,544
164,Tyler Hall,MSU,31,995.0,174,428,.407,99,266,.372,97,107,.907,56,53,23,93,116,86,25,12,544
165,Chris Cokley,UAB,32,870.0,219,376,.582,0,2,.000,104,127,.819,47,52,100,176,276,49,18,13,542
166,Jeff Roberson,VU,32,1102.0,164,343,.478,62,153,.405,152,178,.854,49,91,61,167,228,49,28,11,542
167,Jalen Adams,UConn,30,1144.0,208,484,.430,48,148,.324,78,98,.796,87,48,26,101,127,141,46,10,542
168,Desi Rodriguez,SHU,31,939.0,204,410,.498,56,150,.373,78,106,.736,62,74,33,116,149,63,32,15,542
169,Ryan Welage,SJSU,30,1039.0,191,414,.461,60,140,.429,100,114,.877,54,43,26,135,161,42,17,5,542
170,K.J. Feagin,SCU,31,1085.0,201,454,.443,61,164,.372,79,91,.868,72,69,12,53,65,125,26,3,542
171,Aaron Calixte,UM,32,1063.0,187,393,.476,61,158,.386,107,119,.899,121,74,16,85,101,102,28,4,542
172,Jordan Barnes,ISU,31,1044.0,168,405,.415,117,277,.422,87,102,.853,86,78,10,111,121,113,37,2,540
173,Joe Kilgore,TAMU-CC,29,1019.0,183,451,.406,37,108,.343,137,173,.792,86,60,28,135,163,96,52,18,540
174,Zachary Hamilton,PVAMU,34,938.0,181,453,.400,89,238,.374,89,113,.788,57,94,35,110,145,43,32,9,540
175,Shannon Bogues,SFA,35,842.0,201,397,.506,44,125,.352,93,117,.795,49,40,24,61,85,47,46,6,539
176,Jordan Murphy,U of M,32,1019.0,202,385,.525,11,35,.314,123,176,.699,83,81,129,232,361,45,39,32,538
177,Yuta Watanabe,GW,33,1207.0,193,442,.437,56,154,.364,96,119,.807,51,50,42,158,200,52,26,54,538
178,Jared Sam,SUBR,33,1106.0,178,405,.440,1,1,1.000,181,236,.767,75,66,102,188,290,43,28,25,538
179,Cecil Williams,CMU,36,1088.0,181,386,.469,23,76,.303,153,197,.777,101,106,56,177,233,94,36,37,538
180,Sa'eed Nelson,AU,29,1074.0,191,431,.443,28,96,.292,128,188,.681,109,77,25,79,104,147,52,5,538
181,Donte DiVincenzo,VILL,40,1170.0,188,391,.481,85,212,.401,76,107,.710,79,83,46,144,190,139,42,8,537
182,Michael Oguine,UM,34,1096.0,177,384,.461,46,129,.357,137,186,.737,45,95,73,115,188,67,48,18,537
183,Kassius Robertson,MU,33,1187.0,158,374,.422,105,243,.432,116,146,.795,77,57,9,90,99,77,32,2,537
184,Jessie Govan,GU,30,980.0,201,396,.508,16,46,.348,118,155,.761,52,87,74,227,301,59,18,34,536
185,"Gary Trent, Jr.",DUKE,37,1253.0,177,427,.415,97,241,.402,85,97,.876,38,62,31,126,157,52,43,5,536
186,Manu Lecomte,BU,33,1124.0,162,403,.402,91,239,.381,121,136,.890,71,60,7,65,72,122,22,0,536
187,Jaylen Adams,STBN,28,1036.0,153,350,.437,75,172,.436,154,181,.851,86,80,12,83,95,146,43,7,535
188,Daniel Utomi,AKR,32,1104.0,175,389,.450,88,219,.402,97,126,.770,67,74,33,137,170,60,30,9,535
189,Quinndary Weatherspoon,MSU,37,1161.0,187,386,.484,42,134,.313,118,153,.771,99,86,56,166,222,123,52,12,534
190,Averyl Ugba,APSU,34,1020.0,202,368,.549,16,44,.364,114,170,.671,77,97,101,172,273,34,16,36,534
191,James Batemon III,LMU,30,1050.0,167,350,.477,43,110,.391,157,196,.801,87,82,32,77,109,139,35,1,534
192,Jhivvan Jackson,UTSA,29,745.0,174,404,.431,77,209,.368,109,142,.768,70,70,9,85,94,52,30,2,534
193,Dean Wade,KSU,33,1083.0,198,360,.550,40,91,.440,97,129,.752,47,64,43,160,203,89,51,27,533
194,Chimezie Metu,USC,34,1053.0,205,392,.523,12,40,.300,111,152,.730,68,87,64,189,253,53,27,59,533
195,Isaiah Pineiro,USD,34,957.0,188,383,.491,27,78,.346,130,166,.783,88,107,33,179,212,71,40,27,533
196,Frank Howard,SU,37,1422.0,187,497,.376,67,205,.327,92,128,.719,125,96,19,110,129,175,68,10,533
197,Ryan Taylor,UE,25,879.0,195,458,.426,67,158,.424,76,88,.864,57,57,12,84,96,28,20,6,533
198,Keith Braxton,SFU,31,1091.0,180,379,.475,40,109,.367,132,166,.795,81,56,50,245,295,102,54,18,532
199,Shai Gilgeous-Alexander,UK,37,1248.0,183,377,.485,23,57,.404,143,175,.817,100,62,33,120,153,189,61,18,532
200,Nana Foulland,BU,35,1001.0,210,358,.587,0,2,.000,112,201,.557,63,92,76,169,245,46,18,61,532
201,"Christopher Galbreath, Jr.",SHSU,36,1004.0,219,464,.472,17,51,.333,77,115,.670,79,101,94,193,287,45,23,21,532
202,Shawn Roundtree,CMU,36,1187.0,166,416,.399,56,165,.339,144,175,.823,113,61,21,84,105,151,23,1,532
203,Ajdin Penava,MU,34,1001.0,191,340,.562,33,97,.340,116,154,.753,67,121,67,221,288,66,32,132,531
204,Milik Yarbrough,ISU,32,895.0,172,380,.453,31,107,.290,156,194,.804,126,85,46,164,210,152,30,21,531
205,Charles Matthews,UM,41,1234.0,205,414,.495,34,107,.318,87,156,.558,84,88,53,174,227,98,30,26,531
206,Geno Crandall,UND,32,1068.0,179,356,.503,50,120,.417,123,169,.728,105,97,32,107,139,114,67,3,531
207,Grant Williams,UT,35,1007.0,183,387,.473,3,25,.120,162,212,.764,74,116,81,130,211,66,21,44,531
208,Khadeen Carrington,SHU,34,1120.0,170,407,.418,53,144,.368,138,167,.826,79,73,20,86,106,150,36,10,531
209,Terry Taylor,APSU,34,1070.0,196,362,.541,38,88,.432,100,137,.730,61,85,133,158,291,25,20,34,530
210,Raasean Davis,NCCU,35,1015.0,233,347,.671,0,1,.000,64,109,.587,70,82,102,180,282,15,20,35,530
211,Allerik Freeman,NCST,33,1135.0,164,425,.386,70,182,.385,132,170,.776,82,56,20,117,137,85,40,0,530
212,Shannon Evans,ASU,32,1117.0,156,412,.379,95,256,.371,122,143,.853,53,60,11,93,104,112,44,9,529
213,Muhammad-Ali Abdur-Rahkman,UM,41,1432.0,179,415,.431,73,195,.374,97,129,.752,30,65,27,131,158,132,35,7,528
214,Ahmad Thomas,UNCA,32,1028.0,220,438,.502,17,62,.274,71,107,.664,77,88,50,136,186,91,62,11,528
215,Jalen Hudson,UF,34,904.0,179,394,.454,78,194,.402,92,139,.662,40,72,13,120,133,36,26,19,528
216,Noah Dickerson,UW,34,917.0,178,313,.569,2,5,.400,169,215,.786,77,114,93,191,284,30,23,19,527
217,Stephen Brown,BU,35,1056.0,186,386,.482,64,171,.374,91,109,.835,61,82,17,98,115,150,41,9,527
218,Rob Marberry,LIP,33,940.0,218,356,.612,0,2,.000,90,122,.738,50,76,67,125,192,62,23,23,526
219,Brayon Blake,U of I,31,898.0,202,404,.500,52,116,.448,70,106,.660,60,93,65,233,298,38,22,15,526
220,Myles Powell,SHU,34,1078.0,171,395,.433,94,248,.379,90,114,.789,68,82,17,73,90,94,34,8,526
221,Mustapha Heron,AU,32,916.0,172,392,.439,43,130,.331,139,173,.803,66,82,41,129,170,30,38,2,526
222,Marcus Barham,FAMU,31,1115.0,169,431,.392,85,234,.363,103,123,.837,92,60,32,101,133,59,25,6,526
223,Tremont Waters,LSU,33,1089.0,168,403,.417,72,205,.351,117,146,.801,97,74,10,101,111,198,67,3,525
224,Jordan Talley,UNCW,31,939.0,179,423,.423,75,187,.401,91,113,.805,78,94,16,71,87,176,30,2,524
225,Bryce Brown,AU,33,1031.0,169,421,.401,107,280,.382,79,102,.775,43,55,19,46,65,55,32,7,524
226,Payton Pritchard,UO,36,1265.0,178,398,.447,85,206,.413,82,106,.774,76,88,18,120,138,171,51,0,523
227,Femi Olujobi,NC A&T,32,1022.0,185,345,.536,18,62,.290,135,174,.776,80,85,54,191,245,37,14,22,523
228,Bryant Crawford,WF,31,987.0,164,397,.413,57,159,.358,138,159,.868,101,74,12,79,91,152,48,5,523
