No.,Players,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS
51,C.J. Fair,SU,40,1394.0,217,462,.470,30,64,.469,117,155,.755,63,63,84,193,277,30,44,42,581
52,Kyle Randall,CMU,31,1067.0,175,414,.423,66,168,.393,165,193,.855,89,42,23,86,109,79,25,1,581
53,Tyler Brown,ISU,32,935.0,181,411,.440,80,204,.392,137,170,.806,94,52,26,116,142,86,46,7,579
54,Sean Kilpatrick,UC,34,1169.0,194,488,.398,82,267,.307,107,145,.738,67,42,46,131,177,63,42,8,577
55,Joe Young,U of H,32,1045.0,185,404,.458,66,157,.420,140,160,.875,41,40,18,94,112,79,19,0,576
56,Jackie Carmichael,ISU,33,1010.0,213,404,.527,2,11,.182,147,216,.681,77,84,83,223,306,28,32,68,575
57,Sherwood Brown,FGC,37,1225.0,210,450,.467,73,194,.376,81,123,.659,67,73,58,184,242,45,52,10,574
58,Gabe Rogers,NAU,32,1115.0,202,517,.391,95,259,.367,74,91,.813,88,49,12,51,63,58,32,2,573
59,Shabazz Muhammad,UCLA,32,987.0,202,456,.443,40,106,.377,128,180,.711,51,53,87,80,167,27,23,4,572
60,Kelly Olynyk,GU,32,845.0,215,342,.629,9,30,.300,132,170,.776,77,72,77,158,235,55,22,36,571
61,Joe Harris,UVA,35,1139.0,191,408,.468,77,181,.425,111,150,.740,70,82,30,111,141,76,31,17,570
62,C.J. Wilcox,UW,34,1184.0,201,480,.419,75,205,.366,93,114,.816,63,71,40,106,146,65,37,35,570
63,Jeremy Atkinson,UNCA,32,1101.0,198,411,.482,28,88,.318,145,179,.810,86,69,77,151,228,80,50,4,569
64,Corey Hawkins,UCD,28,951.0,183,386,.474,48,120,.400,155,184,.842,72,62,24,133,157,93,42,7,569
65,Torrey Craig,USCU,33,1022.0,194,454,.427,78,214,.364,103,144,.715,88,68,62,166,228,63,33,25,569
66,Roberto Nelson,OSU,32,1000.0,179,404,.443,56,141,.397,155,202,.767,73,73,36,69,105,77,31,10,569
67,Chris Evans,KSU,35,1145.0,189,396,.477,39,123,.317,149,204,.730,93,87,79,190,269,73,66,24,566
68,Sean Armand,IC,34,1233.0,189,434,.435,112,274,.409,76,99,.768,68,102,45,128,173,103,42,16,566
69,Anthony Drmic,BSU,32,1027.0,185,399,.464,80,204,.392,115,148,.777,67,96,30,117,147,74,20,8,565
70,Marcus Thornton,W&M,30,1089.0,181,410,.441,93,213,.437,110,133,.827,92,44,11,72,83,83,26,15,565
71,Anthony Bennett,UNLV,35,950.0,202,379,.533,36,96,.375,124,177,.701,65,80,86,199,285,34,24,43,564
72,Davion Berry,WSU,37,1189.0,179,376,.476,60,145,.414,146,193,.756,75,67,15,139,154,140,45,10,564
73,Elston Turner,TAMU,32,1138.0,199,467,.426,74,205,.361,89,105,.848,59,38,14,82,96,74,31,7,561
74,Jamaal Franklin,SDSU,33,1091.0,169,409,.413,42,150,.280,180,229,.786,112,85,56,256,312,109,53,26,560
75,Jud Dillard,TTU,29,982.0,182,404,.450,36,107,.336,160,197,.812,87,73,57,169,226,67,31,8,560
76,TaShawn Thomas,U of H,33,1071.0,234,424,.552,1,9,.111,90,141,.638,69,78,98,224,322,79,34,55,559
77,Rotnei Clarke,BU,33,1099.0,183,444,.412,115,282,.408,78,88,.886,94,54,14,79,93,90,24,1,559
78,Dylon Cormier,L-MD,34,1195.0,179,434,.412,28,103,.272,172,232,.741,61,66,75,80,155,84,62,11,558
79,Murphy Burnatowski,CU,32,970.0,203,474,.428,69,197,.350,82,112,.732,63,80,45,119,164,41,40,25,557
80,Devyn Marble,UI,37,1129.0,176,430,.409,49,150,.327,153,189,.810,80,50,34,112,146,112,42,10,554
81,Anthony Raffa,CCU,29,946.0,199,426,.467,60,170,.353,96,127,.756,57,66,23,81,104,42,55,6,554
82,Matt Dellavedova,SMC,35,1273.0,170,421,.404,86,225,.382,127,149,.852,99,61,23,95,118,223,40,4,553
83,Tim Hardaway Jr.,UM,38,1324.0,201,460,.437,73,195,.374,77,111,.694,71,73,9,168,177,93,26,17,552
84,Kannon Burrage,UTSA,32,1120.0,184,485,.379,58,173,.335,125,164,.762,78,60,54,104,158,43,29,2,551
85,Ricky Tarrant,TU,35,1238.0,156,419,.372,71,219,.324,167,206,.811,89,80,19,78,97,125,47,2,550
86,Tamir Jackson,RU,31,1091.0,196,506,.387,47,174,.270,110,158,.696,90,81,44,142,186,78,42,2,549
87,Dyami Starks,BU,31,996.0,193,429,.450,95,233,.408,67,79,.848,69,58,18,70,88,49,16,5,548
88,Rodney McGruder,KSU,35,1171.0,204,462,.442,51,152,.336,88,117,.752,58,54,74,114,188,71,44,9,547
89,Juan'ya Green,NU,33,1252.0,176,438,.402,56,169,.331,138,171,.807,89,55,23,108,131,163,63,14,546
90,Ella Ellis,USMA,31,839.0,148,331,.447,72,172,.419,178,209,.852,66,71,25,92,117,44,21,20,546
91,Mark Lyons,U of A,35,1061.0,177,407,.435,67,201,.333,125,146,.856,95,86,8,60,68,99,38,2,546
92,James Ennis,LBSU,33,1093.0,182,371,.491,55,154,.357,126,151,.834,99,75,65,156,221,70,58,43,545
93,"Walt Lemon, Jr.",BU,35,1200.0,201,446,.451,35,106,.330,108,142,.761,129,99,19,128,147,133,75,14,545
94,Dwayne Davis,USM,34,1025.0,193,395,.489,59,143,.413,100,127,.787,114,89,21,132,153,87,39,6,545
95,Damen Bell-Holter,ORU,35,1104.0,190,371,.512,5,18,.278,159,211,.754,71,103,117,211,328,42,19,47,544
96,Treveon Graham,VCU,36,995.0,186,413,.450,52,142,.366,120,164,.732,56,81,99,110,209,56,32,5,544
97,Cleanthony Early,WSU,39,980.0,184,404,.455,47,148,.318,129,163,.791,61,99,89,123,212,23,29,35,544
98,Brandon Triche,SU,40,1348.0,185,445,.416,49,170,.288,125,168,.744,109,86,56,79,135,144,51,5,544
99,Fuquan Edwin,SHU,33,1067.0,190,431,.441,63,153,.412,100,148,.676,84,102,46,145,191,63,79,17,543
100,Antoine Mason,NU,29,1053.0,167,379,.441,34,108,.315,173,218,.794,64,69,34,84,118,43,33,7,541
101,Trevis Simpson,UNCG,29,858.0,187,461,.406,64,188,.340,103,129,.798,58,78,27,96,123,40,19,3,541
102,Keifer Sykes,UWGB,34,1175.0,175,402,.435,30,71,.423,159,196,.811,85,85,18,93,111,145,37,4,539
103,Alex Francis,BU,31,1083.0,211,371,.569,0,8,.000,116,192,.604,105,76,92,175,267,56,23,5,538
104,Fred Hunter,NSU,27,861.0,186,328,.567,16,58,.276,149,225,.662,64,72,89,131,220,57,48,8,537
105,Brandon Young,DEP,32,1007.0,180,411,.438,31,99,.313,144,194,.742,86,55,27,80,107,146,49,5,535
106,Travis Betran,APSU,31,1071.0,178,414,.430,84,204,.412,92,109,.844,80,49,14,55,69,84,40,9,532
107,Cleveland Melvin,DEP,32,994.0,216,451,.479,15,51,.294,84,124,.677,72,58,81,136,217,25,39,26,531
108,Jerrelle Benimon,TU,31,1116.0,188,353,.533,20,49,.408,134,205,.654,120,84,102,243,345,79,21,60,530
109,Michael Lyons,AF,30,948.0,191,405,.472,52,162,.321,96,133,.722,56,61,39,79,118,69,30,4,530
110,Bernard Thompson,FGC,37,1108.0,190,405,.469,54,142,.380,95,144,.660,80,93,49,114,163,64,102,4,529
111,Derick Beltran,SUBR,33,1147.0,171,428,.400,80,234,.342,107,135,.793,56,51,14,132,146,51,43,16,529
112,C.J. Leslie,NCST,35,1135.0,192,370,.519,2,6,.333,142,232,.612,105,86,65,193,258,51,34,43,528
113,Jackson Stevenett,SUU,30,1015.0,184,410,.449,23,77,.299,137,158,.867,62,83,62,122,184,53,23,21,528
114,Juvonte Reddic,VCU,36,1004.0,210,369,.569,1,6,.167,106,150,.707,59,83,122,169,291,23,50,31,527
115,R.J. Hunter,GSU,31,1037.0,175,399,.439,73,200,.365,104,134,.776,52,52,30,128,158,57,53,26,527
116,Davon Usher,MVSU,28,915.0,158,379,.417,61,154,.396,149,191,.780,63,65,48,122,170,40,45,10,526
117,Omar Strong,TSU,31,1102.0,164,427,.384,120,329,.365,78,92,.848,67,65,19,86,105,65,27,0,526
118,Elfrid Payton,LA,33,1171.0,187,394,.475,16,50,.320,135,210,.643,112,76,46,138,184,181,80,21,525
119,Kellen Thornton,TSU,33,1026.0,211,393,.537,21,64,.328,80,113,.708,75,106,96,170,266,35,31,22,523
120,Murphy Holloway,UM,36,1131.0,214,385,.556,1,8,.125,93,171,.544,75,86,126,224,350,45,58,25,522
121,Shane Larkin,UM,36,1312.0,183,382,.479,69,170,.406,87,112,.777,82,59,17,121,138,164,71,4,522
122,Will Clyburn,ISU,35,1104.0,166,375,.443,41,133,.308,149,194,.768,92,53,71,168,239,73,32,13,522
123,Parker Smith,UNF,32,1034.0,160,375,.427,116,268,.433,84,96,.875,66,49,9,100,109,50,18,2,520
124,Kendrick Perry,YSU,30,1060.0,158,359,.440,50,140,.357,153,181,.845,60,82,31,133,164,122,56,13,519
125,Chavaughn Lewis,MAR,31,1089.0,190,453,.419,25,74,.338,114,182,.626,110,82,46,130,176,85,63,17,519
126,James McAdoo,UNC,36,1079.0,209,470,.445,0,2,.000,100,173,.578,95,84,89,174,263,41,54,14,518
127,Jordan McRae,UT,33,1107.0,170,402,.423,60,169,.355,118,153,.771,93,77,31,105,136,66,26,29,518
128,Malik Story,UNR,31,1028.0,173,425,.407,83,232,.358,89,120,.742,73,84,6,99,105,69,36,3,518
129,Mike Black,ALB,35,1130.0,160,401,.399,56,148,.378,142,186,.763,101,67,27,84,111,84,36,2,518
130,Ryan Broekhoff,VAL,33,1061.0,158,353,.448,83,199,.417,118,134,.881,64,46,40,200,240,75,34,27,517
131,Scott Bamforth,WSU,37,1149.0,163,337,.484,103,226,.456,88,102,.863,47,64,7,135,142,87,38,2,517
132,John Caleb Sanders,LIB,36,1089.0,165,385,.429,45,126,.357,142,183,.776,95,94,41,100,141,131,34,4,517
133,Justin Simmons,UNO,31,879.0,196,414,.473,43,107,.402,82,105,.781,93,42,26,99,125,64,37,20,517
134,T.T. Carey,LONG,33,1127.0,189,446,.424,81,222,.365,57,79,.722,62,76,31,139,170,58,73,19,516
135,Elijah Pittman,MU,32,1032.0,168,347,.484,65,175,.371,114,162,.704,77,70,50,85,135,50,24,24,515
136,Kyle Barone,U of I,30,1021.0,178,299,.595,0,1,.000,158,202,.782,57,69,100,191,291,54,10,36,514
137,C.J. Garner,LIU,32,1120.0,180,358,.503,27,61,.443,127,175,.726,68,52,43,89,132,80,51,11,514
138,Randal Holt,KSU,35,1127.0,164,433,.379,89,231,.385,97,114,.851,77,51,21,90,111,84,44,3,514
139,Malcolm Miller,SUBR,33,864.0,184,364,.505,90,199,.452,55,77,.714,33,64,46,148,194,28,39,21,513
140,Tyler Stone,SEMO,33,1063.0,205,417,.492,11,46,.239,91,115,.791,50,72,57,200,257,39,25,42,512
141,Keith Rendleman,UNCW,30,1018.0,187,347,.539,8,21,.381,129,218,.592,62,99,126,188,314,22,53,47,511
142,Carrick Felix,ASU,35,1235.0,189,378,.500,52,139,.374,81,122,.664,70,105,74,211,285,57,50,39,511
143,Shawn Long,LA,33,1025.0,195,453,.430,33,106,.311,88,127,.693,86,95,102,235,337,32,27,65,511
144,Romero Osby,OU,32,910.0,174,331,.526,9,17,.529,154,194,.794,42,78,66,159,225,40,21,27,511
145,Derek Needham,FU,35,1159.0,175,440,.398,78,239,.326,83,108,.769,94,98,20,99,119,110,48,2,511
146,Johnny Dee,USD,34,1062.0,172,396,.434,80,212,.377,87,98,.888,45,49,18,88,106,32,26,1,511
147,Chaz Williams,UMass,33,1164.0,166,383,.433,43,129,.333,135,172,.785,114,96,25,112,137,242,65,5,510
148,Olivier Hanlan,BC,33,1129.0,167,363,.460,50,126,.397,126,168,.750,73,66,26,111,137,75,37,2,510
149,Jeff Withey,KU,37,1145.0,185,318,.582,1,1,1.000,137,192,.714,73,77,79,236,315,35,28,146,508
150,Jake Cohen,DAV,34,871.0,171,344,.497,38,98,.388,128,154,.831,59,110,48,133,181,51,23,56,508
151,Trevor Releford,UA,34,1130.0,167,351,.476,48,118,.407,126,153,.824,62,69,21,71,92,85,70,2,508
152,Marcus Smart,OSU,33,1105.0,151,374,.404,38,131,.290,167,215,.777,111,92,50,142,192,139,99,22,507
153,Dwight Powell,SU,34,1031.0,179,383,.467,15,33,.455,133,167,.796,83,104,72,213,285,72,26,39,506
154,Markel Brown,OSU,33,1126.0,170,389,.437,52,143,.364,114,150,.760,57,70,16,130,146,80,33,26,506
155,Raheem Appleby,LTU,34,895.0,196,484,.405,52,173,.301,62,87,.713,59,31,27,64,91,42,37,7,506
156,Jordan Adams,UCLA,33,995.0,165,369,.447,46,150,.307,129,153,.843,40,69,21,106,127,58,73,12,505
157,Spencer Dinwiddie,CU,33,1073.0,130,313,.415,47,139,.338,198,240,.825,73,64,9,96,105,99,44,16,505
158,Deonte Burton,UNR,31,1057.0,159,354,.449,34,113,.301,153,213,.718,73,61,18,56,74,112,42,14,505
159,Christian Standhardinger,UH,32,964.0,184,361,.510,15,45,.333,121,188,.644,60,69,89,163,252,43,45,15,504
160,Mike DiNunno,EKU,34,1200.0,163,386,.422,91,234,.389,87,102,.853,91,81,11,60,71,147,64,0,504
161,Derrick Marks,BSU,31,934.0,169,363,.466,22,52,.423,144,172,.837,106,94,20,98,118,122,56,14,504
162,Kadeem Batts,PROV,34,1079.0,188,393,.478,0,3,.000,128,185,.692,72,122,101,145,246,35,22,23,504
163,D.J. Newbill,PSU,31,1133.0,175,432,.405,20,75,.267,134,196,.684,120,90,48,107,155,125,36,8,504
164,Xavier Munford,URI,29,1027.0,168,426,.394,68,198,.343,100,140,.714,77,70,8,74,82,56,30,10,504
165,Taylor Smith,SFA,32,1083.2,211,304,.694,0,0,.000,79,167,.473,60,71,90,204,294,56,33,90,503
166,Rian Pearson,U of T,28,931.0,172,380,.453,6,28,.214,152,207,.734,79,60,58,129,187,47,48,3,502
167,Travis Smith,MER,36,1079.0,157,347,.452,74,171,.433,114,127,.898,73,78,16,84,100,68,28,2,502
168,T.J. Price,WKU,33,1088.0,170,430,.395,81,226,.358,81,116,.698,87,78,30,117,147,79,38,13,502
169,Jourdan DeMunyck,PVAMU,32,970.0,185,468,.395,36,112,.321,96,136,.706,85,73,65,144,209,47,47,6,502
170,Vander Blue,MU,34,1124.0,183,403,.454,40,132,.303,96,127,.756,79,60,20,90,110,62,35,0,502
171,Otto Porter,GU,31,1097.0,168,351,.479,43,102,.422,122,157,.777,47,61,55,177,232,84,57,28,501
172,Khalid Mutakabbir,PC,32,1192.0,175,410,.427,63,167,.377,88,105,.838,95,55,21,77,98,79,36,3,501
173,D.J. Seeley,CSUF,28,919.0,166,352,.472,63,153,.412,105,130,.808,75,78,26,95,121,108,56,8,500
174,Karl Cochran,WC,32,986.0,189,523,.361,78,253,.308,44,60,.733,74,77,18,118,136,55,63,25,500
175,Joel Smith,NU,31,1083.0,161,332,.485,83,193,.430,94,109,.862,74,74,23,98,121,88,32,8,499
176,Dez Wells,UMD,38,1086.0,191,363,.526,23,69,.333,93,132,.705,108,80,33,152,185,113,34,20,498
177,Jauwan Scaife,BSU,30,994.0,145,367,.395,70,211,.332,138,174,.793,72,57,16,63,79,77,30,6,498
178,Colton Iverson,CSU,35,1033.0,183,307,.596,0,0,.000,131,222,.590,69,91,117,225,342,46,20,25,497
179,Justin Cobbs,Cal,33,1174.0,172,384,.448,26,80,.325,127,151,.841,97,61,12,102,114,157,37,6,497
180,Andre Hollins,U of M,34,1020.0,152,365,.416,81,194,.418,112,139,.806,79,80,21,105,126,116,36,9,497
181,Isaiah Sykes,UCF,31,1079.0,182,398,.457,16,50,.320,116,188,.617,109,73,82,151,233,141,72,14,496
182,Elias Harris,GU,34,944.0,169,337,.501,8,47,.170,149,194,.768,60,67,69,184,253,53,40,19,495
183,P.J. Hairston,UNC,34,804.0,159,369,.431,89,225,.396,88,113,.779,39,64,65,82,147,46,43,14,495
184,Seth Hinrichs,LC,34,974.0,159,345,.461,78,171,.456,97,126,.770,61,49,47,119,166,60,21,5,493
185,Cory Jefferson,BU,37,1032.0,191,313,.610,3,9,.333,107,152,.704,30,85,99,196,295,11,17,71,492
186,Victor Oladipo,IU,36,1021.0,182,304,.599,30,68,.441,97,130,.746,82,89,93,134,227,74,78,28,491
187,Dwayne Evans,SLU,35,1036.0,170,311,.547,5,19,.263,146,190,.768,62,92,84,186,270,37,44,25,491
188,JaKarr Sampson,STJ,33,1041.0,202,450,.449,0,8,.000,87,136,.640,66,91,72,146,218,35,36,36,491
189,Chris Flores,NJIT,29,966.0,159,408,.390,70,201,.348,103,135,.763,82,72,26,88,114,83,69,7,491
190,Joe Jackson,UM,36,1175.0,168,324,.519,38,85,.447,116,159,.730,102,73,17,103,120,173,60,7,490
191,Davon Marshall,LIB,36,1160.0,154,346,.445,107,248,.431,75,88,.852,73,42,9,66,75,101,27,2,490
192,Michael Snaer,FSU,33,1079.0,155,365,.425,63,164,.384,116,142,.817,91,81,22,125,147,82,33,15,489
193,Reggie Bullock,UNC,35,1100.0,172,356,.483,88,202,.436,56,73,.767,43,50,71,155,226,101,44,10,488
194,Aaron White,UI,38,1108.0,140,299,.468,15,66,.227,193,258,.748,61,54,88,146,234,51,41,27,488
195,Patrick Miller,TSU,33,1186.0,153,358,.427,42,122,.344,140,180,.778,113,92,37,104,141,192,55,9,488
196,Arlon Harper,CSU,32,910.0,166,359,.462,53,137,.387,103,138,.746,66,77,38,103,141,68,63,4,488
197,Wesley Saunders,HAR,30,1120.0,163,311,.524,10,20,.500,151,207,.729,91,69,27,98,125,104,55,11,487
198,Jeremy Ingram,NCCU,31,1031.0,145,331,.438,63,160,.394,134,168,.798,78,87,22,92,114,44,43,18,487
199,Tyreek Duren,LU,34,1175.0,161,354,.455,47,122,.385,115,148,.777,67,64,20,77,97,111,56,13,484
200,A'uston Calhoun,BGSU,32,1090.0,183,412,.444,21,59,.356,97,124,.782,71,61,74,154,228,24,12,16,484
201,Daniel Mullings,NMSU,35,1202.0,167,355,.470,20,54,.370,129,170,.759,105,64,64,118,182,91,79,16,483
202,Nick Minnerath,UDM,33,977.0,177,383,.462,51,142,.359,78,99,.788,44,98,59,137,196,32,28,14,483
203,Justin Edwards,UM,29,949.0,175,400,.438,27,99,.273,108,158,.684,119,83,50,100,150,99,56,12,483
204,Troy Huff,UND,25,804.0,174,388,.448,37,104,.356,96,145,.662,56,38,59,114,173,30,58,7,481
205,Keith Appling,MSU,36,1208.0,156,376,.415,41,128,.320,128,171,.749,84,83,14,109,123,120,46,20,481
206,D'Angelo Harrison,STJ,27,946.0,155,393,.394,58,184,.315,113,147,.769,59,71,29,87,116,61,37,8,481
207,D.J. Cooper,OU,34,1075.0,150,354,.424,76,209,.364,104,148,.703,120,53,15,94,109,242,69,6,480
208,Rod Rucker,UAB,33,1091.0,204,425,.480,0,7,.000,72,125,.576,86,92,101,169,270,75,37,24,480
209,Darien Brothers,RICH,34,994.0,143,348,.411,84,196,.429,110,126,.873,44,67,16,65,81,41,33,6,480
210,Alan Williams,UCSB,28,793.0,174,371,.469,0,0,.000,131,181,.724,66,91,114,186,300,24,29,64,479
211,Alec Brown,UWGB,34,1042.0,170,379,.449,30,70,.429,109,146,.747,90,100,67,137,204,42,20,59,479
212,Jordon Crawford,BGSU,32,1118.0,180,459,.392,54,170,.318,65,86,.756,116,71,19,63,82,139,55,0,479
213,Shabazz Napier,UConn,28,1043.0,146,331,.441,68,171,.398,118,144,.819,67,58,14,109,123,129,56,3,478
214,Saah Nimley,CSU,30,996.0,151,415,.364,77,235,.328,99,131,.756,84,65,31,128,159,151,39,2,478
215,Ryan Cook,UMBC,31,987.0,166,363,.457,47,122,.385,99,118,.839,80,89,68,122,190,59,34,10,478
216,Stephon Carter,CSUB,30,954.0,169,352,.480,2,16,.125,138,194,.711,92,77,42,113,155,81,68,8,478
217,Zaccheus Mason,UTC,32,873.0,173,353,.490,24,76,.316,107,149,.718,53,56,79,165,244,22,29,29,477
218,Ryan Anderson,BC,32,1012.0,182,382,.476,3,14,.214,110,177,.621,62,53,85,170,255,50,21,16,477
219,C.J. Harris,WF,31,1017.0,140,310,.452,59,137,.431,138,163,.847,77,63,9,63,72,59,24,3,477
220,Shawn Glover,ORU,33,1080.0,199,399,.499,8,36,.222,70,98,.714,70,60,57,111,168,63,40,44,476
221,Jason Calliste,UDM,33,1161.0,133,342,.389,73,200,.365,136,163,.834,72,64,20,83,103,109,44,5,475
222,Tavares Speaks,LIB,36,1122.0,165,378,.437,13,34,.382,132,163,.810,75,91,14,109,123,43,42,3,475
223,Michael Carter-Williams,SU,40,1408.0,155,394,.393,35,119,.294,129,186,.694,137,92,51,144,195,291,111,19,474
224,Jermaine Marshall,PSU,31,1073.0,154,394,.391,59,174,.339,107,141,.759,82,96,14,128,142,80,45,19,474
225,Kevin Dillard,DAY,31,1024.0,139,343,.405,55,139,.396,140,157,.892,98,65,12,48,60,141,34,4,473
226,Cole Dickerson,USF,31,1023.0,175,369,.474,48,117,.410,74,127,.583,78,82,81,223,304,42,29,10,472
227,Matt Hunter,CCSU,30,1116.0,168,425,.395,38,119,.319,98,133,.737,102,78,46,186,232,78,78,28,472
228,Trey Freeman,CAM,33,1226.0,171,387,.442,23,46,.500,106,128,.828,89,72,13,94,107,190,45,2,471
229,Myles Taylor,UTM,29,806.0,158,336,.470,10,31,.323,145,194,.747,60,110,78,131,209,21,25,14,471
