No.,Players,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS
525,Ladarius White,UM,34,807.0,126,304,.414,58,146,.397,68,91,.747,52,51,13,95,108,45,26,6,378
526,Willie Rodriguez,BU,32,1011.0,137,313,.438,14,64,.219,90,131,.687,87,80,44,131,175,41,26,23,378
527,Yanick Moreira,SMU,34,828.0,144,262,.550,0,0,.000,89,139,.640,60,61,80,139,219,33,24,40,377
528,Daniel Bejarano,CSU,33,1013.0,127,359,.354,65,181,.359,58,84,.690,52,78,50,186,236,94,13,20,377
529,Dwight Meikle,HU,29,807.0,153,295,.519,8,27,.296,63,93,.677,79,89,62,156,218,19,23,43,377
530,Shaquille Hines,UTRGV,31,1040.0,163,320,.509,0,11,.000,51,84,.607,63,82,65,101,166,44,22,14,377
531,T.J. Wallace,PAC,29,893.0,125,313,.399,36,107,.336,91,123,.740,80,100,43,120,163,75,21,2,377
532,Shaquille Boga,UTRGV,30,1035.0,139,367,.379,43,145,.297,56,75,.747,68,62,12,79,91,108,40,3,377
533,Lester Wilson,ETSU,30,846.0,132,308,.429,72,205,.351,41,56,.732,38,72,31,82,113,14,24,9,377
534,Hassan Martin,URI,33,949.0,146,244,.598,0,5,.000,84,138,.609,44,86,74,180,254,11,24,103,376
535,Josh Scott,CU,26,802.0,130,239,.544,1,4,.250,115,153,.752,24,45,89,130,219,29,18,46,376
536,Charles Jackson,TTU,29,796.0,150,263,.570,0,0,.000,76,133,.571,44,100,107,165,272,14,31,37,376
537,Yohanny Dalembert,JMU,33,831.0,137,237,.578,1,1,1.000,101,150,.673,70,94,71,126,197,35,15,37,376
538,Dion Nesmith,HOF,34,961.0,132,294,.449,49,148,.331,63,76,.829,45,89,29,79,108,87,46,1,376
539,Josh Hagins,UALR,31,785.0,131,313,.419,43,127,.339,70,84,.833,50,77,32,90,122,93,52,5,375
540,Kerry Carter,SMC,31,1041.0,120,294,.408,74,187,.396,61,92,.663,56,93,29,125,154,46,47,6,375
541,Rashad Muhammad,SJSU,27,871.0,119,312,.381,59,164,.360,78,98,.796,38,48,17,71,88,31,18,3,375
542,Alexandru Olah,NU,32,941.0,135,278,.486,9,38,.237,95,127,.748,55,83,62,158,220,49,19,59,374
543,John Green,UCSB,33,814.0,153,321,.477,28,76,.368,40,60,.667,57,109,46,89,135,49,14,6,374
544,Cam Michael,UNC,29,823.0,128,295,.434,66,168,.393,52,69,.754,37,67,10,73,83,37,20,2,374
545,Jeffrey Simmons,MVSU,32,888.0,159,364,.437,10,46,.217,46,73,.630,90,54,16,61,77,73,35,0,374
546,Nimrod Hilliard IV,NCCU,31,1097.0,127,263,.483,33,79,.418,86,99,.869,89,60,15,76,91,196,35,15,373
547,David Kravish,Cal,33,973.0,162,339,.478,4,14,.286,45,62,.726,50,104,58,172,230,38,13,49,373
548,DeMarcus Gatlin,SHSU,35,818.0,123,259,.475,16,56,.286,110,160,.688,46,86,61,111,172,69,34,22,372
549,Brandon Taylor,U of U,35,1056.0,121,272,.445,82,187,.439,48,56,.857,58,54,7,83,90,117,45,0,372
550,Taariq Cephas,CSU,31,980.0,132,322,.410,56,146,.384,52,77,.675,69,67,27,81,108,151,46,1,372
551,Karam Mashour,MSU,34,747.0,139,282,.493,20,71,.282,73,104,.702,45,75,53,149,202,32,33,13,371
552,Joe Edwards,IPFW,31,987.0,138,276,.500,40,94,.426,55,87,.632,56,51,30,62,92,69,32,8,371
553,Quinton Chievous,HU,35,892.0,126,288,.438,24,97,.247,95,154,.617,70,70,55,174,229,32,16,3,371
554,Ricky Johnson,BCU,28,892.0,104,303,.343,37,130,.285,126,151,.834,63,67,15,57,72,67,38,2,371
555,Cady Lalanne,UMass,32,929.0,138,250,.552,3,18,.167,91,143,.636,82,87,110,194,304,10,19,61,370
556,Teddy Okereafor,RU,33,1121.0,114,298,.383,49,154,.318,93,128,.727,84,40,26,127,153,133,59,4,370
557,Devonte Brown,ISU,31,1020.0,113,246,.459,26,72,.361,118,183,.645,103,69,13,124,137,101,28,4,370
558,Shawn Amiker,YSU,32,919.0,140,301,.465,8,25,.320,82,121,.678,54,97,60,123,183,30,20,13,370
559,Craig Ponder,UNCW,32,1032.0,122,292,.418,46,102,.451,80,117,.684,71,95,13,95,108,85,34,5,370
560,Jontrell Walker,UIW,27,807.0,119,278,.428,48,131,.366,84,98,.857,63,45,13,46,59,49,25,1,370
561,A'Torri Shine,GSU,29,916.0,131,337,.389,49,147,.333,59,80,.738,58,58,27,76,103,24,26,5,370
562,Domantas Sabonis,GU,38,822.0,145,217,.668,0,0,.000,79,119,.664,59,104,82,186,268,33,17,12,369
563,J.J. O'Brien,SDSU,36,1183.0,149,320,.466,11,35,.314,60,93,.645,54,47,79,108,187,88,51,7,369
564,Anson Winder,BYU,29,739.0,124,260,.477,45,117,.385,76,105,.724,31,57,16,84,100,52,39,6,369
565,Charles Mann,UGA,33,1009.0,104,260,.400,14,51,.275,147,220,.668,106,99,23,140,163,119,21,4,369
566,R.J. White,UNCG,32,760.0,148,268,.552,17,41,.415,55,96,.573,47,121,62,158,220,37,40,49,368
567,Roger Woods,UALR,31,818.0,131,275,.476,13,29,.448,93,145,.641,55,75,71,132,203,33,22,17,368
568,Leron Fisher,LONG,34,927.0,114,269,.424,46,114,.404,94,123,.764,68,78,19,74,93,85,65,4,368
569,Tre Lynch,SUBR,30,661.0,125,312,.401,51,152,.336,67,80,.838,36,41,28,80,108,31,25,5,368
570,Eric Fanning,BU,30,640.0,106,218,.486,24,61,.393,132,174,.759,55,72,21,87,108,44,13,4,368
571,Jalen Reynolds,XAV,37,751.0,152,246,.618,0,1,.000,63,95,.663,44,115,69,155,224,13,21,36,367
572,Jordan Barham,DAV,31,671.0,148,251,.590,8,17,.471,63,101,.624,33,76,66,122,188,34,12,12,367
573,Dorian Finney-Smith,UF,28,782.0,137,290,.472,49,115,.426,44,75,.587,54,74,73,101,174,44,32,24,367
574,Carlos Morris,U of M,33,846.0,133,294,.452,32,88,.364,69,95,.726,69,61,22,83,105,70,58,7,367
575,Rodney Cooper,UA,33,1040.0,127,268,.474,49,131,.374,64,80,.800,55,90,35,86,121,52,21,8,367
576,Sindarius Thornwell,USC,33,1011.0,114,335,.340,38,142,.268,101,141,.716,71,83,50,111,161,73,43,11,367
577,Rhett Harrelson,WCU,31,1056.0,114,297,.384,85,224,.379,54,73,.740,75,64,17,46,63,73,45,2,367
578,Bryant McIntosh,NU,32,1066.0,134,318,.421,40,110,.364,58,68,.853,79,34,10,69,79,150,8,6,366
579,Josh Ritchart,UCD,31,745.0,135,273,.495,64,140,.457,32,43,.744,36,72,32,96,128,24,12,13,366
580,Kevin Bailey,UP,25,674.0,123,296,.416,30,86,.349,90,111,.811,54,66,8,55,63,47,13,12,366
581,Josh Hart,VILL,36,917.0,124,241,.515,52,112,.464,65,97,.670,38,77,65,96,161,53,40,14,365
582,Darious Moten,MER,32,894.0,128,263,.487,19,38,.500,90,122,.738,44,61,61,80,141,41,24,28,365
583,Rapheal Davis,PU,34,1065.0,122,268,.455,18,60,.300,103,141,.730,65,78,39,109,148,88,28,8,365
584,Kendrick Nunn,U of I,33,996.0,131,327,.401,54,150,.360,49,60,.817,45,54,13,103,116,62,39,6,365
585,"Earvin Morris, Jr.",UTEP,33,767.0,121,269,.450,55,137,.401,68,97,.701,56,77,7,69,76,38,28,10,365
586,Quincy Ford,NU,35,1101.0,113,282,.401,55,147,.374,83,110,.755,73,63,41,147,188,79,34,37,364
587,Andrew Harrison,UK,39,994.0,101,267,.378,36,94,.383,126,159,.792,64,70,13,74,87,139,40,8,364
588,Ryan Arcidiacono,VILL,36,1095.0,109,277,.394,55,148,.372,91,112,.812,48,64,10,52,62,129,40,2,364
589,Devonta Pollard,U of H,32,976.0,132,289,.457,0,1,.000,100,138,.725,75,87,84,121,205,39,39,14,364
590,Darien Walker,VAL,34,924.0,129,333,.387,53,147,.361,53,83,.639,56,52,31,124,155,60,26,10,364
591,A.J. West,UNR,30,873.0,125,254,.492,0,0,.000,113,174,.649,72,84,178,153,331,17,15,79,363
592,Nemanja Djurisic,UGA,33,991.0,130,278,.468,34,100,.340,69,98,.704,61,74,62,111,173,48,23,16,363
593,Maxie Esho,UMass,32,863.0,133,266,.500,4,12,.333,93,136,.684,66,96,63,142,205,30,23,28,363
594,Kenny Gaines,UGA,31,930.0,125,303,.413,56,152,.368,57,80,.713,47,79,23,83,106,50,35,28,363
595,Austin Loop,MU,32,1033.0,108,257,.420,84,214,.393,63,71,.887,32,57,24,51,75,26,33,4,363
596,Derek Jackson,KSU,34,1181.0,122,291,.419,66,156,.423,52,71,.732,50,56,22,88,110,114,58,7,362
597,Andrew Ryan,CAM,32,1071.0,123,271,.454,83,198,.419,33,43,.767,26,70,36,120,156,61,25,2,362
598,Christian Sengfelder,FORD,31,1049.0,136,275,.495,37,114,.325,53,80,.662,50,95,64,155,219,21,16,13,362
599,Parker Wentz,ACU,31,894.0,110,262,.420,62,148,.419,80,94,.851,45,64,8,55,63,44,48,3,362
600,Malcolm Smith,LIP,25,641.0,107,232,.461,8,24,.333,140,191,.733,60,65,50,77,127,39,20,3,362
601,Kris Brewer,KSU,34,994.0,111,301,.369,43,134,.321,97,145,.669,66,58,13,59,72,96,19,4,362
602,Julien Lewis,CSUF,32,944.0,140,353,.397,21,99,.212,61,77,.792,54,100,22,99,121,35,47,8,362
603,Marcus Foster,KSU,29,807.0,116,299,.388,59,170,.347,71,101,.703,62,55,8,58,66,55,17,2,362
604,Hugh Greenwood,UNM,31,1094.0,121,345,.351,72,211,.341,47,62,.758,58,60,18,148,166,101,47,21,361
605,Andre Smith,WIN,32,989.0,122,327,.373,64,188,.340,53,63,.841,61,44,7,76,83,137,41,3,361
606,Arnold Fripp,CSU,31,834.0,134,321,.417,52,142,.366,41,55,.745,41,84,46,127,173,20,15,29,361
607,Alex Mitola,DART,29,999.0,113,295,.383,71,194,.366,64,75,.853,37,35,11,66,77,79,23,0,361
608,Lonnie McClanahan,UTA,31,762.0,118,261,.452,0,5,.000,125,168,.744,87,73,27,81,108,92,32,1,361
609,Trent Wiedeman,GSU,31,899.0,145,296,.490,5,21,.238,65,93,.699,53,60,67,107,174,32,22,31,360
610,Jaron Nash,UND,29,787.0,139,287,.484,11,46,.239,71,123,.577,41,65,45,138,183,21,26,16,360
611,Thomas Gipson,KSU,32,920.0,118,215,.549,0,0,.000,124,163,.761,52,89,57,111,168,14,15,18,360
612,ShawnDre' Jones,RICH,35,999.0,123,292,.421,64,170,.376,50,69,.725,40,64,9,31,40,90,34,2,360
613,Kory Holden,UD,29,990.0,117,296,.395,24,64,.375,102,135,.756,95,58,16,74,90,144,16,4,360
614,James Webb III,BSU,32,886.0,137,248,.552,47,115,.409,38,58,.655,31,81,63,194,257,19,36,20,359
615,D.J. Mason,CAM,32,845.0,144,286,.503,13,37,.351,58,104,.558,44,75,64,102,166,64,22,30,359
616,Sean Sellers,BSU,30,889.0,110,249,.442,66,151,.437,73,90,.811,47,54,22,65,87,37,9,10,359
617,Trelun Banks,SUBR,35,1055.0,125,342,.365,34,109,.312,75,119,.630,80,91,12,66,78,81,38,1,359
618,"Reggie Upshaw, Jr.",MTSU,36,1048.0,131,298,.440,15,52,.288,81,125,.648,65,80,68,183,251,57,35,35,358
619,Austin Nichols,UM,27,796.0,151,304,.497,2,9,.222,54,89,.607,38,50,54,111,165,26,21,93,358
620,Sam Thompson,OSU,35,1139.0,135,290,.466,22,84,.262,66,96,.688,44,70,32,103,135,63,46,33,358
621,Nick Coppola,ULM,38,1384.0,125,304,.411,58,149,.389,49,68,.721,69,68,7,111,118,141,34,1,357
622,Tanner Leissner,UNH,29,899.0,117,261,.448,26,74,.351,97,135,.719,58,60,59,149,208,31,20,19,357
623,DeVaughn Akoon-Purcell,ISU,28,734.0,118,278,.424,30,90,.333,91,118,.771,54,52,50,108,158,37,28,5,357
624,Torrion Brummitt,WCU,32,833.0,130,281,.463,1,17,.059,96,141,.681,77,121,70,132,202,37,31,31,357
625,Keon Johnson,WIN,31,878.0,109,271,.402,51,141,.362,88,106,.830,37,65,9,66,75,59,21,0,357
626,John Brisco,PVAMU,32,839.0,129,288,.448,49,114,.430,50,70,.714,51,71,19,59,78,35,53,1,357
627,Malcolm Riley,TSU,35,1023.0,119,238,.500,25,58,.431,93,125,.744,30,72,68,156,224,19,35,4,356
628,Dylan Ennis,VILL,36,1013.0,123,295,.417,58,160,.362,52,84,.619,64,78,33,99,132,126,35,16,356
629,David Samuels,LBSU,33,881.0,135,267,.506,6,21,.286,80,128,.625,69,91,95,149,244,40,17,23,356
630,Ronrico White,UTC,32,1006.0,108,282,.383,62,175,.354,78,103,.757,48,55,13,69,82,104,23,3,356
631,Christavious Gill,UNO,29,915.0,117,290,.403,48,149,.322,74,99,.747,42,45,13,45,58,51,39,1,356
632,Youssoupha Ndoye,STBN,30,957.0,111,236,.470,0,1,.000,133,187,.711,85,88,99,203,302,27,20,78,355
633,Joshua Smith,GU,33,677.0,131,211,.621,0,0,.000,93,144,.646,67,115,84,106,190,39,34,22,355
634,Paul Watson,CSUF,32,1066.0,121,307,.394,50,141,.355,63,90,.700,41,87,25,131,156,24,29,23,355
635,Reed Timmer,DU,31,926.0,118,272,.434,26,73,.356,93,108,.861,58,38,8,62,70,74,16,1,355
636,Chris Harrison-Docks,WKU,32,1076.0,111,296,.375,74,209,.354,59,78,.756,67,53,4,82,86,80,23,0,355
637,Tucker Haymond,WMY,30,841.0,121,244,.496,35,97,.361,77,103,.748,56,56,46,83,129,54,23,2,354
638,Jake Bittle,SDSU,35,1019.0,119,223,.534,34,83,.410,81,101,.802,60,97,47,105,152,96,41,9,353
639,Kaleb Tarczewski,U of A,38,988.0,123,215,.572,0,0,.000,107,153,.699,53,116,62,137,199,13,17,22,353
640,Austin Tillotson,CU,33,1100.0,130,274,.474,44,106,.415,48,70,.686,67,73,10,55,65,134,40,1,352
641,Brenton Scott,ISU,31,889.0,113,264,.428,59,133,.444,67,90,.744,69,55,18,93,111,51,31,1,352
642,Aqeel Quinn,SDSU,33,868.0,124,298,.416,54,148,.365,50,71,.704,43,62,20,71,91,51,33,1,352
643,Tim Marshall,VMI,30,666.0,118,331,.356,86,269,.320,30,42,.714,33,78,23,59,82,32,28,1,352
644,Deshawn Delaney,UNM,30,871.0,135,273,.495,16,43,.372,65,98,.663,51,49,47,112,159,60,39,18,351
645,Braylon Rayson,CMU,32,754.0,118,285,.414,56,158,.354,59,66,.894,37,61,27,68,95,34,30,1,351
646,Jayvaughn Pinkston,VILL,36,933.0,102,225,.453,0,6,.000,146,188,.777,60,76,70,124,194,41,29,29,350
647,P.J. Horgan,CIT,30,937.0,131,240,.546,0,0,.000,88,127,.693,60,65,73,123,196,27,17,32,350
648,Chris Olivier,EIU,27,634.0,135,249,.542,0,0,.000,80,143,.559,40,66,44,98,142,27,13,38,350
649,Willie Cauley-Stein,UK,39,1012.0,135,236,.572,0,0,.000,79,128,.617,48,78,89,162,251,38,47,67,349
650,Spencer Weisz,PRIN,30,964.0,113,243,.465,51,125,.408,72,89,.809,64,66,19,124,143,78,32,8,349
651,Kasey Shepherd,LA,36,713.0,119,271,.439,53,147,.361,58,69,.841,68,46,20,74,94,82,63,6,349
652,Tyler Hood,SU,32,874.0,120,261,.460,69,173,.399,40,44,.909,33,90,20,88,108,41,20,12,349
653,Tevonn Walker,VAL,34,920.0,119,268,.444,27,79,.342,84,117,.718,52,62,37,78,115,57,37,3,349
654,Sean Gardner,ASU,29,897.0,129,310,.416,54,152,.355,37,51,.725,43,64,32,64,96,35,33,8,349
655,Joe McDonald,GW,35,1103.0,122,287,.425,41,110,.373,63,114,.553,61,75,65,137,202,110,43,2,348
656,Kaj-Bjorn Sherman,UTSA,29,870.0,114,201,.567,0,0,.000,120,156,.769,49,73,81,122,203,32,23,15,348
657,Bryce Dejean-Jones,ISU,33,760.0,119,250,.476,27,82,.329,83,115,.722,49,57,39,116,155,70,35,10,348
658,Charlie Lee,CSU,27,959.0,110,232,.474,59,124,.476,69,79,.873,58,61,17,64,81,108,26,1,348
659,Bronson Koenig,UW,40,1152.0,115,278,.414,62,153,.405,56,69,.812,33,64,19,51,70,98,9,8,348
660,Jimmie Taylor,RU,33,980.0,119,297,.401,54,135,.400,56,88,.636,48,88,43,100,143,36,31,6,348
661,Garrett Nevels,UH,32,985.0,131,320,.409,48,139,.345,37,48,.771,37,62,37,105,142,43,24,12,347
662,Julian DeBose,FGC,30,932.0,128,296,.432,33,104,.317,58,81,.716,41,69,36,82,118,41,28,23,347
663,Ky Madden,U of A,36,978.0,100,236,.424,46,122,.377,100,116,.862,84,80,31,101,132,164,29,5,346
664,Kaheem Ransom,SHSU,35,1004.0,100,286,.350,63,192,.328,83,100,.830,61,89,34,120,154,141,44,4,346
665,Timmy Knipp,EKU,33,975.0,114,272,.419,73,191,.382,45,54,.833,50,64,21,104,125,61,29,40,346
666,Nana Foulland,BU,34,829.0,141,257,.549,0,0,.000,64,115,.557,48,89,73,112,185,23,15,37,346
667,Jay Hook,TU,31,928.0,111,270,.411,71,182,.390,53,66,.803,35,57,32,125,157,27,26,4,346
668,De'von Barnett,SHU,32,813.0,141,247,.571,0,1,.000,64,100,.640,47,97,54,100,154,28,26,18,346
669,Trey Davis,UMass,32,982.0,110,288,.382,47,154,.305,79,96,.823,64,65,20,69,89,117,32,3,346
670,Till Gloger,UM,30,795.0,140,266,.526,0,1,.000,66,85,.776,56,66,38,107,145,22,18,8,346
671,J.T. Miller,HU,30,770.0,125,248,.504,19,53,.358,77,107,.720,64,68,23,59,82,27,31,7,346
672,Myles Turner,UT,34,755.0,117,257,.455,17,62,.274,94,112,.839,47,82,44,178,222,20,10,89,345
673,Devonte Upson,SELU,32,1031.0,145,239,.607,0,0,.000,55,89,.618,61,94,81,157,238,18,24,49,345
674,Lee Skinner,WC,35,1035.0,130,261,.498,1,3,.333,84,122,.689,54,76,56,145,201,72,26,4,345
675,Pee Wee Gardner,AU,33,1272.0,120,262,.458,36,83,.434,69,93,.742,85,76,25,76,101,130,67,5,345
676,Deron Powers,HU,34,1111.0,107,277,.386,40,121,.331,91,108,.843,55,77,27,79,106,128,41,2,345
677,Naz Long,ISU,34,934.0,114,254,.449,77,197,.391,40,53,.755,47,72,6,94,100,68,27,3,345
678,Jay Harris,TSU,31,884.0,117,297,.394,60,146,.411,51,73,.699,75,75,23,73,96,69,36,1,345
679,Hans Brase,PRIN,30,932.0,108,255,.424,51,148,.345,77,97,.794,57,81,42,184,226,63,17,14,344
680,Jabari Peters,SHSU,35,1017.0,107,260,.412,52,156,.333,78,110,.709,64,50,40,122,162,81,48,11,344
681,Divine Myles,STET,31,939.0,128,319,.401,21,66,.318,67,99,.677,52,62,20,94,114,106,36,7,344
682,Suki Wiggs,U of I,30,790.0,115,253,.455,8,28,.286,106,143,.741,61,70,26,85,111,81,17,7,344
683,Tony Hicks,PENN,26,715.0,114,283,.403,43,116,.371,73,94,.777,83,77,12,79,91,65,22,0,344
684,Nikos Pavlos,UNCG,32,1143.0,117,258,.453,89,205,.434,20,27,.741,51,58,14,107,121,53,24,11,343
685,Aaron Bacote,ODU,35,955.0,101,267,.378,38,120,.317,103,122,.844,47,58,23,84,107,95,24,1,343
686,Cazmon Hayes,UD,30,838.0,111,281,.395,50,153,.327,71,103,.689,37,56,17,80,97,29,27,3,343
687,Thomas Van Der Mars,UP,33,866.0,138,260,.531,0,0,.000,66,108,.611,47,87,90,175,265,18,17,48,342
688,Will Sullivan,MU,32,1034.0,109,225,.484,68,153,.444,56,69,.812,43,51,28,127,155,47,28,1,342
689,Jaleen Smith,UNH,32,1014.0,110,265,.415,31,95,.326,91,113,.805,72,85,26,140,166,90,43,11,342
690,Dante Holmes,NCCU,33,934.0,123,302,.407,48,138,.348,48,83,.578,60,113,34,120,154,78,44,1,342
691,Jehvon Clarke,BGSU,32,771.0,121,280,.432,42,115,.365,58,72,.806,47,41,27,70,97,50,27,1,342
692,Brian Darden,HU,35,833.0,93,261,.356,69,193,.358,87,103,.845,44,77,7,52,59,34,19,1,342
693,Cedrick Lang,UTEP,33,883.0,114,184,.620,0,1,.000,113,173,.653,51,111,78,143,221,59,16,17,341
694,Shivaughn Wiggins,CCU,34,1059.0,105,231,.455,17,49,.347,114,161,.708,42,59,12,82,94,111,41,3,341
695,Jackson Kent,JMU,33,1050.0,108,259,.417,60,143,.420,65,82,.793,49,38,14,106,120,55,28,0,341
696,Austin Price,LU,30,847.0,119,275,.433,45,117,.385,58,73,.795,58,65,22,68,90,59,46,11,341
697,Markus Crider,GSU,35,1104.0,141,237,.595,0,2,.000,58,86,.674,58,113,58,167,225,64,44,12,340
698,Devante Wallace,HP,33,913.0,116,267,.434,64,162,.395,44,59,.746,44,65,45,139,184,46,31,18,340
699,Julian Washburn,UTEP,33,1117.0,127,306,.415,40,105,.381,46,64,.719,42,63,29,107,136,86,29,19,340
700,Jett Raines,PU,32,913.0,133,272,.489,12,39,.308,62,79,.785,31,67,45,117,162,16,21,22,340
701,Gabe York,U of A,37,856.0,107,243,.440,66,165,.400,60,74,.811,37,45,6,71,77,45,22,13,340
702,Ryan Spangler,OU,35,1088.0,136,234,.581,10,33,.303,57,79,.722,46,87,86,202,288,46,24,38,339
703,Dan Garvin,BU,31,961.0,139,265,.525,2,8,.250,59,89,.663,59,118,96,148,244,37,30,48,339
704,Justin Roberson,ULM,38,1059.0,132,333,.396,8,43,.186,67,91,.736,72,103,36,116,152,105,45,8,339
705,Greg Pryor,UTC,30,823.0,105,231,.455,44,116,.379,85,114,.746,60,79,14,63,77,76,41,4,339
706,Taylor Barnette,BEL,32,951.0,121,277,.437,84,215,.391,13,30,.433,26,53,5,78,83,42,26,1,339
707,Wayne Selden,KU,36,1059.0,112,293,.382,46,126,.365,69,105,.657,74,75,34,67,101,95,22,19,339
708,Gary Winston,PSU,28,884.0,116,282,.411,53,124,.427,54,66,.818,63,52,5,58,63,104,16,1,339
709,Dwan Caldwell,TTU,29,775.0,134,280,.479,5,16,.312,66,90,.733,56,81,57,96,153,17,16,14,339
710,Mark Nwakamma,UHA,28,727.0,137,272,.504,8,20,.400,56,91,.615,71,86,46,112,158,54,33,8,338
711,Deji Ibitayo,AKR,34,660.0,105,233,.451,38,101,.376,90,121,.744,39,74,38,68,106,33,29,14,338
712,Kaven Bernard,JSU,32,681.0,126,294,.429,16,68,.235,70,98,.714,44,67,62,96,158,30,16,16,338
713,Tyler Harris,PROV,34,908.0,118,280,.421,22,77,.286,80,109,.734,38,81,43,94,137,34,30,7,338
714,A.J. Hess,SUU,29,743.0,106,241,.440,57,138,.413,69,82,.841,39,78,13,95,108,28,15,17,338
715,Royce Woolridge,GCU,32,810.0,110,241,.456,20,62,.323,98,132,.742,71,76,9,79,88,72,29,3,338
716,Devin Sibley,FU,33,826.0,103,237,.435,36,97,.371,96,128,.750,72,71,21,77,98,40,24,10,338
717,Aaron Parks,CSUN,32,926.0,93,261,.356,12,48,.250,140,181,.773,73,85,15,81,96,58,23,10,338
718,Octavius Ellis,UC,34,975.0,122,219,.557,0,1,.000,93,135,.689,76,90,93,152,245,44,28,67,337
719,Cedric Kuakumensah,BU,30,842.0,119,264,.451,26,75,.347,73,109,.670,58,97,55,166,221,25,16,76,337
720,Devonta Walker,LA,36,752.0,110,218,.505,4,11,.364,113,141,.801,66,70,72,117,189,38,25,13,337
721,T.J. Williams,NU,35,1158.0,119,261,.456,28,81,.346,71,118,.602,78,56,23,102,125,111,28,9,337
722,Montel James,L-IL,36,764.0,141,265,.532,0,0,.000,55,98,.561,50,47,60,96,156,23,16,23,337
723,Andrew Chrabascz,BU,30,861.0,120,269,.446,23,67,.343,74,120,.617,40,80,47,62,109,50,24,17,337
724,Gerrell Martin,LIU,30,795.0,111,281,.395,53,135,.393,62,75,.827,37,34,32,79,111,20,18,2,337
725,Geovonie McKnight,MU,32,964.0,130,304,.428,5,31,.161,72,103,.699,62,68,19,90,109,43,46,6,337
726,Mitch Bruneel,UVU,29,971.0,124,248,.500,21,74,.284,67,98,.684,47,53,82,93,175,28,20,4,336
727,Jonathan Williams,U of T,33,983.0,114,270,.422,52,144,.361,56,77,.727,72,61,22,91,113,56,19,2,336
728,Cedric Jenkins,SELU,30,770.0,120,307,.391,35,138,.254,61,81,.753,67,48,31,62,93,54,35,7,336
729,Keelan Garrett,MSU,31,892.0,123,324,.380,69,203,.340,21,32,.656,39,31,12,59,71,45,22,1,336
730,Nicholas West,AAMU,27,854.0,106,254,.417,19,64,.297,104,139,.748,69,73,68,145,213,26,14,26,335
731,Devaugntah Williams,TTU,32,785.0,108,272,.397,54,138,.391,65,85,.765,58,53,26,67,93,52,29,3,335
732,J.C. Fuller,WIU,28,763.0,124,301,.412,30,93,.323,57,74,.770,57,38,8,85,93,63,11,9,335
733,Jalen Billups,NKU,30,645.0,142,204,.696,0,1,.000,50,80,.625,50,81,71,106,177,17,13,36,334
734,Trey Zeigler,TCU,33,901.0,126,271,.465,0,10,.000,82,132,.621,65,88,63,74,137,70,26,11,334
735,B.J. Taylor,UCF,26,855.0,107,286,.374,45,129,.349,75,106,.708,32,38,10,67,77,65,24,2,334
736,B.K. Ashe,MSMU,28,718.0,116,276,.420,54,150,.360,48,65,.738,40,47,17,56,73,35,31,10,334
737,Royce O'Neale,BU,33,1060.0,108,237,.456,49,112,.438,68,88,.773,55,75,66,127,193,113,38,11,333
738,"Kelly Oubre, Jr.",KU,36,756.0,110,248,.444,34,95,.358,79,110,.718,43,71,41,138,179,28,41,13,333
739,Matt Lopez,RU,27,723.0,135,231,.584,0,0,.000,63,116,.543,56,76,63,145,208,16,6,11,333
740,Brian Bennett,POLY,29,879.0,146,288,.507,0,1,.000,41,76,.539,35,66,56,128,184,25,19,9,333
741,Trency Jackson,WKU,32,971.0,107,263,.407,52,129,.403,67,96,.698,55,77,23,78,101,85,32,1,333
742,Isaiah Miles,SJU,31,969.0,115,296,.389,53,150,.353,50,67,.746,52,107,65,94,159,26,20,29,333
743,David Robertson,UNCA,31,964.0,109,273,.399,54,157,.344,61,83,.735,65,70,11,57,68,83,35,1,333
744,Daniel Ochefu,VILL,36,864.0,130,202,.644,0,0,.000,72,104,.692,66,76,95,210,305,55,31,50,332
745,Dee Davis,XAV,37,1214.0,111,275,.404,35,109,.321,75,104,.721,89,87,12,78,90,221,48,1,332
746,Tekele Cotton,WSU,34,1080.0,122,296,.412,33,114,.289,55,78,.705,45,53,24,110,134,98,47,11,332
747,Bryn Forbes,MSU,39,1022.0,110,246,.447,70,164,.427,42,52,.808,31,61,8,48,56,38,23,5,332
748,Kyle Anderson,UD,23,788.0,116,313,.371,54,170,.318,46,56,.821,45,51,12,80,92,46,17,8,332
749,Justin Bibbs,VT,29,863.0,119,279,.427,45,109,.413,49,75,.653,56,61,10,77,87,52,11,1,332
750,Anthony Odunsi,HBU,27,724.0,92,192,.479,7,17,.412,140,182,.769,82,39,14,68,82,69,25,2,331
751,Darian Anderson,FDU,29,846.0,121,312,.388,36,102,.353,53,77,.688,75,82,30,72,102,86,51,5,331
752,Dante Williams,OU,33,1154.0,118,291,.405,67,192,.349,28,39,.718,43,93,31,59,90,57,26,10,331
753,Malcolm Duvivier,OSU,31,1080.0,110,297,.370,30,97,.309,81,110,.736,84,84,20,72,92,107,38,3,331
754,Nathan Boothe,U of T,33,897.0,131,263,.498,12,33,.364,56,63,.889,51,106,51,137,188,71,24,42,330
755,Armani Moore,UT,32,989.0,125,281,.445,6,33,.182,74,120,.617,74,91,91,125,216,69,46,39,330
756,Zach Nelson,UVU,30,901.0,124,267,.464,42,126,.333,40,57,.702,72,77,45,139,184,67,21,35,330
