Player,Position,Age,Games,GS,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FG2,FG2A,FG2_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Caron Butler,SF,32,78,78,1879,305,720,.424,128,330,.388,177,390,.454,.513,75,90,.833,41,182,223,78,51,11,72,139,813
Jimmy Butler,SF,23,82,20,2134,239,512,.467,40,105,.381,199,407,.489,.506,187,233,.803,136,192,328,115,78,31,62,97,705
Will Bynum,PG,30,65,0,1219,253,540,.469,24,76,.316,229,464,.494,.491,106,131,.809,28,69,97,231,45,5,125,128,636
José Calderón,PG,31,73,58,2160,312,635,.491,130,282,.461,182,353,.516,.594,72,80,.900,20,156,176,518,58,8,126,99,826
Marcus Camby,PF,38,24,4,250,17,53,.321,0,0,,17,53,.321,.321,8,19,.421,24,56,80,14,7,14,15,28,42
DeMarre Carroll,SF,26,66,12,1111,149,324,.460,20,70,.286,129,254,.508,.491,75,98,.765,87,101,188,61,58,24,34,119,393
Matt Carroll,SG,32,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,1,0
Vince Carter,SF,36,81,3,2093,372,855,.435,162,399,.406,210,456,.461,.530,182,223,.816,58,276,334,194,74,44,106,226,1088
Omri Casspi,SF,24,43,1,503,63,160,.394,25,76,.329,38,84,.452,.472,22,41,.537,20,94,114,28,25,12,22,45,173
Mario Chalmers,PG,26,77,77,2068,227,529,.429,123,301,.409,104,228,.456,.545,89,112,.795,19,152,171,273,118,12,119,196,666
Tyson Chandler,C,30,66,66,2164,255,400,.638,0,0,,255,400,.638,.638,179,258,.694,269,434,703,62,42,75,87,188,689
Wilson Chandler,PF,25,43,8,1079,210,455,.462,52,126,.413,158,329,.480,.519,88,111,.793,45,173,218,58,45,12,60,119,560
Josh Childress,SF,29,14,0,100,6,21,.286,1,3,.333,5,18,.278,.310,1,2,.500,6,9,15,5,2,2,0,3,14
Earl Clark,PF,25,59,36,1363,170,386,.440,35,104,.337,135,282,.479,.486,53,76,.697,82,243,325,65,36,44,62,102,428
Victor Claver,SF,24,49,16,812,74,189,.392,25,87,.287,49,102,.480,.458,14,30,.467,31,88,119,43,26,12,43,75,187
Norris Cole,PG,24,80,4,1590,179,425,.421,35,98,.357,144,327,.440,.462,52,80,.650,18,112,130,164,57,7,104,155,445
Jason Collins,C,34,38,9,384,9,29,.310,0,0,,9,29,.310,.310,23,32,.719,22,38,60,8,12,10,18,85,41
Darren Collison,PG,25,81,47,2372,341,724,.471,48,136,.353,293,588,.498,.504,242,275,.880,31,188,219,415,100,8,173,139,972
Nick Collison,C,32,81,2,1583,176,296,.595,0,4,.000,176,292,.603,.595,60,78,.769,123,210,333,121,51,30,69,197,412
Mike Conley,PG,25,80,80,2757,414,940,.440,106,293,.362,308,647,.476,.497,234,282,.830,43,182,225,487,174,24,189,171,1168
Will Conroy,PG,30,4,0,20,0,9,.000,0,3,.000,0,6,.000,.000,1,2,.500,1,0,1,0,0,0,0,1,1
Daequan Cook,SG,25,49,1,441,51,167,.305,26,91,.286,25,76,.329,.383,9,12,.750,7,54,61,19,8,7,15,26,137
Chris Copeland,PF,28,56,13,862,182,380,.479,59,140,.421,123,240,.513,.557,63,83,.759,34,85,119,27,16,12,50,104,486
DeMarcus Cousins,C,22,75,74,2289,482,1036,.465,4,22,.182,478,1014,.471,.467,312,423,.738,222,524,746,199,108,55,225,269,1280
Jamal Crawford,SG,32,76,0,2230,445,1016,.438,149,396,.376,296,620,.477,.511,216,248,.871,22,106,128,193,79,13,146,71,1255
Jordan Crawford,SG,24,70,14,1709,301,725,.415,83,246,.337,218,479,.455,.472,129,159,.811,44,165,209,225,39,7,141,106,814
Jae Crowder,SF,22,78,16,1353,141,367,.384,63,192,.328,78,175,.446,.470,47,73,.644,35,152,187,94,63,17,49,128,392
Dante Cunningham,PF,25,80,9,2010,314,671,.468,0,6,.000,314,665,.472,.468,67,103,.650,142,266,408,67,84,38,56,153,695
Jared Cunningham,SG,21,8,0,26,6,14,.429,2,3,.667,4,11,.364,.500,2,2,1.000,1,2,3,1,1,0,2,3,16
Eddy Curry,C,30,2,0,25,4,8,.500,0,0,,4,8,.500,.500,1,4,.250,2,2,4,0,0,0,3,7,9
Stephen Curry,PG,24,78,78,2983,626,1388,.451,272,600,.453,354,788,.449,.549,262,291,.900,59,255,314,539,126,12,240,198,1786
Samuel Dalembert,C,31,47,23,765,137,253,.542,1,1,1.000,136,252,.540,.543,38,55,.691,105,171,276,21,17,53,51,90,313
Marquis Daniels,SF,32,59,33,1085,132,351,.376,20,72,.278,112,279,.401,.405,40,54,.741,48,102,150,65,51,10,45,77,324
Anthony Davis,PF,19,64,60,1846,349,676,.516,0,6,.000,349,670,.521,.516,169,225,.751,165,357,522,63,75,112,89,158,867
Ed Davis,C-PF,23,81,28,1631,260,482,.539,0,0,,260,482,.539,.539,103,167,.617,152,308,460,63,38,85,63,191,623
Glen Davis,PF,27,34,33,1064,214,478,.448,0,2,.000,214,476,.450,.448,84,117,.718,55,191,246,70,32,21,64,88,512
Austin Daye,SF,24,55,0,676,90,208,.433,41,98,.418,49,110,.445,.531,26,34,.765,16,107,123,42,14,22,29,82,247
Nando De Colo,SG,25,72,6,920,105,241,.436,31,82,.378,74,159,.465,.500,35,44,.795,23,115,138,138,41,6,81,87,276
Carlos Delfino,SF,30,67,5,1689,251,620,.405,158,421,.375,93,199,.467,.532,48,56,.857,18,202,220,135,68,9,72,114,708
Luol Deng,SF,27,75,75,2903,466,1093,.426,75,233,.322,391,860,.455,.461,230,282,.816,162,314,476,222,81,32,144,105,1237
Justin Dentmon,PG,27,2,0,4,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
DeMar DeRozan,SG,23,82,82,3013,548,1231,.445,34,120,.283,514,1111,.463,.459,355,427,.831,48,272,320,204,76,24,151,173,1485
Boris Diaw,PF,30,75,20,1709,179,332,.539,30,78,.385,149,254,.587,.584,47,65,.723,66,188,254,180,52,27,84,143,435
DeSagana Diop,C,31,22,1,226,8,27,.296,0,1,.000,8,26,.308,.296,0,1,.000,10,41,51,13,5,16,8,19,16
Keyon Dooling,PG,32,7,0,82,10,21,.476,5,12,.417,5,9,.556,.595,6,7,.857,0,1,1,8,1,0,5,8,31
Toney Douglas,PG,26,71,0,1289,188,466,.403,82,216,.380,106,250,.424,.491,76,84,.905,34,104,138,151,71,3,81,145,534
Chris Douglas-Roberts,SG,26,6,0,63,5,14,.357,0,4,.000,5,10,.500,.357,7,10,.700,0,5,5,4,2,0,1,4,17
Goran Dragić,PG,26,77,77,2581,401,906,.443,88,276,.319,313,630,.497,.491,244,326,.748,60,178,238,569,124,26,212,214,1134
Andre Drummond,C,19,60,10,1243,208,342,.608,1,2,.500,207,340,.609,.610,59,159,.371,169,288,457,30,59,95,57,144,476
Jared Dudley,SF,27,79,50,2170,313,669,.468,106,271,.391,207,398,.520,.547,129,162,.796,79,166,245,203,75,8,101,128,861
Chris Duhon,PG,30,46,9,820,47,123,.382,33,91,.363,14,32,.438,.516,6,13,.462,11,57,68,133,20,1,40,56,133
Tim Duncan,C,36,69,69,2078,490,976,.502,2,7,.286,488,969,.504,.503,245,300,.817,124,562,686,184,50,183,147,117,1227
Mike Dunleavy,SF,32,75,3,1943,276,624,.442,128,299,.428,148,325,.455,.545,105,128,.820,31,260,291,145,39,35,90,135,785
Kevin Durant,SF,24,81,81,3119,731,1433,.510,139,334,.416,592,1099,.539,.559,679,750,.905,46,594,640,374,116,105,280,143,2280
Devin Ebanks,SF,23,19,3,197,24,73,.329,6,22,.273,18,51,.353,.370,11,14,.786,10,31,41,10,3,1,11,23,65
Wayne Ellington,SG,25,78,21,1661,226,529,.427,94,240,.392,132,289,.457,.516,68,75,.907,25,141,166,104,45,3,57,81,614
Monta Ellis,SG,27,82,82,3076,597,1436,.416,94,328,.287,503,1108,.454,.448,289,374,.773,45,271,316,496,169,36,254,164,1577
Kim English,SG,24,41,0,407,42,112,.375,14,50,.280,28,62,.452,.438,21,29,.724,8,29,37,26,16,3,19,46,119
Jeremy Evans,PF,25,37,0,215,27,44,.614,0,1,.000,27,43,.628,.614,21,33,.636,26,32,58,11,8,13,8,30,75
Reggie Evans,PF,32,80,56,1967,125,261,.479,0,0,,125,261,.479,.479,113,222,.509,260,628,888,43,74,13,111,199,363
Tyreke Evans,SG,23,65,61,2016,366,765,.478,45,133,.338,321,632,.508,.508,210,271,.775,56,231,287,229,90,27,128,133,987
Festus Ezeli,C,23,78,41,1120,74,169,.438,0,0,,74,169,.438,.438,43,81,.531,141,172,313,22,23,74,63,157,191
Kenneth Faried,PF,23,80,80,2248,380,689,.552,0,0,,380,689,.552,.552,163,266,.613,260,474,734,77,81,83,113,234,923
Derrick Favors,PF,21,77,8,1787,274,568,.482,0,5,.000,274,563,.487,.482,179,260,.688,184,362,546,75,67,130,129,247,727
Raymond Felton,PG,28,68,68,2313,377,882,.427,93,258,.360,284,624,.455,.480,101,128,.789,51,143,194,372,94,14,155,130,948
Landry Fields,SF,24,51,22,1037,102,223,.457,2,14,.143,100,209,.478,.462,34,53,.642,59,149,208,60,32,8,42,63,240
Derek Fisher,SG-PG,38,33,9,575,55,161,.342,30,80,.375,25,81,.309,.435,35,38,.921,2,35,37,47,19,3,30,55,175
Evan Fournier,SG,20,38,4,428,75,152,.493,22,54,.407,53,98,.541,.566,30,39,.769,6,29,35,44,19,1,32,65,202
Randy Foye,SG,29,82,72,2249,293,738,.397,178,434,.410,115,304,.378,.518,118,144,.819,17,110,127,167,66,27,92,190,882
Jimmer Fredette,SG,23,69,0,967,172,409,.421,65,156,.417,107,253,.423,.500,85,99,.859,19,52,71,92,31,3,68,64,494
Joel Freeland,PF,25,51,1,477,58,142,.408,0,0,,58,142,.408,.408,18,27,.667,40,79,119,13,13,11,19,67,134
Danilo Gallinari,SF,24,71,71,2309,364,871,.418,135,362,.373,229,509,.450,.495,286,348,.822,65,302,367,176,64,36,111,130,1149
Francisco García,SG-SF,31,58,20,1029,118,300,.393,67,179,.374,51,121,.421,.505,18,21,.857,8,83,91,63,46,38,32,88,321
Kevin Garnett,C,36,68,68,2022,422,850,.496,2,16,.125,420,834,.504,.498,158,201,.786,75,455,530,159,78,62,110,154,1004
Diante Garrett,PG,24,19,0,149,16,49,.327,3,15,.200,13,34,.382,.357,5,10,.500,5,10,15,31,10,0,16,5,40
Marc Gasol,C,28,80,80,2796,429,869,.494,1,14,.071,428,855,.501,.494,268,316,.848,184,438,622,318,80,139,157,255,1127
Pau Gasol,PF,32,49,42,1655,270,579,.466,8,28,.286,262,551,.475,.473,125,178,.702,111,310,421,200,24,61,104,93,673
Rudy Gay,SF,26,75,74,2687,521,1253,.416,84,260,.323,437,993,.440,.449,240,295,.814,99,362,461,202,113,53,198,182,1366
Alonzo Gee,SF,25,82,82,2541,305,744,.410,69,219,.315,236,525,.450,.456,163,205,.795,75,245,320,133,107,29,132,199,842
Mickaël Gelabale,SF,29,36,13,644,72,139,.518,16,52,.308,56,87,.644,.576,21,24,.875,32,67,99,26,16,4,16,47,181
Paul George,SF,22,79,79,2972,493,1176,.419,170,469,.362,323,707,.457,.491,221,274,.807,88,515,603,327,143,51,233,227,1377
Daniel Gibson,PG,26,46,3,919,84,247,.340,56,163,.344,28,84,.333,.453,26,37,.703,5,55,60,82,30,4,31,89,250
Taj Gibson,PF,27,65,5,1459,214,441,.485,0,4,.000,214,437,.490,.485,89,131,.679,125,220,345,61,27,90,76,166,517
Manu Ginóbili,SG,35,60,0,1393,229,539,.425,83,235,.353,146,304,.480,.502,164,206,.796,30,171,201,274,80,13,132,114,705
Drew Gooden,C,31,16,0,151,20,61,.328,1,5,.200,19,56,.339,.336,11,16,.688,13,18,31,6,5,6,9,21,52
Ben Gordon,SG,29,75,0,1560,310,760,.408,113,292,.387,197,468,.421,.482,107,127,.843,18,112,130,141,35,16,136,134,840
Eric Gordon,SG,24,42,40,1264,235,584,.402,56,173,.324,179,411,.436,.450,187,222,.842,10,67,77,137,45,8,117,75,713
Marcin Gortat,C,28,61,61,1876,295,566,.521,0,3,.000,295,563,.524,.521,90,138,.652,128,388,516,75,40,98,99,127,680
Andrew Goudelock,SG,24,1,0,6,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,0,1,0,0,0,0,0,0
Danny Granger,SF,29,5,0,74,10,35,.286,2,10,.200,8,25,.320,.314,5,8,.625,3,6,9,3,2,1,4,6,27
Aaron Gray,C,28,42,16,513,48,90,.533,0,0,,48,90,.533,.533,23,44,.523,48,85,133,33,7,5,36,85,119
Danny Green,SG,25,80,80,2201,297,663,.448,177,413,.429,120,250,.480,.581,67,79,.848,36,208,244,141,92,54,94,124,838
Draymond Green,SF,22,79,1,1061,84,257,.327,14,67,.209,70,190,.368,.354,45,55,.818,58,202,260,53,42,25,51,159,227
Gerald Green,SF,27,60,7,1080,155,424,.366,59,188,.314,96,236,.407,.435,52,65,.800,31,110,141,50,19,23,53,64,421
Jeff Green,PF,26,81,17,2252,376,806,.467,70,182,.385,306,624,.490,.510,214,265,.808,55,263,318,128,56,68,132,175,1036
Willie Green,SG,31,72,60,1188,178,386,.461,71,166,.428,107,220,.486,.553,23,32,.719,17,80,97,55,29,12,31,96,450
Blake Griffin,PF,23,80,80,2598,577,1072,.538,5,28,.179,572,1044,.548,.541,281,426,.660,186,476,662,299,97,50,185,231,1440
Hamed Haddadi,C,27,30,0,322,35,82,.427,0,0,,35,82,.427,.427,14,27,.519,43,68,111,12,6,27,31,60,84
Jordan Hamilton,SF,22,40,1,397,84,201,.418,27,73,.370,57,128,.445,.485,13,26,.500,32,63,95,23,15,8,19,24,208
Richard Hamilton,SG,34,50,45,1088,204,475,.429,16,52,.308,188,423,.444,.446,66,77,.857,16,67,83,119,24,5,84,93,490
Ben Hansbrough,PG,25,28,0,200,15,45,.333,6,23,.261,9,22,.409,.400,21,27,.778,2,16,18,21,7,2,18,23,57
Tyler Hansbrough,PF,27,81,8,1366,176,407,.432,0,3,.000,176,404,.436,.432,216,300,.720,161,212,373,36,29,18,78,152,568
James Harden,SG,23,78,78,2985,585,1337,.438,179,486,.368,406,851,.477,.504,674,792,.851,62,317,379,455,142,38,295,178,2023
Maurice Harkless,SF,19,76,59,1974,260,564,.461,32,117,.274,228,447,.510,.489,73,128,.570,122,213,335,50,88,62,69,144,625
Josh Harrellson,C,23,6,0,31,4,9,.444,1,5,.200,3,4,.750,.500,1,2,.500,3,4,7,0,1,1,3,4,10
Al Harrington,C,32,10,0,119,20,57,.351,8,30,.267,12,27,.444,.421,3,4,.750,6,21,27,10,4,1,7,18,51
Devin Harris,SG,29,58,34,1421,194,443,.438,77,230,.335,117,213,.549,.525,112,154,.727,6,110,116,197,64,13,88,103,577
Terrel Harris,SG,25,20,0,137,4,27,.148,0,8,.000,4,19,.211,.148,7,10,.700,4,22,26,9,2,3,17,17,15
Tobias Harris,SF-PF,20,55,34,1299,233,512,.455,34,108,.315,199,404,.493,.488,103,137,.752,73,214,287,69,32,44,66,120,603
Udonis Haslem,PF,32,75,59,1414,129,251,.514,0,0,,129,251,.514,.514,32,45,.711,97,307,404,38,30,15,45,173,290
Spencer Hawes,C,24,82,40,2233,376,811,.464,31,87,.356,345,724,.477,.483,122,157,.777,173,417,590,183,24,113,131,233,905
Chuck Hayes,C,29,74,1,1209,84,190,.442,0,1,.000,84,189,.444,.442,30,48,.625,113,186,299,112,31,18,44,114,198
Gordon Hayward,SF,22,72,27,2104,336,773,.435,102,246,.415,234,527,.444,.501,243,294,.827,51,174,225,213,58,38,120,125,1017
Lazar Hayward,SF,26,4,0,31,2,10,.200,0,4,.000,2,6,.333,.200,6,6,1.000,0,4,4,3,2,0,0,3,10
Brendan Haywood,C,33,61,17,1162,93,216,.431,0,1,.000,93,215,.433,.431,30,66,.455,125,165,290,29,16,49,50,125,216
Gerald Henderson,SG,25,68,58,2133,382,855,.447,33,100,.330,349,755,.462,.466,258,313,.824,55,195,250,177,68,34,108,149,1055
Xavier Henry,SF,21,50,2,625,66,161,.410,4,11,.364,62,150,.413,.422,58,92,.630,21,69,90,13,16,5,31,72,194
John Henson,PF,22,63,9,827,162,336,.482,0,3,.000,162,333,.486,.482,56,105,.533,116,181,297,31,19,42,47,83,380
Roy Hibbert,C,26,79,79,2269,385,859,.448,1,4,.250,384,855,.449,.449,166,224,.741,296,360,656,113,39,206,162,279,937
J.J. Hickson,C,24,80,80,2323,418,744,.562,0,2,.000,418,742,.563,.562,182,268,.679,266,562,828,88,48,51,145,160,1018
Cory Higgins,SG,23,6,0,32,6,19,.316,1,5,.200,5,14,.357,.342,1,2,.500,1,2,3,5,3,0,0,5,14
Nenê,PF,30,61,49,1659,285,594,.480,0,1,.000,285,593,.481,.480,196,269,.729,101,306,407,177,55,37,139,171,766
George Hill,PG,26,76,76,2620,386,871,.443,130,353,.368,256,518,.494,.518,174,213,.817,47,237,284,355,81,26,116,134,1076
Grant Hill,SF,40,29,0,437,38,98,.388,3,11,.273,35,87,.402,.403,14,24,.583,6,43,49,26,11,7,25,39,93
Jordan Hill,PF,25,29,1,458,77,155,.497,0,2,.000,77,153,.503,.497,40,61,.656,82,84,166,13,8,19,26,55,194
Kirk Hinrich,PG,32,60,60,1764,159,422,.377,71,182,.390,88,240,.367,.461,70,98,.714,16,142,158,314,63,25,99,192,459
Jrue Holiday,PG,22,78,78,2926,555,1288,.431,91,247,.368,464,1041,.446,.466,182,242,.752,89,240,329,625,123,32,292,170,1383
Justin Holiday,SG,23,9,0,142,16,48,.333,4,16,.250,12,32,.375,.375,6,8,.750,0,14,14,15,3,6,9,7,42
Ryan Hollins,C,28,60,0,663,70,114,.614,0,0,,70,114,.614,.614,66,88,.750,50,89,139,11,6,34,44,133,206
Tyler Honeycutt,SF,22,9,0,32,3,11,.273,0,2,.000,3,9,.333,.273,2,2,1.000,3,7,10,2,0,1,5,2,8
Al Horford,C,26,74,74,2756,576,1060,.543,3,6,.500,573,1054,.544,.545,134,208,.644,195,562,757,240,78,78,147,163,1289
Dwight Howard,C,27,76,76,2722,470,813,.578,1,6,.167,469,807,.581,.579,355,721,.492,251,694,945,108,84,186,225,291,1296
Josh Howard,SF,32,11,4,207,31,77,.403,5,16,.313,26,61,.426,.435,7,12,.583,9,27,36,4,10,3,10,18,74
