Player,Position,Age,Games,GS,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FG2,FG2A,FG2_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
O.J. Mayo,SG,24,66,0,1771,300,736,.408,100,275,.364,200,461,.434,.476,133,172,.773,30,180,210,169,71,23,124,137,833
Luc Mbah a Moute,PF,25,43,22,1009,133,261,.510,1,4,.250,132,257,.514,.511,66,103,.641,77,150,227,29,40,22,39,93,333
JaVale McGee,C,24,61,45,1535,307,552,.556,0,0,,307,552,.556,.556,77,167,.461,163,314,477,31,35,132,87,166,691
Tracy McGrady,SF,32,52,0,837,101,231,.437,15,33,.455,86,198,.434,.470,56,83,.675,23,131,154,110,16,15,53,35,273
Dominic McGuire,PF,26,64,6,1127,94,210,.448,0,4,.000,94,206,.456,.448,39,53,.736,73,173,246,110,44,36,56,104,227
Josh McRoberts,PF,24,50,6,718,56,118,.475,3,7,.429,53,111,.477,.487,23,36,.639,61,110,171,51,15,18,31,74,138
Jodie Meeks,SG,24,66,50,1644,191,467,.409,97,266,.365,94,201,.468,.513,77,85,.906,17,144,161,54,40,3,29,82,556
C.J. Miles,SG,24,56,14,1145,177,465,.381,46,150,.307,131,315,.416,.430,108,136,.794,27,89,116,69,46,18,53,122,508
Darko Miličić,C,26,29,23,472,59,130,.454,0,0,,59,130,.454,.454,16,37,.432,35,62,97,17,9,25,32,59,134
Andre Miller,SG,35,66,7,1809,242,552,.438,18,83,.217,224,469,.478,.455,137,169,.811,53,168,221,441,63,9,177,133,639
Brad Miller,C,35,15,1,146,9,27,.333,7,15,.467,2,12,.167,.463,10,12,.833,4,15,19,24,4,2,12,10,35
Mike Miller,SG,31,39,2,752,91,209,.435,53,117,.453,38,92,.413,.562,2,5,.400,22,106,128,42,14,6,30,58,237
Patty Mills,PG,23,16,3,261,63,130,.485,24,56,.429,39,74,.527,.577,15,15,1.000,4,24,28,39,10,1,26,14,165
Paul Millsap,PF,26,64,62,2100,426,861,.495,7,31,.226,419,830,.505,.499,202,255,.792,180,383,563,150,118,52,112,222,1061
Nazr Mohammed,C,34,63,1,692,79,169,.467,0,1,.000,79,168,.470,.467,13,23,.565,59,111,170,14,20,37,26,101,171
Greg Monroe,C,21,66,66,2082,407,781,.521,0,1,.000,407,780,.522,.521,201,272,.739,239,398,637,152,83,46,161,180,1015
Jamario Moon,SF,31,8,0,123,7,24,.292,2,10,.200,5,14,.357,.333,2,2,1.000,2,20,22,5,1,5,8,5,18
E'Twaun Moore,PG,22,38,0,331,43,113,.381,17,45,.378,26,68,.382,.456,7,7,1.000,4,29,33,34,11,3,21,33,110
Mikki Moore,C,36,7,0,118,9,20,.450,0,0,,9,20,.450,.450,6,7,.857,7,15,22,5,3,3,7,24,24
Darius Morris,PG,21,19,0,169,18,42,.429,4,9,.444,14,33,.424,.476,6,9,.667,2,14,16,21,2,0,19,16,46
Marcus Morris,PF,22,17,0,126,16,54,.296,2,17,.118,14,37,.378,.315,6,8,.750,5,11,16,3,2,2,4,12,40
Markieff Morris,PF,22,63,7,1227,174,436,.399,43,124,.347,131,312,.420,.448,76,106,.717,69,210,279,65,41,42,70,179,467
Anthony Morrow,SG,26,62,18,1636,272,658,.413,106,286,.371,166,372,.446,.494,97,104,.933,31,96,127,61,46,9,70,86,747
Timofey Mozgov,C,25,44,35,687,100,190,.526,0,0,,100,190,.526,.526,39,57,.684,53,126,179,22,15,42,53,86,239
Byron Mullens,C,22,65,25,1465,251,591,.425,12,51,.235,239,540,.443,.435,92,112,.821,96,231,327,57,21,52,74,137,606
Troy Murphy,PF,31,59,0,956,77,171,.450,28,67,.418,49,104,.471,.532,6,9,.667,40,151,191,51,15,16,26,98,188
Hamady N'Diaye,C,25,3,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Eduardo Nájera,PF,35,22,0,270,24,64,.375,8,29,.276,16,35,.457,.438,2,4,.500,11,39,50,12,19,4,7,40,58
Steve Nash,PG,37,62,62,1961,295,555,.532,55,141,.390,240,414,.580,.581,127,142,.894,26,160,186,664,38,8,229,53,772
Gary Neal,SG,27,56,7,1206,212,486,.436,83,198,.419,129,288,.448,.522,50,64,.781,12,106,118,117,27,2,60,75,557
Jameer Nelson,PG,29,57,57,1706,259,606,.427,87,231,.377,172,375,.459,.499,71,88,.807,29,152,181,325,38,5,135,130,676
Joakim Noah,C,26,64,64,1945,249,490,.508,0,1,.000,249,489,.509,.508,154,206,.748,242,387,629,160,41,92,92,162,652
Andrés Nocioni,SF,32,11,1,56,5,20,.250,1,6,.167,4,14,.286,.275,6,11,.545,1,13,14,1,1,1,5,4,17
Steve Novak,PF,28,54,0,1020,161,337,.478,133,282,.472,28,55,.509,.675,22,26,.846,9,95,104,12,16,9,21,59,477
Dirk Nowitzki,PF,33,62,62,2079,473,1034,.457,78,212,.368,395,822,.481,.495,318,355,.896,46,372,418,136,42,30,117,129,1342
Jermaine O'Neal,C,33,25,24,570,52,120,.433,0,0,,52,120,.433,.433,21,31,.677,37,98,135,10,8,43,21,80,125
Lamar Odom,SF,32,50,4,1027,123,349,.352,28,111,.252,95,238,.399,.393,58,98,.592,36,172,208,83,20,18,52,97,332
Emeka Okafor,C,29,27,27,781,114,214,.533,0,0,,114,214,.533,.533,38,74,.514,70,143,213,24,16,26,37,73,266
Mehmet Okur,C,32,17,14,454,52,139,.374,23,72,.319,29,67,.433,.457,3,5,.600,22,59,81,30,9,5,25,45,130
Daniel Orton,PF,21,16,2,187,17,30,.567,0,1,.000,17,29,.586,.567,11,25,.440,19,20,39,5,8,9,7,30,45
Travis Outlaw,SF,27,39,5,500,60,175,.343,16,60,.267,44,115,.383,.389,31,46,.674,19,42,61,16,19,21,20,34,167
Larry Owens,SF,29,7,0,75,4,11,.364,2,5,.400,2,6,.333,.455,3,4,.750,2,11,13,4,0,1,2,10,13
Zaza Pachulia,C,27,58,44,1640,169,339,.499,0,0,,169,339,.499,.499,117,158,.741,154,303,457,79,55,29,81,172,455
Jannero Pargo,PG,32,50,0,671,105,253,.415,53,138,.384,52,115,.452,.520,19,20,.950,9,64,73,96,20,2,49,64,282
Jeremy Pargo,PG,25,44,5,424,50,150,.333,10,38,.263,40,112,.357,.367,16,27,.593,12,25,37,55,15,0,46,46,126
Anthony Parker,SF,36,51,51,1280,141,326,.433,50,138,.362,91,188,.484,.509,35,56,.625,10,128,138,120,38,7,50,65,367
Tony Parker,PG,29,60,60,1923,427,890,.480,14,61,.230,413,829,.498,.488,227,284,.799,22,149,171,463,57,5,153,75,1095
Chandler Parsons,SF,23,63,57,1804,248,549,.452,60,178,.337,188,371,.507,.506,43,78,.551,90,210,300,134,73,29,81,142,599
Patrick Patterson,PF,22,64,1,1483,225,511,.440,0,3,.000,225,508,.443,.440,40,57,.702,112,174,286,53,27,36,49,113,490
Chris Paul,PG,26,60,60,2181,425,890,.478,79,213,.371,346,677,.511,.522,260,302,.861,42,171,213,543,152,4,124,138,1189
Sasha Pavlović,SF,28,45,7,527,50,128,.391,17,58,.293,33,70,.471,.457,3,8,.375,4,68,72,18,20,15,20,54,120
Nikola Peković,C,26,47,35,1264,256,454,.564,0,0,,256,454,.564,.564,139,187,.743,181,165,346,31,29,31,87,98,651
Kendrick Perkins,C,27,65,65,1744,128,262,.489,0,0,,128,262,.489,.489,73,112,.652,120,306,426,78,25,73,118,189,329
Johan Petro,C,26,59,10,920,109,260,.419,1,1,1.000,108,259,.417,.421,31,37,.838,68,156,224,45,21,23,38,122,250
Paul Pierce,SF,34,61,61,2075,394,890,.443,100,273,.366,294,617,.476,.499,293,344,.852,37,280,317,274,70,26,173,147,1181
Mickaël Piétrus,SG,29,42,6,921,104,270,.385,61,182,.335,43,88,.489,.498,20,31,.645,18,112,130,25,21,10,33,81,289
Dexter Pittman,C,23,35,6,301,44,94,.468,0,0,,44,94,.468,.468,18,28,.643,27,44,71,9,8,8,17,73,106
Quincy Pondexter,SF,23,64,8,1002,108,239,.452,22,73,.301,86,166,.518,.498,33,53,.623,55,71,126,27,27,5,30,90,271
A.J. Price,PG,25,44,1,568,59,174,.339,26,88,.295,33,86,.384,.414,28,35,.800,13,48,61,86,20,2,32,30,172
Ronnie Price,PG,28,36,8,517,49,130,.377,13,44,.295,36,86,.419,.427,20,25,.800,18,38,56,67,34,3,46,72,131
Tayshaun Prince,SF,31,63,63,2087,336,798,.421,37,104,.356,299,694,.431,.444,89,115,.774,72,209,281,153,27,32,74,77,798
Joel Przybilla,C,32,27,19,449,22,48,.458,0,0,,22,48,.458,.458,11,18,.611,29,109,138,6,4,16,22,66,55
Vladimir Radmanović,SF,31,49,3,755,74,197,.376,50,135,.370,24,62,.387,.503,22,29,.759,34,109,143,54,21,15,35,62,220
Anthony Randolph,PF,22,34,5,517,94,200,.470,0,1,.000,94,199,.472,.470,64,84,.762,42,81,123,19,13,35,40,56,252
Zach Randolph,PF,30,28,8,735,132,285,.463,2,8,.250,130,277,.469,.467,58,88,.659,78,147,225,48,21,4,40,57,324
Michael Redd,SG,32,51,2,770,144,360,.400,42,132,.318,102,228,.447,.458,88,111,.793,14,63,77,33,13,0,37,29,418
J.J. Redick,SG,27,65,22,1765,248,584,.425,112,268,.418,136,316,.430,.521,143,157,.911,18,132,150,164,27,6,68,92,751
Ryan Reid,PF,25,5,0,17,4,5,.800,0,0,,4,5,.800,.800,0,0,,1,1,2,0,0,0,1,1,8
Jason Richardson,SG,31,54,54,1591,243,596,.408,102,277,.368,141,319,.442,.493,41,69,.594,36,158,194,107,53,22,60,91,629
Quentin Richardson,SF,31,48,3,866,74,197,.376,42,121,.347,32,76,.421,.482,25,30,.833,15,108,123,38,28,6,29,74,215
Luke Ridnour,SG,30,53,53,1750,242,550,.440,49,152,.322,193,398,.485,.485,106,119,.891,19,122,141,252,56,16,96,136,639
Nate Robinson,PG,27,51,9,1192,205,484,.424,66,181,.365,139,303,.459,.492,94,113,.832,15,85,100,231,59,2,75,118,570
Rajon Rondo,PG,25,53,53,1957,256,572,.448,10,42,.238,246,530,.464,.456,108,181,.597,62,195,257,620,95,3,193,99,630
Derrick Rose,PG,23,39,39,1375,302,695,.435,54,173,.312,248,522,.475,.473,194,239,.812,26,105,131,307,35,28,119,52,852
Ricky Rubio,PG,21,41,31,1404,139,389,.357,32,94,.340,107,295,.363,.398,126,157,.803,21,150,171,336,91,8,131,97,436
Brandon Rush,SF,26,65,1,1717,235,469,.501,99,219,.452,136,250,.544,.607,65,82,.793,33,218,251,88,35,58,68,64,634
Walker Russell,PG,29,28,0,357,33,95,.347,4,13,.308,29,82,.354,.368,14,22,.636,7,19,26,58,18,1,33,29,84
John Salmons,SF,32,46,32,1250,141,345,.409,33,112,.295,108,233,.464,.457,29,45,.644,20,114,134,93,37,7,45,77,344
Samardo Samuels,C,23,54,0,825,105,231,.455,0,0,,105,231,.455,.455,82,117,.701,63,117,180,20,20,20,56,113,292
Larry Sanders,PF,23,52,0,643,84,184,.457,0,2,.000,84,182,.462,.457,18,38,.474,62,98,160,33,32,76,43,133,186
Brian Scalabrine,PF,33,28,0,122,14,30,.467,1,7,.143,13,23,.565,.483,3,6,.500,8,13,21,15,5,6,9,9,32
Luis Scola,PF,31,66,66,2067,436,888,.491,0,3,.000,436,885,.493,.491,153,198,.773,122,306,428,140,35,24,153,214,1025
Thabo Sefolosha,SG,27,42,42,914,67,155,.432,31,71,.437,36,84,.429,.532,38,43,.884,21,107,128,47,37,17,40,78,203
Josh Selby,PG,20,28,0,237,25,72,.347,2,15,.133,23,57,.404,.361,11,14,.786,2,13,15,30,7,0,29,17,63
Kevin Séraphin,C,22,57,21,1176,203,382,.531,0,1,.000,203,381,.533,.531,47,70,.671,103,177,280,33,19,76,66,133,453
Ramon Sessions,PG,25,64,23,1707,242,565,.428,43,97,.443,199,468,.425,.466,194,248,.782,33,181,214,354,44,3,141,100,721
Iman Shumpert,PG,21,59,35,1705,214,534,.401,48,157,.306,166,377,.440,.446,87,109,.798,42,144,186,164,101,8,111,173,563
Xavier Silas,SG,24,2,0,39,4,15,.267,1,6,.167,3,9,.333,.300,2,3,.667,2,2,4,3,0,0,3,5,11
Bobby Simmons,SF,31,28,0,418,28,90,.311,20,60,.333,8,30,.267,.422,4,7,.571,17,38,55,11,15,3,10,41,80
Chris Singleton,SF,22,66,51,1431,116,312,.372,44,127,.346,72,185,.389,.442,30,44,.682,43,190,233,49,70,30,38,176,306
James Singleton,PF,30,12,0,262,41,75,.547,2,9,.222,39,66,.591,.560,14,15,.933,25,56,81,15,9,8,10,27,98
Brian Skinner,C,35,1,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,1,0
Donald Sloan,PG,24,33,11,669,79,198,.399,2,25,.080,77,173,.445,.404,23,30,.767,18,49,67,105,13,3,49,37,183
Craig Smith,PF,28,47,0,464,59,117,.504,0,1,.000,59,116,.509,.504,38,53,.717,33,77,110,19,16,5,24,55,156
Greg Smith,C,21,8,0,69,7,11,.636,0,0,,7,11,.636,.636,0,0,,5,15,20,1,2,5,1,17,14
Ish Smith,PG,23,26,1,234,31,81,.383,3,9,.333,28,72,.389,.401,7,10,.700,7,28,35,41,15,2,13,15,72
J.R. Smith,SG,26,35,1,967,165,405,.407,67,193,.347,98,212,.462,.490,39,55,.709,29,107,136,84,54,6,46,87,436
Jason Smith,PF,25,40,29,947,181,348,.520,1,9,.111,180,339,.531,.522,33,47,.702,72,124,196,34,21,41,40,102,396
Jerry Smith,PG,24,5,0,46,3,14,.214,1,6,.167,2,8,.250,.250,0,0,,2,5,7,4,5,0,0,5,7
Josh Smith,PF,26,66,66,2329,504,1101,.458,28,109,.257,476,992,.480,.470,203,322,.630,136,496,632,257,93,115,164,172,1239
Nolan Smith,PG,23,44,4,541,67,180,.372,13,45,.289,54,135,.400,.408,20,28,.714,17,39,56,62,18,3,42,55,167
Marreese Speights,PF,24,60,54,1345,221,488,.453,0,3,.000,221,485,.456,.453,84,109,.771,133,241,374,48,21,29,74,147,526
Tiago Splitter,C,27,59,2,1121,212,343,.618,0,0,,212,343,.618,.618,125,181,.691,93,213,306,65,21,47,87,134,549
Jerry Stackhouse,SF,37,30,0,273,37,100,.370,13,38,.342,24,62,.387,.435,21,23,.913,6,17,23,14,10,3,13,12,108
Lance Stephenson,SG,21,42,1,442,47,125,.376,4,30,.133,43,95,.453,.392,8,17,.471,12,41,53,46,21,5,36,30,106
DeShawn Stevenson,SF,30,51,30,960,49,172,.285,41,145,.283,8,27,.296,.404,9,16,.563,7,94,101,41,19,4,19,59,148
Greg Stiemsma,C,26,55,3,766,66,121,.545,0,0,,66,121,.545,.545,29,41,.707,48,129,177,28,37,85,33,144,161
Julyan Stone,SG,23,22,2,179,13,31,.419,2,11,.182,11,20,.550,.452,8,11,.727,5,20,25,37,8,6,11,18,36
Amar'e Stoudemire,PF,29,47,47,1543,316,654,.483,5,21,.238,311,633,.491,.487,186,243,.765,106,261,367,52,38,45,112,138,823
Rodney Stuckey,SG,25,55,48,1644,256,597,.429,33,104,.317,223,493,.452,.456,267,320,.834,38,104,142,210,44,10,106,124,812
DaJuan Summers,SF,24,15,6,209,28,65,.431,5,16,.313,23,49,.469,.469,7,9,.778,8,15,23,10,7,0,8,31,68
Jeff Teague,PG,23,66,66,2183,320,672,.476,51,149,.342,269,523,.514,.514,140,185,.757,21,138,159,321,106,37,134,145,831
Sebastian Telfair,PG,26,60,1,895,141,342,.412,33,105,.314,108,237,.456,.461,53,67,.791,20,71,91,138,41,12,68,120,368
Jason Terry,SG,34,63,1,2000,357,830,.430,138,365,.378,219,465,.471,.513,98,111,.883,16,133,149,226,73,11,127,69,950
Hasheem Thabeet,C,24,20,3,139,11,21,.524,0,0,,11,21,.524,.524,13,20,.650,16,26,42,0,1,10,8,20,35
Isaiah Thomas,PG,22,65,37,1656,256,571,.448,83,219,.379,173,352,.491,.521,154,185,.832,48,120,168,266,53,8,105,121,749
Kurt Thomas,C,39,53,3,803,73,157,.465,0,0,,73,157,.465,.465,14,20,.700,39,149,188,46,24,31,31,123,160
Lance Thomas,PF,23,42,10,630,57,126,.452,0,1,.000,57,125,.456,.452,52,62,.839,49,77,126,12,10,7,24,78,166
Malcolm Thomas,PF,23,3,0,15,0,3,.000,0,0,,0,3,.000,.000,1,2,.500,1,2,3,1,1,1,0,0,1
Tyrus Thomas,PF,25,54,30,1013,120,327,.367,1,3,.333,119,324,.367,.369,63,83,.759,49,151,200,35,36,60,53,144,304
Trey Thompkins,C,21,24,0,119,24,61,.393,4,13,.308,20,48,.417,.426,5,7,.714,4,20,24,3,3,3,6,10,57
Jason Thompson,PF,25,64,47,1657,237,443,.535,0,2,.000,237,441,.537,.535,109,181,.602,166,277,443,79,43,44,68,149,583
Klay Thompson,SG,21,66,29,1608,318,718,.443,111,268,.414,207,450,.460,.520,79,91,.868,24,137,161,133,49,20,103,155,826
Mychel Thompson,SG,23,5,3,95,7,24,.292,4,11,.364,3,13,.231,.375,0,0,,0,5,5,7,2,1,5,8,18
Tristan Thompson,PF,20,60,25,1424,194,442,.439,0,2,.000,194,440,.441,.439,106,192,.552,187,202,389,27,27,62,81,134,494
Marcus Thornton,SG,24,51,51,1780,352,803,.438,107,310,.345,245,493,.497,.505,141,163,.865,84,104,188,98,71,12,84,111,952
Jamaal Tinsley,PG,33,37,1,507,57,141,.404,10,37,.270,47,104,.452,.440,13,17,.765,6,39,45,123,17,8,52,47,137
Anthony Tolliver,SF,26,51,0,882,71,182,.390,25,101,.248,46,81,.568,.459,41,55,.745,50,103,153,22,18,19,35,86,208
Ronny Turiaf,C,29,17,5,279,19,33,.576,0,1,.000,19,32,.594,.576,13,22,.591,20,50,70,10,14,17,14,39,51
Hedo Türkoğlu,SF,32,53,53,1653,209,504,.415,91,258,.353,118,246,.480,.505,67,95,.705,24,175,199,233,45,17,142,139,576
Evan Turner,SF,23,65,20,1713,263,590,.446,11,49,.224,252,541,.466,.455,73,108,.676,27,349,376,180,40,20,105,117,610
Jeremy Tyler,C,20,42,23,568,88,209,.421,0,1,.000,88,208,.423,.421,29,52,.558,54,86,140,16,16,20,36,84,205
Edwin Ubiles,SF,25,4,0,52,5,18,.278,1,5,.200,4,13,.308,.306,3,3,1.000,2,8,10,1,1,1,1,1,14
Ekpe Udoh,C,24,61,11,1290,127,295,.431,0,2,.000,127,293,.433,.431,86,114,.754,100,154,254,57,40,102,53,174,340
Beno Udrih,SG,29,59,0,1080,146,332,.440,17,59,.288,129,273,.473,.465,39,55,.709,26,76,102,227,37,1,77,69,348
Ben Uzoh,PG,23,18,8,370,35,99,.354,0,1,.000,35,98,.357,.354,11,19,.579,19,48,67,61,17,3,19,31,81
Anderson Varejão,C,29,25,25,785,114,222,.514,0,4,.000,114,218,.523,.514,43,64,.672,109,178,287,43,35,17,45,62,271
Greivis Vásquez,PG,25,66,26,1706,225,523,.430,43,135,.319,182,388,.469,.471,96,117,.821,23,150,173,359,60,8,148,126,589
Jan Veselý,PF,21,57,20,1078,117,218,.537,0,1,.000,117,217,.539,.537,33,62,.532,101,148,249,47,39,32,60,156,267
Charlie Villanueva,PF,27,13,0,180,35,91,.385,15,45,.333,20,46,.435,.467,6,7,.857,9,39,48,6,7,5,7,25,91
Nikola Vučević,C,21,51,15,812,131,291,.450,3,8,.375,128,283,.452,.455,18,34,.529,88,158,246,31,20,34,33,111,283
Dwyane Wade,SG,30,49,49,1625,416,837,.497,15,56,.268,401,781,.513,.506,235,297,.791,73,164,237,225,82,63,129,110,1082
Von Wafer,SG,26,33,1,469,71,157,.452,14,39,.359,57,118,.483,.497,38,54,.704,6,39,45,29,10,3,35,26,194
Henry Walker,SG,24,32,8,620,68,171,.398,36,113,.319,32,58,.552,.503,17,20,.850,9,71,80,37,19,7,35,84,189
Kemba Walker,PG,21,66,25,1792,281,767,.366,69,226,.305,212,541,.392,.411,168,213,.789,30,204,234,289,60,20,119,79,799
John Wall,PG,21,66,66,2386,378,894,.423,3,42,.071,375,852,.440,.424,317,402,.789,48,252,300,530,95,57,255,137,1076
Ben Wallace,C,37,62,11,980,34,86,.395,1,4,.250,33,82,.402,.401,16,47,.340,81,188,269,43,47,51,34,60,85
Gerald Wallace,SF,29,58,58,2076,287,632,.454,46,150,.307,241,482,.500,.491,180,225,.800,87,299,386,164,85,36,111,145,800
Luke Walton,PF-SF,31,30,0,364,24,65,.369,7,20,.350,17,45,.378,.423,0,0,,13,36,49,35,5,1,27,41,55
Hakim Warrick,PF,29,35,0,503,74,180,.411,1,10,.100,73,170,.429,.414,76,99,.768,31,61,92,30,8,3,36,35,225
Darryl Watkins,C,27,5,0,98,7,14,.500,0,0,,7,14,.500,.500,9,18,.500,8,19,27,3,5,4,8,14,23
C.J. Watson,PG,27,49,25,1159,161,437,.368,68,173,.393,93,264,.352,.446,84,104,.808,21,84,105,200,45,8,97,103,474
Earl Watson,PG,32,50,2,1033,54,160,.338,10,52,.192,44,108,.407,.369,31,46,.674,30,91,121,217,54,22,85,105,149
Martell Webster,SF,25,47,26,1140,115,272,.423,37,109,.339,78,163,.479,.491,57,72,.792,42,126,168,40,31,17,46,86,324
David West,PF,31,66,66,1925,349,716,.487,2,9,.222,347,707,.491,.489,142,176,.807,118,315,433,140,52,46,93,160,842
Delonte West,PG,28,44,33,1060,166,360,.461,27,76,.355,139,284,.489,.499,62,70,.886,13,88,101,139,58,11,76,67,421
Russell Westbrook,PG,23,66,66,2331,578,1266,.457,62,196,.316,516,1070,.482,.481,340,413,.823,96,205,301,362,112,21,239,147,1558
D.J. White,PF,25,58,11,1098,174,353,.493,1,1,1.000,173,352,.491,.494,43,61,.705,50,159,209,47,17,23,43,94,392
Hassan Whiteside,C,22,18,0,109,12,27,.444,0,0,,12,27,.444,.444,5,12,.417,16,23,39,0,3,15,5,12,29
Chris Wilcox,C,29,28,4,481,64,107,.598,0,0,,64,107,.598,.598,24,39,.615,38,84,122,12,11,9,30,64,152
Damien Wilkins,SF,32,60,2,922,76,193,.394,7,23,.304,69,170,.406,.412,34,54,.630,22,78,100,44,29,13,30,85,193
Deron Williams,PG,27,55,55,1999,391,961,.407,115,342,.336,276,619,.446,.467,257,305,.843,23,160,183,481,67,20,219,121,1154
Derrick Williams,PF,20,66,15,1418,205,498,.412,37,138,.268,168,360,.467,.449,136,195,.697,77,234,311,38,30,31,77,95,583
Elliot Williams,SG,22,24,0,149,37,74,.500,8,27,.296,29,47,.617,.554,6,18,.333,7,12,19,6,6,3,5,18,88
Jordan Williams,C,21,43,5,635,77,152,.507,0,0,,77,152,.507,.507,43,66,.652,66,90,156,11,21,15,23,61,197
Lou Williams,PG,25,64,0,1682,318,782,.407,83,229,.362,235,553,.425,.460,237,292,.812,30,125,155,221,53,18,71,90,956
Marvin Williams,SF,25,57,37,1500,203,470,.432,58,149,.389,145,321,.452,.494,115,146,.788,76,218,294,71,47,18,39,84,579
Mo Williams,SG,29,52,1,1472,260,611,.426,93,239,.389,167,372,.449,.502,72,80,.900,23,76,99,160,51,7,86,103,685
Reggie Williams,SF,25,33,13,747,106,255,.416,33,107,.308,73,148,.493,.480,29,40,.725,27,66,93,60,20,3,33,34,274
Sean Williams,C,25,11,0,107,14,22,.636,0,0,,14,22,.636,.636,12,13,.923,13,12,25,5,4,8,10,18,40
Shawne Williams,SF,25,25,6,514,42,147,.286,21,87,.241,21,60,.350,.357,8,11,.727,20,48,68,16,10,11,13,44,113
Shelden Williams,C,28,58,35,1276,96,201,.478,0,0,,96,201,.478,.478,76,104,.731,141,209,350,35,47,39,66,149,268
Terrence Williams,SG,24,30,0,550,85,198,.429,16,46,.348,69,152,.454,.470,27,46,.587,13,89,102,65,20,7,43,35,213
Metta World Peace,SF,32,64,45,1720,183,465,.394,56,189,.296,127,276,.460,.454,71,115,.617,71,147,218,140,69,27,69,137,493
Brandan Wright,C,24,49,0,791,144,233,.618,0,1,.000,144,232,.621,.618,52,82,.634,62,112,174,13,22,63,21,61,340
Chris Wright,SF,23,24,1,186,23,45,.511,0,0,,23,45,.511,.511,24,31,.774,19,26,45,4,7,13,8,22,70
Dorell Wright,SF,26,61,61,1650,222,526,.422,105,292,.360,117,234,.500,.522,80,98,.816,60,218,278,94,58,26,51,97,629
Nick Young,SG,26,62,35,1729,316,784,.403,103,282,.365,213,502,.424,.469,144,169,.852,31,102,133,56,44,17,83,141,879
Sam Young,SF,26,35,2,375,45,127,.354,5,17,.294,40,110,.364,.374,19,26,.731,20,42,62,15,17,6,16,23,114
Thaddeus Young,PF,23,63,1,1755,348,687,.507,1,4,.250,347,683,.508,.507,111,144,.771,137,188,325,74,64,41,55,127,808
