Player,Position,Age,Games,GS,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FG2,FG2A,FG2_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Landry Shamet,SG,23,39,1,785,99,253,.391,71,190,.374,28,63,.444,.532,36,43,.837,8,62,70,43,19,5,27,50,305
Iman Shumpert,SG,30,2,0,11,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,1,0,1,0,1,0,1,0,2
Pascal Siakam,PF,26,35,35,1234,255,569,.448,45,148,.304,210,421,.499,.488,144,176,.818,64,191,255,166,40,24,73,110,699
Chris Silva,PF,24,11,0,83,9,13,.692,1,1,1.000,8,12,.667,.731,11,15,.733,7,18,25,6,1,5,9,20,30
Ben Simmons,PG,24,36,36,1228,227,403,.563,3,8,.375,224,395,.567,.567,122,189,.646,65,223,288,272,54,25,126,111,579
Anfernee Simons,SG,21,36,0,597,97,246,.394,70,171,.409,27,75,.360,.537,24,30,.800,8,75,83,51,8,5,29,61,288
Deividas Sirvydis,SG,20,7,0,12,0,4,.000,0,4,.000,0,0,,.000,1,2,.500,0,2,2,1,1,0,0,1,1
Alen Smailagić,PF,20,3,1,13,2,7,.286,1,4,.250,1,3,.333,.357,0,2,.000,0,0,0,0,0,0,0,5,5
Marcus Smart,PG,26,25,22,786,101,259,.390,45,139,.324,56,120,.467,.477,71,90,.789,12,58,70,135,38,12,41,62,318
Dennis Smith Jr.,PG,23,19,7,349,51,128,.398,17,51,.333,34,77,.442,.465,12,16,.750,11,39,50,66,20,14,23,30,131
Ish Smith,PG,32,19,1,391,44,116,.379,5,20,.250,39,96,.406,.401,6,15,.400,10,56,66,90,15,4,19,18,99
Jalen Smith,PF,20,15,0,66,8,21,.381,2,9,.222,6,12,.500,.429,1,3,.333,5,10,15,2,0,2,3,7,19
Tony Snell,SG,29,31,14,613,60,119,.504,46,82,.561,14,37,.378,.697,2,2,1.000,13,58,71,42,5,8,14,45,168
Ray Spalding,C,23,2,0,19,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,2,2,4,0,0,2,3,3,4
Cassius Stanley,SG,21,11,0,31,4,15,.267,1,5,.200,3,10,.300,.300,4,5,.800,4,4,8,0,0,2,1,8,13
Lamar Stevens,PF,23,29,0,389,48,112,.429,2,19,.105,46,93,.495,.438,30,42,.714,19,59,78,24,14,9,15,41,128
Isaiah Stewart,C,19,41,2,783,111,194,.572,6,14,.429,105,180,.583,.588,28,42,.667,94,149,243,31,23,42,37,98,256
Max Strus,SF,24,22,0,299,52,111,.468,34,91,.374,18,20,.900,.622,10,14,.714,3,19,22,11,4,0,3,26,148
Edmond Sumner,SG,25,30,5,358,59,116,.509,17,44,.386,42,72,.583,.582,26,33,.788,10,30,40,15,15,3,24,40,161
Jae'Sean Tate,SF,25,43,31,1212,177,340,.521,33,101,.327,144,239,.603,.569,58,83,.699,80,148,228,79,49,22,49,131,445
Jayson Tatum,SF,22,38,38,1351,344,773,.445,102,271,.376,242,502,.482,.511,151,176,.858,27,233,260,165,50,18,95,73,941
Jeff Teague,PG,32,34,5,616,78,188,.415,26,56,.464,52,132,.394,.484,51,61,.836,10,47,57,73,26,7,39,43,233
Garrett Temple,SG,34,35,12,977,110,259,.425,46,134,.343,64,125,.512,.514,31,38,.816,20,90,110,69,32,18,35,81,297
Tyrell Terry,PG,20,11,0,56,5,16,.313,0,7,.000,5,9,.556,.313,1,3,.333,0,6,6,6,5,0,2,2,11
Daniel Theis,C,28,42,37,1027,159,288,.552,33,95,.347,126,193,.653,.609,46,67,.687,54,166,220,67,25,43,41,120,397
Brodric Thomas,SG,24,9,0,63,10,23,.435,4,13,.308,6,10,.600,.522,7,9,.778,2,5,7,9,2,2,4,8,31
Matt Thomas,SG,26,26,0,192,24,62,.387,17,41,.415,7,21,.333,.524,6,7,.857,3,18,21,9,2,0,6,10,71
Tristan Thompson,PF,29,36,31,811,119,223,.534,0,3,.000,119,220,.541,.534,48,80,.600,113,189,302,36,13,13,35,75,286
Sindarius Thornwell,SG,26,14,1,73,7,21,.333,3,9,.333,4,12,.333,.405,0,2,.000,1,4,5,4,5,1,4,3,17
Matisse Thybulle,SG,23,41,5,768,58,141,.411,27,86,.314,31,55,.564,.507,8,14,.571,21,49,70,41,62,40,16,86,151
Killian Tillie,C,22,4,0,30,2,10,.200,2,5,.400,0,5,.000,.300,1,2,.500,3,2,5,1,1,3,1,5,7
Xavier Tillman Sr.,PF,22,32,7,612,90,172,.523,10,36,.278,80,136,.588,.552,20,27,.741,42,94,136,48,28,18,27,72,210
Obi Toppin,PF,22,34,0,405,58,123,.472,14,47,.298,44,76,.579,.528,11,15,.733,16,62,78,16,8,10,19,35,141
Juan Toscano-Anderson,SG,27,29,13,554,57,108,.528,18,45,.400,39,63,.619,.611,13,18,.722,18,101,119,66,18,15,31,59,145
Axel Toupane,G-F,28,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,2,0,1,0
Karl-Anthony Towns,C,25,24,24,806,202,407,.496,54,138,.391,148,269,.550,.563,106,123,.862,61,179,240,99,20,36,79,84,564
Gary Trent Jr.,SG,22,41,23,1262,217,524,.414,121,305,.397,96,219,.438,.530,58,75,.773,21,70,91,58,37,6,31,63,613
P.J. Tucker,PF,35,35,32,1003,49,135,.363,28,90,.311,21,45,.467,.467,18,23,.783,36,118,154,46,29,20,33,93,144
Rayjon Tucker,F,23,1,0,3,0,0,,0,0,,0,0,,,4,4,1.000,0,0,0,1,0,0,0,2,4
Myles Turner,C,24,40,40,1234,179,373,.480,57,174,.328,122,199,.613,.556,98,125,.784,55,203,258,40,36,137,53,138,513
Jonas Valančiūnas,C,28,36,35,995,233,418,.557,11,35,.314,222,383,.580,.571,94,126,.746,139,306,445,62,22,24,67,107,571
Denzel Valentine,SG,27,39,3,719,108,287,.376,57,169,.337,51,118,.432,.476,9,9,1.000,17,133,150,65,25,1,22,42,282
Jarred Vanderbilt,PF,21,42,24,766,96,157,.611,1,2,.500,95,155,.613,.615,42,72,.583,70,165,235,58,43,30,43,87,235
Fred VanVleet,SG,26,39,39,1434,256,646,.396,131,348,.376,125,298,.419,.498,139,154,.903,25,142,167,248,69,29,76,96,782
Devin Vassell,SF,20,34,1,590,64,156,.410,33,80,.413,31,76,.408,.516,24,28,.857,17,89,106,37,32,10,15,50,185
Gabe Vincent,PG,24,29,5,418,61,158,.386,29,99,.293,32,59,.542,.478,19,21,.905,5,29,34,39,13,2,22,50,170
Noah Vonleh,PF,25,4,0,11,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,2,2,0
Nikola Vučević,C,30,44,44,1500,436,908,.480,117,288,.406,319,620,.515,.545,91,110,.827,87,430,517,167,42,28,83,79,1080
Dean Wade,PF,24,36,5,468,54,124,.435,33,83,.398,21,41,.512,.569,12,17,.706,19,66,85,30,8,11,14,31,153
Moritz Wagner,C,23,25,13,375,62,122,.508,13,42,.310,49,80,.613,.561,41,52,.788,13,60,73,32,22,8,21,62,178
Kemba Walker,PG,30,26,26,798,159,403,.395,75,206,.364,84,197,.426,.488,72,78,.923,8,84,92,120,30,9,57,33,465
Lonnie Walker,SG,22,37,30,968,164,386,.425,63,177,.356,101,209,.483,.506,36,46,.783,9,94,103,61,19,13,38,73,427
John Wall,PG,30,29,29,922,216,522,.414,58,177,.328,158,345,.458,.469,120,161,.745,15,84,99,182,27,20,96,36,610
Brad Wanamaker,PG,31,39,0,625,61,173,.353,13,61,.213,48,112,.429,.390,50,56,.893,8,58,66,99,26,6,37,55,185
T.J. Warren,SF,27,4,4,117,27,51,.529,0,7,.000,27,44,.614,.529,8,10,.800,2,12,14,5,2,0,4,16,62
P.J. Washington,PF,22,39,39,1156,172,382,.450,55,139,.396,117,243,.481,.522,82,103,.796,58,198,256,112,38,49,87,106,481
Yuta Watanabe,SF,26,27,1,307,21,67,.313,13,35,.371,8,32,.250,.410,9,10,.900,20,61,81,13,10,14,8,25,64
Tremont Waters,PG,23,11,1,98,10,31,.323,6,15,.400,4,16,.250,.419,7,8,.875,2,6,8,30,6,0,13,6,33
Paul Watson,SF,26,24,0,234,25,55,.455,20,44,.455,5,11,.455,.636,2,4,.500,3,32,35,11,5,2,6,31,72
Quinndary Weatherspoon,SG,24,9,0,44,2,8,.250,0,2,.000,2,6,.333,.250,2,2,1.000,0,3,3,4,4,1,7,8,6
Russell Westbrook,PG,32,35,35,1214,288,658,.438,45,144,.313,243,514,.473,.472,140,228,.614,54,280,334,360,45,11,170,97,761
Coby White,PG,20,43,36,1362,238,582,.409,97,277,.350,141,305,.462,.492,76,85,.894,21,175,196,200,22,6,98,105,649
Derrick White,SG,26,17,13,453,72,186,.387,31,95,.326,41,91,.451,.470,42,48,.875,3,39,42,57,11,19,25,43,217
Hassan Whiteside,C,31,28,1,416,96,173,.555,0,1,.000,96,172,.558,.555,33,63,.524,49,120,169,16,6,39,32,52,225
Greg Whittington,PF,27,4,0,12,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Andrew Wiggins,PF,25,44,44,1417,293,625,.469,85,222,.383,208,403,.516,.537,107,154,.695,47,156,203,93,41,41,83,101,778
Grant Williams,PF,22,36,6,657,65,144,.451,31,74,.419,34,70,.486,.559,19,35,.543,34,74,108,34,19,13,30,91,180
Kenrich Williams,PF,26,44,6,861,131,226,.580,28,63,.444,103,163,.632,.642,20,37,.541,56,122,178,83,30,8,43,77,310
Lou Williams,PG,34,42,3,918,181,430,.421,45,119,.378,136,311,.437,.473,103,119,.866,15,73,88,144,39,4,66,42,510
Patrick Williams,PF,19,42,42,1193,155,332,.467,36,94,.383,119,238,.500,.521,59,77,.766,39,168,207,52,30,31,60,92,405
Robert Williams,C,23,37,0,636,127,174,.730,0,1,.000,127,173,.734,.730,31,50,.620,89,147,236,49,31,64,37,70,285
Zion Williamson,PF,20,41,41,1339,404,651,.621,7,20,.350,397,631,.629,.626,240,339,.708,109,179,288,141,36,28,104,96,1055
D.J. Wilson,PF,24,16,0,156,24,62,.387,13,36,.361,11,26,.423,.492,5,7,.714,5,34,39,4,1,5,5,20,66
Dylan Windler,SF,24,30,0,507,56,130,.431,26,78,.333,30,52,.577,.531,21,27,.778,20,86,106,33,18,12,29,36,159
Justise Winslow,SF,24,14,0,299,48,132,.364,5,37,.135,43,95,.453,.383,9,16,.563,13,58,71,26,9,7,22,30,110
Cassius Winston,PG,22,9,0,56,6,14,.429,5,10,.500,1,4,.250,.607,2,2,1.000,0,7,7,10,0,1,1,4,19
James Wiseman,C,19,30,18,630,148,285,.519,11,31,.355,137,254,.539,.539,47,77,.610,43,134,177,20,9,30,44,97,354
Christian Wood,C,25,22,22,678,186,338,.550,37,97,.381,149,241,.618,.605,61,91,.670,37,179,216,29,19,31,41,44,470
Robert Woodard,SF,21,7,0,21,6,12,.500,1,4,.250,5,8,.625,.542,3,8,.375,3,5,8,0,0,0,1,1,16
Delon Wright,SG,28,36,31,1052,136,293,.464,31,89,.348,105,204,.515,.517,71,90,.789,37,127,164,181,58,19,48,45,374
Thaddeus Young,PF,32,39,7,974,219,369,.593,6,23,.261,213,346,.616,.602,29,53,.547,96,155,251,168,53,24,80,98,473
Trae Young,PG,22,42,42,1445,324,750,.432,103,284,.363,221,466,.474,.501,332,380,.874,31,139,170,393,34,10,177,81,1083
Cody Zeller,C,28,24,20,534,89,178,.500,3,20,.150,86,158,.544,.508,39,57,.684,62,109,171,55,15,11,24,58,220
Ivica Zubac,C,23,45,6,934,150,223,.673,0,2,.000,150,221,.679,.673,88,107,.822,110,204,314,52,20,37,47,107,388
